XP_004987452.1	Em0001g23a
XP_004993150.1	Em0016g426a
XP_004993164.1	Em0137g8a
XP_004993167.1	Em0016g184a
XP_004993169.1	Em0012g168a
XP_004993171.1	Em0016g275a
XP_004993173.1	Em0007g70a
XP_004993178.1	Em0001g600a
XP_004993179.1	Em0021g113a
XP_004993187.1	Em0007g644a
XP_004993193.1	Em0001g1706a
XP_004993194.1	Em0003g458a
XP_004993195.1	Em0016g438a
XP_004993200.1	Em0008g604a
XP_004993201.1	Em0008g1200a
XP_004993202.1	Em0012g676a
XP_004993205.1	Em0011g359a
XP_004993209.1	Em0020g828a
XP_004993211.1	Em0006g1239a
XP_004993215.1	Em0015g236a
XP_004993216.1	Em0007g734a
XP_004993218.1	Em0015g739a
XP_004993220.1	Em0005g1292a
XP_004993222.1	Em0016g183a
XP_004993223.1	Em0023g371a
XP_004993224.1	Em0006g980a
XP_004993225.1	Em0001g2417a
XP_004993226.1	Em0015g1009a
XP_004993227.1	Em0015g674a
XP_004993230.1	Em0019g1061a
XP_004993231.1	Em0016g999a
XP_004993232.1	Em0016g1111a
XP_004993240.1	Em0016g621a
XP_004993241.1	Em0023g838a
XP_004993247.1	Em0020g665a
XP_004993248.1	Em0217g1a
XP_004993249.1	Em0002g798a
XP_004993254.1	Em0395g8a
XP_004993262.1	Em0015g232a
XP_004993263.1	Em0016g165a
XP_004993264.1	Em0008g1122a
XP_004993268.1	Em0010g259a
XP_004993269.1	Em0016g134a
XP_004993271.1	Em0015g32a
XP_004993273.1	Em0001g1154a
XP_004993274.1	Em0016g224a
XP_004993278.1	Em0017g590a
XP_004993280.1	Em0016g85a
XP_004993281.1	Em0023g537a
XP_004993282.1	Em0013g125a
XP_004993285.1	Em0020g87a
XP_004993294.1	Em0200g5a
XP_004993296.1	Em0003g655a
XP_004993297.1	Em0001g1332a
XP_004993299.1	Em0015g825a
XP_004993300.1	Em0014g372a
XP_004993301.1	Em0016g104a
XP_004993302.1	Em0013g101a
XP_004993304.1	Em0016g92a
XP_004993307.1	Em0020g797a
XP_004993308.1	Em0011g28a
XP_004993309.1	Em0015g715a
XP_004993312.1	Em0015g152a
XP_004993320.1	Em0017g344a
XP_004993332.1	Em0015g612a
XP_004993333.1	Em0023g944a
XP_004993334.1	Em0006g1556a
XP_004993342.1	Em0013g297a
XP_004993345.1	Em0022g292a
XP_004993346.1	Em0017g358a
XP_004993352.1	Em0011g787a
XP_004993353.1	Em0018g224a
XP_004993354.1	Em0014g773a
XP_004993357.1	Em0023g747a
XP_004993358.1	Em0019g721a
XP_004993359.1	Em0016g904a
XP_004993365.1	Em0018g32a
XP_004993366.1	Em0011g872a
XP_004993369.1	Em0002g501a
XP_004993371.1	Em0019g199a
XP_004993374.1	Em0017g566a
XP_004993376.1	Em0017g23a
XP_004993377.1	Em0011g634a
XP_004993379.1	Em0017g495a
XP_004993380.1	Em0023g244a
XP_004993381.1	Em0004g979a
XP_004993388.1	Em0001g1627a
XP_004993389.1	Em0008g1121a
XP_004993390.1	Em0008g373a
XP_004993393.1	Em0019g749a
XP_004993397.1	Em0015g1177a
XP_004993403.1	Em0007g22a
XP_004993404.1	Em0021g808a
XP_004993413.1	Em0021g256a
XP_004993414.1	Em0005g1337a
XP_004993416.1	Em0019g699a
XP_004993419.1	Em0015g691a
XP_004993427.1	Em0009g806a
XP_004993430.1	Em0003g1480a
XP_004993435.1	Em0011g673a
XP_004993436.1	Em0005g85a
XP_004993437.1	Em0016g281a
XP_004993438.1	Em0001g3727a
XP_004993444.1	Em0007g1006a
XP_004993446.1	Em0012g720a
XP_004993450.1	Em0013g706a
XP_004993451.1	Em0020g275a
XP_004993452.1	Em0013g1036a
XP_004993459.1	Em0002g1697a
XP_004993463.1	Em0023g707a
XP_004993467.1	Em0004g791a
XP_004993470.1	Em0698g3a
XP_004993471.1	Em0016g363a
XP_004993477.1	Em0004g46a
XP_004993485.1	Em0016g894a
XP_004993487.1	Em0013g94a
XP_004993491.1	Em0014g133a
XP_004993494.1	Em0621g4a
XP_004993500.1	Em0003g1560a
XP_004993504.1	Em0024g142a
XP_004993509.1	Em0014g626a
XP_004993516.1	Em0005g1543a
XP_004993517.1	Em0016g349a
XP_004993519.1	Em0013g92a
XP_004993520.1	Em0004g382a
XP_004993521.1	Em0016g557a
XP_004993522.1	Em0019g282a
XP_004993523.1	Em0009g106a
XP_004993525.1	Em0011g122a
XP_004993529.1	Em0011g157a
XP_004993532.1	Em0023g812a
XP_004993534.1	Em0003g710a
XP_004993536.1	Em0022g716a
XP_004993544.1	Em0021g985a
XP_004993554.1	Em0022g172a
XP_004993559.1	Em0013g26a
XP_004993560.1	Em0024g308a
XP_004993564.1	Em0006g861a
XP_004993567.1	Em0023g116a
XP_004993568.1	Em0004g1560a
XP_004993570.1	Em0020g315a
XP_004993571.1	Em0007g938a
XP_004993573.1	Em0005g89a
XP_004993581.1	Em0013g1120a
XP_004993586.1	Em0016g419a
XP_004993588.1	Em0009g1239a
XP_004993589.1	Em0028g13a
XP_004993590.1	Em0001g879a
XP_004993595.1	Em0013g128a
XP_004993596.1	Em0440g4a
XP_004993599.1	Em0021g137a
XP_004993601.1	Em0020g864a
XP_004993610.1	Em0001g834a
XP_004993611.1	Em0114g16a
XP_004993612.1	Em0022g442a
XP_004993614.1	Em0023g382a
XP_004993616.1	Em0007g312a
XP_004993617.1	Em0009g812a
XP_004993619.1	Em0012g969a
XP_004993629.1	Em0013g1043a
XP_004993635.1	Em0018g102a
XP_004993636.1	Em0023g472a
XP_004993637.1	Em0004g1369a
XP_004993644.1	Em0019g848a
XP_004993645.1	Em0018g188a
XP_004993649.1	Em0001g1007a
XP_004993662.1	Em0022g229a
XP_004993664.1	Em0016g947a
XP_004993671.1	Em0008g708a
XP_004993673.1	Em0648g8a
XP_004993674.1	Em0007g284a
XP_004993675.1	Em0192g11a
XP_004993676.1	Em0023g764a
XP_004993677.1	Em0020g798a
XP_004993679.1	Em0009g48a
XP_004993681.1	Em0013g696a
XP_004993687.1	Em0019g118a
XP_004993690.1	Em0016g946a
XP_004993691.1	Em0009g1308a
XP_004993697.1	Em0023g835a
XP_004993698.1	Em0018g295a
XP_004993713.1	Em0018g997a
XP_004993714.1	Em0003g484a
XP_004993721.1	Em0571g3a
XP_004993725.1	Em0023g566a
XP_004993726.1	Em0005g212a
XP_004993727.1	Em0018g1082a
XP_004993728.1	Em0008g1221a
XP_004993729.1	Em0001g582a
XP_004993730.1	Em0009g524a
XP_004993732.1	Em0008g394a
XP_004993733.1	Em0019g872a
XP_004993737.1	Em0011g793a
XP_004993745.1	Em0022g550a
XP_004993746.1	Em0006g631a
XP_004993747.1	Em0005g802a
XP_004993753.1	Em0006g957a
XP_004993755.1	Em0022g350a
XP_004993760.1	Em0005g1662a
XP_004993761.1	Em0021g878a
XP_004993762.1	Em0013g276a
XP_004993763.1	Em0009g188a
XP_004993772.1	Em0010g723a
XP_004993774.1	Em0151g8a
XP_004993775.1	Em0002g1803a
XP_004993780.1	Em0008g42a
XP_004993788.1	Em0019g351a
XP_004993791.1	Em0019g194a
XP_004993793.1	Em0011g325a
XP_004993795.1	Em0017g710a
XP_004993801.1	Em0019g919a
XP_004993804.1	Em0006g1035a
XP_004993806.1	Em0006g590a
XP_004993810.1	Em0016g423a
XP_004993811.1	Em0008g1115a
XP_004993813.1	Em0013g271a
XP_004993816.1	Em0001g154a
XP_004993819.1	Em0003g1302a
XP_004993820.1	Em0020g127a
XP_004993821.1	Em0016g348a
XP_004993825.1	Em0002g1870a
XP_004993833.1	Em0759g1a
XP_004993836.1	Em0020g753a
XP_004993839.1	Em0019g241a
XP_004993845.1	Em0003g844a
XP_004993850.1	Em0021g364a
XP_004993851.1	Em0019g834a
XP_004993852.1	Em0022g175a
XP_004993854.1	Em0019g121a
XP_004993857.1	Em0020g689a
XP_004993859.1	Em0023g949a
XP_004993860.1	Em0447g8a
XP_004993861.1	Em0021g951a
XP_004993865.1	Em0022g349a
XP_004993867.1	Em0016g1003a
XP_004993877.1	Em0016g245a
XP_004993891.1	Em0018g683a
XP_004993897.1	Em0017g218a
XP_004993901.1	Em0215g3a
XP_004993916.1	Em0020g362a
XP_004993918.1	Em0001g2658a
XP_004993919.1	Em0009g1024a
XP_004993920.1	Em0022g562a
XP_004993926.1	Em0011g415a
XP_004993930.1	Em0015g46a
XP_004993931.1	Em0008g422a
XP_004993940.1	Em0022g307a
XP_004993941.1	Em0018g1002a
XP_004993945.1	Em0018g184a
XP_004993946.1	Em0020g997a
XP_004993947.1	Em0015g48a
XP_004993950.1	Em0016g924a
XP_004993953.1	Em0022g551a
XP_004993954.1	Em0011g61a
XP_004993955.1	Em0003g792a
XP_004993958.1	Em0008g483a
XP_004993969.1	Em0012g808a
XP_004993976.1	Em0018g1102a
XP_004993982.1	Em0022g502a
XP_004993984.1	Em0006g1559a
XP_004993985.1	Em0020g552a
XP_004993989.1	Em0028g39a
XP_004993991.1	Em0005g72a
XP_004994001.1	Em0017g127a
XP_004994003.1	Em0001g3766a
XP_004994004.1	Em0020g116a
XP_004994008.1	Em0016g1134a
XP_004994009.1	Em0021g372a
XP_004994010.1	Em0003g1297a
XP_004994011.1	Em0019g309a
XP_004994015.1	Em0016g549a
XP_004994021.1	Em0022g243a
XP_004994022.1	Em0014g831a
XP_004994024.1	Em0023g482a
XP_004994026.1	Em0017g776a
XP_004994030.1	Em0018g861a
XP_004994033.1	Em0019g1206a
XP_004994034.1	Em0019g316a
XP_004994037.1	Em0022g342a
XP_004994039.1	Em0011g417a
XP_004994051.1	Em0011g794a
XP_004994052.1	Em0022g328a
XP_004994054.1	Em0017g520a
XP_004994055.1	Em0099g7a
XP_004994057.1	Em0020g916a
XP_004994058.1	Em0022g691a
XP_004994059.1	Em0014g577a
XP_004994061.1	Em0015g785a
XP_004994065.1	Em0009g994a
XP_004994069.1	Em0020g840a
XP_004994072.1	Em0021g341a
XP_004994075.1	Em0022g608a
XP_004994077.1	Em0023g595a
XP_004994078.1	Em0009g601a
XP_004994079.1	Em0023g413a
XP_004994083.1	Em0019g623a
XP_004994084.1	Em0016g105a
XP_004994090.1	Em0011g49a
XP_004994092.1	Em0016g292a
XP_004994095.1	Em0023g294a
XP_004994096.1	Em0023g562a
XP_004994097.1	Em0099g16a
XP_004994098.1	Em0021g989a
XP_004994099.1	Em0023g359a
XP_004994100.1	Em0020g661a
XP_004994101.1	Em0021g276a
XP_004994102.1	Em0927g2a
XP_004994103.1	Em0021g876a
XP_004994104.1	Em0020g500a
XP_004994110.1	Em0001g1705a
XP_004994111.1	Em0023g383a
XP_004994114.1	Em0019g168a
XP_004994116.1	Em0015g1241a
XP_004994117.1	Em0022g219a
XP_004994118.1	Em0011g806a
XP_004994120.1	Em0015g1058a
XP_004994122.1	Em0017g936a
XP_004994135.1	Em0023g703a
XP_004994140.1	Em0016g284a
XP_004994143.1	Em0010g896a
XP_004994149.1	Em0011g1056a
XP_004994153.1	Em0019g718a
XP_004994155.1	Em0019g1208a
XP_004994157.1	Em0011g243a
XP_004994159.1	Em0018g980a
XP_004994160.1	Em0009g1068a
XP_004994163.1	Em0021g936a
XP_004994165.1	Em0012g422a
XP_004994166.1	Em0013g321a
XP_004994167.1	Em0022g361a
XP_004994170.1	Em0011g790a
XP_004994173.1	Em0023g404a
XP_004994181.1	Em0017g199a
XP_004994184.1	Em0013g15a
XP_004994188.1	Em0001g1087a
XP_004994189.1	Em0023g321a
XP_004994190.1	Em0014g684a
XP_004994191.1	Em0015g693a
XP_004994193.1	Em0018g998a
XP_004994195.1	Em0005g1062a
XP_004994198.1	Em0236g4a
XP_004994200.1	Em0008g1060a
XP_004994202.1	Em0023g598a
XP_004994208.1	Em0019g807a
XP_004994213.1	Em0012g993a
XP_004994214.1	Em0011g810a
XP_004994217.1	Em0008g1271a
XP_004994218.1	Em0016g666a
XP_004994221.1	Em0011g785a
XP_004994227.1	Em0005g1540a
XP_004994229.1	Em0010g634a
XP_004994231.1	Em0023g295a
XP_004994232.1	Em0005g139a
XP_004994248.1	Em0008g671a
XP_004994249.1	Em0008g1192a
XP_004994251.1	Em0001g235a
XP_004994253.1	Em0001g1297a
XP_004994254.1	Em0020g189a
XP_004994256.1	Em0022g317a
XP_004994260.1	Em0003g486a
XP_004994264.1	Em0009g1135a
XP_004994269.1	Em0022g816a
XP_004994277.1	Em0023g753a
XP_004994281.1	Em0007g250a
XP_004994282.1	Em0023g445a
XP_004994286.1	Em0022g296a
XP_004994289.1	Em0005g1501a
XP_004994290.1	Em0019g693a
XP_004994292.1	Em0012g1047a
XP_004994295.1	Em0002g1891a
XP_004994297.1	Em0011g786a
XP_004994298.1	Em0005g1310a
XP_004994299.1	Em0023g468a
XP_004994301.1	Em0023g596a
XP_004994303.1	Em0847g1a
XP_004994304.1	Em0023g717a
XP_004994308.1	Em0013g318a
XP_004994310.1	Em0019g210a
XP_004994312.1	Em0003g722a
XP_004994316.1	Em0022g231a
XP_004994319.1	Em0019g1064a
XP_004994324.1	Em0012g1064a
XP_004994334.1	Em0011g645a
XP_004994335.1	Em0029g45a
XP_004994340.1	Em0013g918a
XP_004994342.1	Em0009g401a
XP_004994343.1	Em0008g350a
XP_004994347.1	Em0023g760a
XP_004994355.1	Em0008g1033a
XP_004994356.1	Em0099g4a
XP_004994357.1	Em0003g1226a
XP_004994360.1	Em0009g402a
XP_004994363.1	Em0008g287a
XP_004994364.1	Em0011g518a
XP_004994371.1	Em0012g1092a
XP_004994376.1	Em0021g129a
XP_004994378.1	Em0009g44a
XP_004994381.1	Em0005g1666a
XP_004994382.1	Em0009g1224a
XP_004994385.1	Em0013g851a
XP_004994388.1	Em0324g5a
XP_004994389.1	Em0001g833a
XP_004994397.1	Em0020g1068a
XP_004994398.1	Em0011g579a
XP_004994399.1	Em0014g610a
XP_004994401.1	Em0018g686a
XP_004994402.1	Em0023g565a
XP_004994403.1	Em0005g1605a
XP_004994404.1	Em0022g339a
XP_004994406.1	Em0011g541a
XP_004994407.1	Em0007g266a
XP_004994410.1	Em0011g150a
XP_004994415.1	Em0021g495a
XP_004994419.1	Em0007g577a
XP_004994420.1	Em0005g1216a
XP_004994423.1	Em0019g695a
XP_004994424.1	Em0015g977a
XP_004994425.1	Em0013g1125a
XP_004994426.1	Em0003g1038a
XP_004994428.1	Em0011g850a
XP_004994431.1	Em0011g1194a
XP_004994432.1	Em0022g33a
XP_004994437.1	Em0015g510a
XP_004994444.1	Em0023g806a
XP_004994446.1	Em0021g306a
XP_004994447.1	Em0015g64a
XP_004994449.1	Em0016g1188a
XP_004994450.1	Em0018g511a
XP_004994459.1	Em0020g317a
XP_004994460.1	Em0001g1112a
XP_004994461.1	Em0001g262a
XP_004994463.1	Em0001g2763a
XP_004994465.1	Em0001g610a
XP_004994470.1	Em0001g1025a
XP_004994474.1	Em0009g989a
XP_004994475.1	Em0011g32a
XP_004994478.1	Em0001g715a
XP_004994481.1	Em0005g175a
XP_004994485.1	Em0018g920a
XP_004994487.1	Em0001g263a
XP_004994490.1	Em0015g130a
XP_004994493.1	Em0023g12a
XP_004994494.1	Em0019g688a
XP_004994495.1	Em0001g237a
XP_004994496.1	Em0005g1654a
XP_004994499.1	Em0001g467a
XP_004994501.1	Em0014g833a
XP_004994504.1	Em0020g594a
XP_004994505.1	Em0001g413a
XP_004994507.1	Em0018g1045a
XP_004994509.1	Em0018g1069a
XP_004994510.1	Em0019g599a
XP_004994514.1	Em0015g804a
XP_004994518.1	Em0015g1190a
XP_004994519.1	Em0010g814a
XP_004994520.1	Em0005g197a
XP_004994522.1	Em0019g567a
XP_004994528.1	Em0011g823a
XP_004994529.1	Em0016g119a
XP_004994530.1	Em0005g800a
XP_004994531.1	Em0009g600a
XP_004994534.1	Em0017g563a
XP_004994536.1	Em0019g804a
XP_004994543.1	Em0018g566a
XP_004994546.1	Em0005g1198a
XP_004994548.1	Em0015g692a
XP_004994551.1	Em0004g145a
XP_004994552.1	Em0016g1048a
XP_004994553.1	Em0001g331a
XP_004994554.1	Em0151g4a
XP_004994555.1	Em0009g1127a
XP_004994558.1	Em0023g435a
XP_004994561.1	Em0022g283a
XP_004994564.1	Em0010g516a
XP_004994565.1	Em0023g433a
XP_004994566.1	Em0016g586a
XP_004994571.1	Em0020g92a
XP_004994578.1	Em0003g178a
XP_004994583.1	Em0009g526a
XP_004994584.1	Em0010g454a
XP_004994585.1	Em0009g1200a
XP_004994588.1	Em0058g8a
XP_004994591.1	Em0024g52a
XP_004994606.1	Em0011g827a
XP_004994608.1	Em0009g620a
XP_004994618.1	Em0001g906a
XP_004994619.1	Em0009g1218a
XP_004994628.1	Em0009g646a
XP_004994629.1	Em0001g749a
XP_004994630.1	Em0009g1023a
XP_004994632.1	Em0021g688a
XP_004994636.1	Em0011g749a
XP_004994642.1	Em0021g924a
XP_004994646.1	Em0023g728a
XP_004994647.1	Em0015g90a
XP_004994648.1	Em0009g1154a
XP_004994649.1	Em0019g757a
XP_004994653.1	Em0009g969a
XP_004994655.1	Em0023g127a
XP_004994658.1	Em0023g370a
XP_004994660.1	Em0015g553a
XP_004994672.1	Em0021g251a
XP_004994675.1	Em0001g404a
XP_004994676.1	Em0009g1259a
XP_004994677.1	Em0068g6a
XP_004994678.1	Em0009g1314a
XP_004994680.1	Em0006g1037a
XP_004994681.1	Em0013g166a
XP_004994682.1	Em0015g802a
XP_004994683.1	Em0016g1045a
XP_004994696.1	Em0005g22a
XP_004994699.1	Em0028g10a
XP_004994700.1	Em0007g1001a
XP_004994703.1	Em0022g731a
XP_004994705.1	Em0019g1006a
XP_004994706.1	Em0674g10a
XP_004994707.1	Em0008g1027a
XP_004994710.1	Em0015g65a
XP_004994713.1	Em0009g1275a
XP_004994716.1	Em0009g1060a
XP_004994719.1	Em0002g1892a
XP_004994722.1	Em0012g1052a
XP_004994723.1	Em0001g1115a
XP_004994725.1	Em0009g1269a
XP_004994727.1	Em0015g953a
XP_004994732.1	Em0016g762a
XP_004994733.1	Em0015g1159a
XP_004994734.1	Em0022g348a
XP_004994739.1	Em0011g792a
XP_004994742.1	Em0014g155a
XP_004994744.1	Em0009g789a
XP_004994746.1	Em0005g73a
XP_004994747.1	Em0022g867a
XP_004994751.1	Em0022g203a
XP_004994752.1	Em0021g667a
XP_004994758.1	Em0022g250a
XP_004994759.1	Em0015g1269a
XP_004994762.1	Em0011g224a
XP_004994763.1	Em0003g1651a
XP_004994767.1	Em0018g1128a
XP_004994770.1	Em0010g907a
XP_004994771.1	Em0012g708a
XP_004994774.1	Em0010g526a
XP_004994775.1	Em0009g1243a
XP_004994776.1	Em0013g250a
XP_004994796.1	Em0018g78a
XP_004994799.1	Em0009g1121a
XP_004994801.1	Em0023g86a
XP_004994802.1	Em0020g964a
XP_004994803.1	Em0007g680a
XP_004994807.1	Em0090g6a
XP_004994814.1	Em0021g891a
XP_004994815.1	Em0005g1268a
XP_004994816.1	g33017.t1
XP_004994817.1	Em0019g264a
XP_004994819.1	Em0023g694a
XP_004994820.1	Em0018g483a
XP_004994821.1	Em0001g1714a
XP_004994822.1	Em0008g1016a
XP_004994823.1	Em0021g938a
XP_004994824.1	Em0010g945a
XP_004994825.1	Em0010g927a
XP_004994829.1	Em0004g1578a
XP_004994832.1	Em0015g173a
XP_004994835.1	Em0021g679a
XP_004994837.1	Em0001g3822a
XP_004994839.1	Em0015g442a
XP_004994843.1	Em0018g342a
XP_004994844.1	Em0004g68a
XP_004994846.1	Em0009g1213a
XP_004994848.1	Em0011g511a
XP_004994849.1	Em0014g770a
XP_004994850.1	Em0010g876a
XP_004994854.1	Em0009g936a
XP_004994857.1	Em0022g554a
XP_004994860.1	Em0019g1060a
XP_004994861.1	Em0020g972a
XP_004994862.1	Em0008g975a
XP_004994863.1	Em0012g770a
XP_004994864.1	Em0005g1323a
XP_004994869.1	Em0018g183a
XP_004994875.1	Em0598g2a
XP_004994877.1	Em0010g875a
XP_004994882.1	Em0016g649a
XP_004994886.1	Em0017g906a
XP_004994887.1	Em0007g527a
XP_004994891.1	Em0003g1090a
XP_004994892.1	Em0024g86a
XP_004994893.1	Em0023g115a
XP_004994896.1	Em0010g862a
XP_004994897.1	Em0008g1063a
XP_004994898.1	Em0018g165a
XP_004994904.1	Em0019g97a
XP_004994915.1	Em0020g316a
XP_004994917.1	Em0010g873a
XP_004994920.1	Em0006g1429a
XP_004994925.1	Em0020g842a
XP_004994929.1	Em0021g270a
XP_004994935.1	Em0005g1592a
XP_004994937.1	Em0020g965a
XP_004994939.1	Em0714g7a
XP_004994940.1	Em0023g520a
XP_004994941.1	Em0014g777a
XP_004994942.1	Em0007g981a
XP_004994949.1	Em0020g889a
XP_004994950.1	Em0015g462a
XP_004994957.1	Em0020g545a
XP_004994960.1	Em0019g348a
XP_004994967.1	Em0005g1658a
XP_004994968.1	Em0569g1a
XP_004994972.1	Em0013g252a
XP_004994975.1	Em0002g758a
XP_004994976.1	Em0020g1051a
XP_004994977.1	Em0020g883a
XP_004994978.1	Em0020g950a
XP_004994980.1	Em0007g369a
XP_004994981.1	Em0021g70a
XP_004994982.1	Em0020g484a
XP_004994984.1	Em0018g1215a
XP_004994988.1	Em0020g931a
XP_004994993.1	Em0020g780a
XP_004994998.1	Em0005g1213a
XP_004994999.1	Em0004g77a
XP_004995000.1	Em0015g1196a
XP_004995002.1	Em0021g248a
XP_004995003.1	Em0020g1065a
XP_004995004.1	Em0018g303a
XP_004995006.1	Em0007g1505a
XP_004995012.1	Em0016g179a
XP_004995013.1	Em0009g1142a
XP_004995019.1	Em0013g138a
XP_004995020.1	Em0001g2657a
XP_004995021.1	Em0018g159a
XP_004995022.1	Em0002g26a
XP_004995023.1	Em0020g643a
XP_004995025.1	Em0020g336a
XP_004995026.1	Em0013g165a
XP_004995027.1	Em0023g533a
XP_004995032.1	Em0001g928a
XP_004995033.1	Em0020g1050a
XP_004995040.1	Em0020g666a
XP_004995044.1	Em0011g495a
XP_004995048.1	Em0020g886a
XP_004995049.1	Em0015g1265a
XP_004995052.1	Em0004g83a
XP_004995055.1	Em0022g372a
XP_004995059.1	Em0020g599a
XP_004995061.1	Em0009g794a
XP_004995063.1	Em0020g970a
XP_004995064.1	Em0016g547a
XP_004995066.1	Em0020g1010a
XP_004995067.1	Em0047g7a
XP_004995069.1	Em0017g648a
XP_004995073.1	Em0020g1030a
XP_004995074.1	Em0013g330a
XP_004995075.1	Em0008g971a
XP_004995078.1	Em0162g4a
XP_004995080.1	Em0003g45a
XP_004995081.1	Em0023g938a
XP_004995082.1	Em0013g230a
XP_004995083.1	Em0015g466a
XP_004995086.1	Em0018g5a
XP_004995095.1	Em0008g1009a
XP_004995096.1	Em0017g585a
XP_004995100.1	Em0014g830a
XP_004995105.1	Em0015g1266a
XP_004995106.1	Em1018g1a
XP_004995107.1	Em0021g304a
XP_004995108.1	Em0023g696a
XP_004995109.1	Em0019g244a
XP_004995112.1	Em0272g1a
XP_004995114.1	Em0023g385a
XP_004995116.1	Em0001g1144a
XP_004995121.1	Em0015g31a
XP_004995124.1	Em0010g179a
XP_004995127.1	Em0010g931a
XP_004995129.1	Em0014g38a
XP_004995131.1	Em0013g839a
XP_004995132.1	Em0007g850a
XP_004995135.1	Em0022g925a
XP_004995143.1	Em0023g916a
XP_004995146.1	Em0001g234a
XP_004995160.1	Em0004g101a
XP_004995161.1	Em0004g136a
XP_004995162.1	Em0001g1133a
XP_004995165.1	Em0018g151a
XP_004995166.1	Em0022g819a
XP_004995167.1	Em0018g35a
XP_004995168.1	Em0019g647a
XP_004995174.1	Em0004g149a
XP_004995181.1	Em0006g1000a
XP_004995182.1	Em0006g1171a
XP_004995183.1	Em0021g645a
XP_004995184.1	Em0020g238a
XP_004995192.1	Em0028g45a
XP_004995193.1	Em0011g40a
XP_004995199.1	Em0005g262a
XP_004995200.1	Em0006g747a
XP_004995203.1	Em0018g685a
XP_004995209.1	Em0023g61a
XP_004995210.1	Em0003g62a
XP_004995211.1	Em0004g1629a
XP_004995218.1	Em0021g879a
XP_004995220.1	Em0021g81a
XP_004995225.1	Em0003g1273a
XP_004995232.1	Em0003g41a
XP_004995253.1	Em0021g265a
XP_004995254.1	Em0263g11a
XP_004995255.1	Em0021g858a
XP_004995260.1	Em0020g971a
XP_004995265.1	Em0021g260a
XP_004995272.1	Em0016g271a
XP_004995273.1	Em0005g1379a
XP_004995276.1	Em0019g358a
XP_004995278.1	Em0011g835a
XP_004995280.1	Em0015g1116a
XP_004995285.1	Em0020g789a
XP_004995288.1	Em0013g144a
XP_004995296.1	Em0019g1056a
XP_004995305.1	Em0011g74a
XP_004995313.1	Em0002g145a
XP_004995314.1	Em0013g294a
XP_004995319.1	Em0011g64a
XP_004995329.1	Em0021g687a
XP_004995335.1	Em0016g162a
XP_004995338.1	Em0020g1028a
XP_004995342.1	Em0019g1001a
XP_004995343.1	Em0021g379a
XP_004995346.1	Em0014g439a
XP_004995354.1	Em0001g3441a
XP_004995356.1	Em0016g113a
XP_004995360.1	Em0019g762a
XP_004995361.1	Em0014g718a
XP_004995363.1	Em0022g719a
XP_004995364.1	Em0020g942a
XP_004995365.1	Em0018g93a
XP_004995366.1	Em0008g507a
XP_004995369.1	Em0020g465a
XP_004995372.1	Em0617g3a
XP_004995376.1	Em0020g690a
XP_004995378.1	Em0021g91a
XP_004995382.1	Em0006g936a
XP_004995384.1	Em0018g1108a
XP_004995385.1	Em0005g952a
XP_004995387.1	Em0018g1115a
XP_004995391.1	Em0002g1441a
XP_004995392.1	Em0011g1028a
XP_004995394.1	Em0020g799a
XP_004995399.1	Em0010g852a
XP_004995400.1	Em0020g873a
XP_004995402.1	Em0020g185a
XP_004995405.1	Em0012g1085a
XP_004995410.1	Em0020g871a
XP_004995418.1	Em0015g1010a
XP_004995422.1	Em0020g818a
XP_004995423.1	Em0023g611a
XP_004995425.1	Em0016g1070a
XP_004995429.1	Em0020g872a
XP_004995431.1	Em0004g1396a
XP_004995435.1	Em0020g167a
XP_004995438.1	Em0009g1223a
XP_004995439.1	Em0015g224a
XP_004995440.1	Em0168g3a
XP_004995441.1	Em0023g750a
XP_004995443.1	Em0023g426a
XP_004995445.1	Em0019g704a
XP_004995453.1	Em0018g814a
XP_004995457.1	Em0020g124a
XP_004995460.1	Em0021g219a
XP_004995462.1	Em0018g36a
XP_004995465.1	Em0020g749a
XP_004995468.1	Em0018g343a
XP_004995469.1	Em0013g770a
XP_004995471.1	Em0018g1176a
XP_004995477.1	Em0009g1306a
XP_004995480.1	Em0003g1202a
XP_004995481.1	Em0017g160a
XP_004995485.1	Em0020g230a
XP_004995486.1	Em0020g120a
XP_004995488.1	Em0013g1008a
XP_004995491.1	Em0011g95a
XP_004995495.1	Em0018g1017a
XP_004995496.1	Em0017g34a
XP_004995500.1	Em0012g898a
XP_004995503.1	Em0016g41a
XP_004995507.1	Em0041g17a
XP_004995516.1	Em0005g667a
XP_004995522.1	Em0001g3564a
XP_004995526.1	Em0008g572a
XP_004995534.1	Em0012g793a
XP_004995543.1	Em0004g238a
XP_004995546.1	Em0012g1063a
XP_004995549.1	Em0016g355a
XP_004995550.1	Em0005g1210a
XP_004995554.1	Em0004g148a
XP_004995555.1	Em0011g522a
XP_004995556.1	Em0017g949a
XP_004995558.1	Em0021g305a
XP_004995562.1	Em0020g88a
XP_004995563.1	Em0018g1196a
XP_004995567.1	Em0009g129a
XP_004995570.1	Em0023g72a
XP_004995571.1	Em0016g1049a
XP_004995579.1	Em0005g1446a
XP_004995581.1	Em0019g632a
XP_004995583.1	Em0011g871a
XP_004995585.1	Em0013g889a
XP_004995586.1	Em0018g1051a
XP_004995588.1	Em0001g1104a
XP_004995589.1	Em0014g79a
XP_004995593.1	Em0005g1281a
XP_004995603.1	Em0020g870a
XP_004995604.1	Em0013g550a
