Em0001g1007a	Hcv1.av93.c8.g835.i1
Em0009g1024a	Hcv1.av93.c8.g261.i1
Em0009g1026a	Hcv1.av93.c5.g684.i1
Em0009g1027a	Hcv1.av93.c5.g842.i1
Em0009g1028a	Hcv1.av93.c11.g962.i1
Em0009g1031a	Hcv1.av93.c1.g78.i1
Em0009g1032a	Hcv1.av93.c5.g546.i1
Em0009g1034a	Hcv1.av93.c5.g1063.i1
Em0009g1046a	Hcv1.av93.c11.g63.i1
Em0009g1048a	Hcv1.av93.c5.g735.i4
Em0009g105a	Hcv1.av93.c2.g1592.i2
Em0009g1060a	Hcv1.av93.c1.g401.i1
Em0009g1061a	Hcv1.av93.c5.g835.i3
Em0009g1062a	Hcv1.av93.c5.g597.i1
Em0009g1063a	Hcv1.av93.c1.g740.i1
Em0009g1064a	Hcv1.av93.c11.g247.i1
Em0009g1065a	Hcv1.av93.c3.g226.i1
Em0009g1066a	Hcv1.av93.c5.g61.i1
Em0009g1068a	Hcv1.av93.c2.g196.i1
Em0009g1069a	Hcv1.av93.c10.g372.i1
Em0009g106a	Hcv1.av93.c1.g785.i1
Em0009g1073a	Hcv1.av93.c5.g996.i1
Em0009g1074a	Hcv1.av93.c3.g574.i1
Em0009g1076a	Hcv1.av93.c10.g330.i1
Em0009g1090a	Hcv1.av93.c4.g516.i1
Em0009g1092a	Hcv1.av93.c5.g956.i1
Em0009g1093a	Hcv1.av93.c11.g541.i1
Em0009g1095a	Hcv1.av93.c5.g1044.i2
Em0009g110a	Hcv1.av93.c7.g556.i1
Em0009g1111a	Hcv1.av93.c11.g986.i1
Em0009g1113a	Hcv1.av93.c13.g640.i1
Em0009g1118a	Hcv1.av93.c10.g14.i1
Em0009g1121a	Hcv1.av93.c5.g132.i1
Em0009g1122a	Hcv1.av93.c5.g1275.i1
Em0009g1123a	Hcv1.av93.c5.g85.i1
Em0009g1124a	Hcv1.av93.c5.g1050.i1
Em0009g1125a	Hcv1.av93.c13.g525.i1
Em0009g1126a	Hcv1.av93.c5.g1058.i1
Em0009g1127a	Hcv1.av93.c1.g1582.i1
Em0009g1128a	Hcv1.av93.c7.g37.i1
Em0009g1129a	Hcv1.av93.c5.g1324.i1
Em0009g1131a	Hcv1.av93.c5.g97.i1
Em0009g1135a	Hcv1.av93.c4.g833.i1
Em0009g1143a	Hcv1.av93.c8.g676.i1
Em0009g1144a	Hcv1.av93.c5.g1047.i1
Em0009g1150a	Hcv1.av93.c1.g1544.i1
Em0009g1152a	Hcv1.av93.c5.g312.i1
Em0009g1154a	Hcv1.av93.c2.g950.i1
Em0009g1155a	Hcv1.av93.c11.g944.i1
Em0009g1156a	Hcv1.av93.c4.g668.i1
Em0009g1158a	Hcv1.av93.c5.g198.i1
Em0009g1163a	Hcv1.av93.c9.g789.i1
Em0009g1165a	Hcv1.av93.c5.g929.i1
Em0009g1166a	Hcv1.av93.c5.g971.i2
Em0009g1170a	Hcv1.av93.c5.g560.i1
Em0009g1171a	Hcv1.av93.c12.g315.i1
Em0009g1173a	Hcv1.av93.c5.g377.i1
Em0009g1174a	Hcv1.av93.c12.g161.i2
Em0009g1175a	Hcv1.av93.c1.g517.i1
Em0009g1177a	Hcv1.av93.c4.g786.i2
Em0009g117a	Hcv1.av93.c5.g1353.i1
Em0009g1186a	Hcv1.av93.c11.g778.i1
Em0009g1188a	Hcv1.av93.c5.g615.i1
Em0009g1190a	Hcv1.av93.c3.g358.i1
Em0009g1191a	Hcv1.av93.c2.g623.i1
Em0009g1195a	Hcv1.av93.c13.g266.i1
Em0009g1196a	Hcv1.av93.c9.g766.i1
Em0009g1199a	Hcv1.av93.c5.g135.i1
Em0009g1200a	Hcv1.av93.c5.g969.i2
Em0009g1215a	Hcv1.av93.c3.g254.i1
Em0009g1218a	Hcv1.av93.c1.g746.i1
Em0009g1219a	Hcv1.av93.c9.g822.i1
Em0009g121a	Hcv1.av93.c11.g289.i2
Em0009g1223a	Hcv1.av93.c2.g493.i1
Em0009g1224a	Hcv1.av93.c11.g776.i1
Em0009g1226a	Hcv1.av93.c2.g1616.i1
Em0009g1231a	Hcv1.av93.c9.g292.i1
Em0009g1233a	Hcv1.av93.c5.g1220.i1
Em0009g1236a	Hcv1.av93.c5.g779.i1
Em0009g1238a	Hcv1.av93.c3.g77.i1
Em0009g1239a	Hcv1.av93.c6.g1045.i1
Em0009g1240a	Hcv1.av93.c2.g1194.i1
Em0009g1242a	Hcv1.av93.c2.g1245.i1
Em0009g1243a	Hcv1.av93.c3.g603.i1
Em0009g1258a	Hcv1.av93.c2.g1181.i1
Em0009g1259a	Hcv1.av93.c11.g273.i1
Em0009g1267a	Hcv1.av93.c5.g663.i1
Em0009g1269a	Hcv1.av93.c3.g1008.i1
Em0009g1270a	Hcv1.av93.c5.g479.i1
Em0009g1275a	Hcv1.av93.c5.g804.i1
Em0009g1278a	Hcv1.av93.c6.g1063.i1
Em0009g1280a	Hcv1.av93.c5.g704.i1
Em0009g1281a	Hcv1.av93.c5.g845.i1
Em0009g1284a	Hcv1.av93.c2.g219.i1
Em0009g1285a	Hcv1.av93.c7.g788.i1
Em0009g1297a	Hcv1.av93.c2.g930.i1
Em0009g1298a	Hcv1.av93.c1.g897.i1
Em0009g1304a	Hcv1.av93.c5.g908.i1
Em0009g1306a	Hcv1.av93.c7.g388.i1
Em0009g1307a	Hcv1.av93.c5.g450.i1
Em0009g1309a	Hcv1.av93.c5.g478.i1
Em0009g1312a	Hcv1.av93.c6.g287.i1
Em0009g151a	Hcv1.av93.c4.g67.i5
Em0009g156a	Hcv1.av93.c2.g1276.i1
Em0009g184a	Hcv1.av93.c2.g201.i2
Em0009g187a	Hcv1.av93.c1.g97.i1
Em0009g188a	Hcv1.av93.c6.g726.i1
Em0009g261a	Hcv1.av93.c2.g658.i1
Em0009g278a	Hcv1.av93.c5.g30.i1
Em0009g279a	Hcv1.av93.c5.g1051.i1
Em0009g298a	Hcv1.av93.c4.g430.i1
Em0009g32a	Hcv1.av93.c5.g990.i1
Em0009g34a	Hcv1.av93.c5.g635.i1
Em0009g35a	Hcv1.av93.c2.g262.i1
Em0009g37a	Hcv1.av93.c6.g766.i1
Em0009g38a	Hcv1.av93.c2.g774.i1
Em0009g39a	Hcv1.av93.c6.g916.i1
Em0009g400a	Hcv1.av93.c2.g1267.i1
Em0009g40a	Hcv1.av93.c2.g1470.i1
Em0009g419a	Hcv1.av93.c5.g819.i1
Em0009g41a	Hcv1.av93.c10.g332.i1
Em0009g429a	Hcv1.av93.c2.g1372.i1
Em0009g43a	Hcv1.av93.c5.g248.i1
Em0009g44a	Hcv1.av93.c2.g560.i1
Em0009g505a	Hcv1.av93.c4.g530.i1
Em0009g51a	Hcv1.av93.c2.g1261.i1
Em0009g523a	Hcv1.av93.c6.g941.i1
Em0009g526a	Hcv1.av93.c5.g694.i2
Em0009g530a	Hcv1.av93.c5.g887.i1
Em0009g53a	Hcv1.av93.c7.g303.i1
Em0009g549a	Hcv1.av93.c8.g470.i1
Em0009g54a	Hcv1.av93.c11.g737.i1
Em0009g56a	Hcv1.av93.c2.g116.i1
Em0009g591a	Hcv1.av93.c2.g257.i1
Em0009g592a	Hcv1.av93.c5.g866.i1
Em0009g593a	Hcv1.av93.c9.g261.i1
Em0009g600a	Hcv1.av93.c6.g337.i1
Em0009g601a	Hcv1.av93.c13.g313.i1
Em0009g605a	Hcv1.av93.c2.g391.i1
Em0009g606a	Hcv1.av93.c11.g127.i1
Em0009g607a	Hcv1.av93.c2.g1113.i2
Em0009g610a	Hcv1.av93.c2.g10.i1
Em0009g612a	Hcv1.av93.c9.g927.i1
Em0009g613a	Hcv1.av93.c4.g894.i1
Em0009g616a	Hcv1.av93.c7.g278.i1
Em0009g618a	Hcv1.av93.c5.g1362.i1
Em0009g619a	Hcv1.av93.c6.g332.i1
Em0009g620a	Hcv1.av93.c5.g12.i1
Em0009g627a	Hcv1.av93.c9.g225.i1
Em0009g643a	Hcv1.av93.c2.g590.i1
Em0009g646a	Hcv1.av93.c4.g214.i1
Em0009g678a	Hcv1.av93.c3.g1182.i1
Em0009g680a	Hcv1.av93.c9.g470.i1
Em0009g683a	Hcv1.av93.c9.g165.i1
Em0009g694a	Hcv1.av93.c3.g1153.i1
Em0009g69a	Hcv1.av93.c1.g113.i1
Em0009g701a	Hcv1.av93.c6.g666.i1
Em0009g735a	Hcv1.av93.c6.g315.i1
Em0009g759a	Hcv1.av93.c4.g455.i1
Em0009g789a	Hcv1.av93.c9.g785.i1
Em0009g806a	Hcv1.av93.c1.g224.i1
Em0009g812a	Hcv1.av93.c11.g380.i2
Em0009g823a	Hcv1.av93.c1.g1297.i1
Em0009g899a	Hcv1.av93.c13.g509.i1
Em0009g937a	Hcv1.av93.c5.g418.i1
Em0009g939a	Hcv1.av93.c9.g377.i1
Em0009g940a	Hcv1.av93.c5.g429.i1
Em0009g959a	Hcv1.av93.c1.g620.i1
Em0009g961a	Hcv1.av93.c2.g438.i1
Em0009g962a	Hcv1.av93.c5.g460.i1
Em0009g963a	Hcv1.av93.c7.g544.i1
Em0009g968a	Hcv1.av93.c5.g1090.i1
Em0009g969a	Hcv1.av93.c5.g1295.i1
Em0009g973a	Hcv1.av93.c5.g419.i1
Em0009g974a	Hcv1.av93.c2.g864.i1
Em0009g981a	Hcv1.av93.c7.g972.i1
Em0009g983a	Hcv1.av93.c5.g933.i1
Em0009g986a	Hcv1.av93.c8.g749.i1
Em0009g987a	Hcv1.av93.c6.g660.i1
Em0009g98a	Hcv1.av93.c3.g965.i1
Em0009g994a	Hcv1.av93.c5.g503.i1
Em0009g995a	Hcv1.av93.c1.g328.i1
Em0009g996a	Hcv1.av93.c5.g1013.i1
Em0009g998a	Hcv1.av93.c10.g42.i1
Em0009g99a	Hcv1.av93.c5.g462.i1
Em0010g1008a	Hcv1.av93.c2.g268.i1
Em0010g1010a	Hcv1.av93.c1.g1465.i1
Em0010g1012a	Hcv1.av93.c12.g93.i1
Em0010g1014a	Hcv1.av93.c1.g193.i1
Em0010g1016a	Hcv1.av93.c1.g159.i1
Em0010g1028a	Hcv1.av93.c3.g623.i1
Em0010g1029a	Hcv1.av93.c1.g1255.i1
Em0010g1034a	Hcv1.av93.c2.g817.i1
Em0010g1038a	Hcv1.av93.c3.g622.i1
Em0010g118a	Hcv1.av93.c2.g713.i1
Em0010g119a	Hcv1.av93.c2.g49.i2
Em0010g120a	Hcv1.av93.c2.g1221.i2
Em0010g122a	Hcv1.av93.c2.g1366.i1
Em0010g130a	Hcv1.av93.c2.g478.i2
Em0010g132a	Hcv1.av93.c6.g174.i1
Em0010g138a	Hcv1.av93.c7.g519.i1
Em0010g156a	Hcv1.av93.c2.g129.i1
Em0010g174a	Hcv1.av93.c3.g649.i1
Em0010g179a	Hcv1.av93.c2.g498.i1
Em0010g223a	Hcv1.av93.c8.g133.i2
Em0010g229a	Hcv1.av93.c5.g356.i1
Em0010g235a	Hcv1.av93.c2.g1340.i1
Em0010g250a	Hcv1.av93.c5.g233.i1
Em0010g255a	Hcv1.av93.c7.g1071.i1
Em0010g259a	Hcv1.av93.c1.g178.i1
Em0010g261a	Hcv1.av93.c5.g642.i1
Em0010g262a	Hcv1.av93.c2.g1401.i1
Em0010g318a	Hcv1.av93.c8.g437.i1
Em0010g357a	Hcv1.av93.c2.g559.i1
Em0010g402a	Hcv1.av93.c5.g534.i1
Em0010g408a	Hcv1.av93.c2.g778.i1
Em0010g425a	Hcv1.av93.c2.g412.i1
Em0010g42a	Hcv1.av93.c2.g999.i1
Em0010g432a	Hcv1.av93.c5.g15.i1
Em0010g447a	Hcv1.av93.c2.g1500.i1
Em0010g454a	Hcv1.av93.c6.g1071.i1
Em0010g455a	Hcv1.av93.c7.g835.i1
Em0010g516a	Hcv1.av93.c7.g153.i1
Em0010g527a	Hcv1.av93.c5.g769.i1
Em0010g54a	Hcv1.av93.c11.g189.i1
Em0010g62a	Hcv1.av93.c2.g1177.i2
Em0010g64a	Hcv1.av93.c6.g893.i1
Em0010g66a	Hcv1.av93.c3.g1006.i2
Em0010g67a	Hcv1.av93.c9.g220.i1
Em0010g688a	Hcv1.av93.c2.g1558.i1
Em0010g68a	Hcv1.av93.c3.g480.i1
Em0010g701a	Hcv1.av93.c8.g45.i1
Em0010g714a	Hcv1.av93.c2.g1135.i3
Em0010g716a	Hcv1.av93.c11.g537.i1
Em0010g719a	Hcv1.av93.c1.g1348.i5
Em0010g71a	Hcv1.av93.c5.g1228.i1
Em0010g721a	Hcv1.av93.c2.g421.i1
Em0010g723a	Hcv1.av93.c9.g365.i2
Em0010g727a	Hcv1.av93.c8.g383.i1
Em0010g72a	Hcv1.av93.c2.g576.i1
Em0010g737a	Hcv1.av93.c9.g183.i2
Em0010g73a	Hcv1.av93.c4.g553.i1
Em0010g751a	Hcv1.av93.c10.g293.i1
Em0010g752a	Hcv1.av93.c8.g203.i1
Em0010g75a	Hcv1.av93.c2.g203.i1
Em0010g765a	Hcv1.av93.c4.g242.i1
Em0010g766a	Hcv1.av93.c8.g806.i1
Em0010g775a	Hcv1.av93.c3.g577.i1
Em0010g786a	Hcv1.av93.c7.g985.i1
Em0010g799a	Hcv1.av93.c8.g444.i1
Em0010g800a	Hcv1.av93.c6.g156.i1
Em0010g802a	Hcv1.av93.c2.g1429.i1
Em0010g809a	Hcv1.av93.c3.g1294.i1
Em0010g814a	Hcv1.av93.c1.g1631.i2
Em0010g826a	Hcv1.av93.c5.g285.i1
Em0010g839a	Hcv1.av93.c5.g616.i1
Em0010g842a	Hcv1.av93.c2.g1119.i1
Em0010g844a	Hcv1.av93.c1.g1630.i1
Em0010g847a	Hcv1.av93.c2.g663.i1
Em0010g852a	Hcv1.av93.c2.g1463.i1
Em0010g858a	Hcv1.av93.c7.g424.i1
Em0010g859a	Hcv1.av93.c8.g375.i1
Em0010g862a	Hcv1.av93.c2.g126.i1
Em0010g864a	Hcv1.av93.c2.g1073.i1
Em0010g869a	Hcv1.av93.c13.g58.i1
Em0010g873a	Hcv1.av93.c2.g374.i1
Em0010g876a	Hcv1.av93.c6.g1193.i1
Em0010g877a	Hcv1.av93.c2.g697.i1
Em0010g878a	Hcv1.av93.c2.g308.i1
Em0010g884a	Hcv1.av93.c2.g1076.i3
Em0010g886a	Hcv1.av93.c2.g1392.i2
Em0010g892a	Hcv1.av93.c11.g128.i1
Em0010g894a	Hcv1.av93.c12.g6.i1
Em0010g895a	Hcv1.av93.c2.g1519.i2
Em0010g896a	Hcv1.av93.c2.g292.i1
Em0010g898a	Hcv1.av93.c6.g1183.i1
Em0010g899a	Hcv1.av93.c13.g290.i1
Em0010g900a	Hcv1.av93.c2.g243.i1
Em0010g901a	Hcv1.av93.c13.g215.i1
Em0010g903a	Hcv1.av93.c1.g412.i1
Em0010g905a	Hcv1.av93.c2.g750.i1
Em0010g907a	Hcv1.av93.c4.g380.i1
Em0010g910a	Hcv1.av93.c2.g944.i1
Em0010g912a	Hcv1.av93.c9.g546.i1
Em0010g916a	Hcv1.av93.c4.g721.i1
Em0010g917a	Hcv1.av93.c13.g354.i1
Em0010g918a	Hcv1.av93.c2.g912.i1
Em0010g924a	Hcv1.av93.c2.g1653.i1
Em0010g925a	Hcv1.av93.c2.g689.i3
Em0010g926a	Hcv1.av93.c2.g102.i1
Em0010g927a	Hcv1.av93.c8.g678.i1
Em0010g929a	Hcv1.av93.c2.g20.i2
Em0010g930a	Hcv1.av93.c7.g704.i2
Em0010g935a	Hcv1.av93.c6.g585.i1
Em0010g937a	Hcv1.av93.c2.g373.i1
Em0010g940a	Hcv1.av93.c2.g629.i1
Em0010g941a	Hcv1.av93.c2.g176.i1
Em0010g945a	Hcv1.av93.c12.g478.i1
Em0010g989a	Hcv1.av93.c9.g118.i1
Em0010g9a	Hcv1.av93.c10.g127.i1
Em0011g1001a	Hcv1.av93.c2.g829.i1
Em0011g1013a	Hcv1.av93.c6.g1167.i1
Em0011g1015a	Hcv1.av93.c8.g865.i1
Em0011g1023a	Hcv1.av93.c9.g620.i1
Em0011g1024a	Hcv1.av93.c6.g1086.i1
Em0011g1026a	Hcv1.av93.c9.g133.i1
Em0011g1027a	Hcv1.av93.c5.g773.i1
Em0011g1029a	Hcv1.av93.c13.g3.i1
Em0011g1050a	Hcv1.av93.c9.g294.i1
Em0011g1052a	Hcv1.av93.c2.g839.i1
Em0011g1053a	Hcv1.av93.c9.g873.i1
Em0011g1054a	Hcv1.av93.c9.g525.i1
Em0011g1056a	Hcv1.av93.c6.g416.i2
Em0011g1062a	Hcv1.av93.c3.g662.i5
Em0011g1065a	Hcv1.av93.c1.g1100.i1
Em0011g1069a	Hcv1.av93.c11.g896.i1
Em0011g106a	Hcv1.av93.c3.g318.i1
Em0011g107a	Hcv1.av93.c1.g1664.i1
Em0011g1158a	Hcv1.av93.c9.g793.i1
Em0011g1160a	Hcv1.av93.c3.g24.i1
Em0011g1161a	Hcv1.av93.c6.g1252.i1
Em0011g1162a	Hcv1.av93.c6.g368.i1
Em0011g1165a	Hcv1.av93.c8.g492.i1
Em0011g1166a	Hcv1.av93.c6.g98.i1
Em0011g1167a	Hcv1.av93.c9.g390.i1
Em0011g1177a	Hcv1.av93.c3.g428.i1
Em0011g1183a	Hcv1.av93.c9.g713.i1
Em0011g1184a	Hcv1.av93.c9.g447.i2
Em0011g1185a	Hcv1.av93.c9.g46.i1
Em0011g1187a	Hcv1.av93.c9.g568.i1
Em0011g1193a	Hcv1.av93.c7.g143.i1
Em0011g1194a	Hcv1.av93.c6.g18.i4
Em0011g1196a	Hcv1.av93.c2.g357.i1
Em0011g119a	Hcv1.av93.c9.g434.i1
Em0011g120a	Hcv1.av93.c2.g803.i1
Em0011g128a	Hcv1.av93.c11.g987.i1
Em0011g129a	Hcv1.av93.c3.g913.i1
Em0011g12a	Hcv1.av93.c6.g305.i1
Em0011g132a	Hcv1.av93.c9.g103.i1
Em0011g133a	Hcv1.av93.c9.g180.i1
Em0011g134a	Hcv1.av93.c7.g622.i2
Em0011g13a	Hcv1.av93.c6.g614.i1
Em0011g142a	Hcv1.av93.c3.g1088.i1
Em0011g144a	Hcv1.av93.c9.g65.i1
Em0011g148a	Hcv1.av93.c9.g413.i1
Em0011g149a	Hcv1.av93.c9.g697.i1
Em0011g14a	Hcv1.av93.c9.g921.i1
Em0011g155a	Hcv1.av93.c6.g194.i1
Em0011g156a	Hcv1.av93.c9.g897.i3
Em0011g159a	Hcv1.av93.c6.g783.i1
Em0011g15a	Hcv1.av93.c2.g117.i1
Em0011g169a	Hcv1.av93.c8.g683.i1
Em0011g16a	Hcv1.av93.c4.g134.i1
Em0011g17a	Hcv1.av93.c9.g924.i1
Em0011g185a	Hcv1.av93.c1.g623.i1
Em0011g18a	Hcv1.av93.c9.g796.i1
Em0011g190a	Hcv1.av93.c7.g567.i1
Em0011g196a	Hcv1.av93.c13.g475.i1
Em0011g20a	Hcv1.av93.c9.g946.i1
Em0011g215a	Hcv1.av93.c9.g623.i2
Em0011g216a	Hcv1.av93.c9.g776.i1
Em0011g217a	Hcv1.av93.c9.g742.i1
Em0011g21a	Hcv1.av93.c8.g265.i1
Em0011g225a	Hcv1.av93.c9.g78.i2
Em0011g229a	Hcv1.av93.c9.g295.i1
Em0011g231a	Hcv1.av93.c9.g446.i1
Em0011g233a	Hcv1.av93.c9.g283.i2
Em0011g235a	Hcv1.av93.c2.g961.i1
Em0011g237a	Hcv1.av93.c3.g347.i2
Em0011g23a	Hcv1.av93.c5.g936.i1
Em0011g248a	Hcv1.av93.c9.g16.i1
Em0011g24a	Hcv1.av93.c9.g429.i1
Em0011g250a	Hcv1.av93.c6.g326.i1
Em0011g25a	Hcv1.av93.c1.g771.i1
Em0011g264a	Hcv1.av93.c11.g967.i1
Em0011g26a	Hcv1.av93.c11.g573.i2
Em0011g27a	Hcv1.av93.c9.g440.i1
Em0011g28a	Hcv1.av93.c8.g418.i1
Em0011g293a	Hcv1.av93.c13.g229.i1
Em0011g295a	Hcv1.av93.c7.g156.i1
Em0011g29a	Hcv1.av93.c4.g513.i1
Em0011g303a	Hcv1.av93.c5.g107.i1
Em0011g306a	Hcv1.av93.c6.g378.i1
Em0011g30a	Hcv1.av93.c9.g840.i1
Em0011g313a	Hcv1.av93.c2.g288.i1
Em0011g322a	Hcv1.av93.c11.g333.i1
Em0011g324a	Hcv1.av93.c10.g457.i1
Em0011g325a	Hcv1.av93.c6.g1111.i2
Em0011g32a	Hcv1.av93.c5.g1122.i1
Em0011g33a	Hcv1.av93.c9.g286.i1
Em0011g34a	Hcv1.av93.c2.g1427.i1
Em0011g35a	Hcv1.av93.c1.g1186.i1
Em0011g360a	Hcv1.av93.c4.g61.i1
Em0011g361a	Hcv1.av93.c7.g173.i1
Em0011g362a	Hcv1.av93.c9.g1.i1
Em0011g365a	Hcv1.av93.c1.g155.i1
Em0011g36a	Hcv1.av93.c8.g417.i1
Em0011g386a	Hcv1.av93.c9.g549.i1
Em0011g416a	Hcv1.av93.c11.g876.i1
Em0011g417a	Hcv1.av93.c6.g640.i1
Em0011g418a	Hcv1.av93.c13.g153.i1
Em0011g419a	Hcv1.av93.c8.g733.i1
Em0011g42a	Hcv1.av93.c6.g1212.i1
Em0011g433a	Hcv1.av93.c9.g300.i1
Em0011g442a	Hcv1.av93.c4.g675.i1
Em0011g463a	Hcv1.av93.c6.g770.i1
Em0011g483a	Hcv1.av93.c7.g208.i1
Em0011g491a	Hcv1.av93.c6.g39.i1
Em0011g494a	Hcv1.av93.c9.g266.i1
Em0011g499a	Hcv1.av93.c6.g223.i1
Em0011g49a	Hcv1.av93.c13.g336.i1
Em0011g501a	Hcv1.av93.c5.g614.i1
Em0011g503a	Hcv1.av93.c9.g66.i1
Em0011g506a	Hcv1.av93.c1.g1264.i1
Em0011g507a	Hcv1.av93.c6.g1057.i1
Em0011g511a	Hcv1.av93.c5.g1019.i1
Em0011g514a	Hcv1.av93.c9.g875.i1
Em0011g516a	Hcv1.av93.c7.g591.i1
Em0011g517a	Hcv1.av93.c9.g711.i1
Em0011g518a	Hcv1.av93.c9.g412.i1
Em0011g536a	Hcv1.av93.c3.g711.i1
Em0011g53a	Hcv1.av93.c1.g1604.i1
Em0011g541a	Hcv1.av93.c5.g786.i1
Em0011g545a	Hcv1.av93.c9.g780.i1
Em0011g549a	Hcv1.av93.c6.g1064.i1
Em0011g554a	Hcv1.av93.c7.g648.i1
Em0011g56a	Hcv1.av93.c6.g472.i1
Em0011g579a	Hcv1.av93.c3.g1005.i1
Em0011g580a	Hcv1.av93.c9.g31.i1
Em0011g588a	Hcv1.av93.c11.g464.i2
Em0011g59a	Hcv1.av93.c5.g338.i1
Em0011g61a	Hcv1.av93.c6.g858.i1
Em0011g622a	Hcv1.av93.c2.g904.i1
Em0011g628a	Hcv1.av93.c13.g213.i1
Em0011g62a	Hcv1.av93.c6.g302.i1
Em0011g639a	Hcv1.av93.c2.g764.i1
Em0011g63a	Hcv1.av93.c9.g153.i1
Em0011g643a	Hcv1.av93.c1.g368.i1
Em0011g644a	Hcv1.av93.c3.g1309.i1
Em0011g645a	Hcv1.av93.c6.g147.i1
Em0011g654a	Hcv1.av93.c1.g1425.i1
Em0011g657a	Hcv1.av93.c1.g1199.i1
Em0011g658a	Hcv1.av93.c6.g1219.i1
Em0011g66a	Hcv1.av93.c12.g438.i1
Em0011g673a	Hcv1.av93.c2.g699.i2
Em0011g681a	Hcv1.av93.c1.g211.i1
Em0011g68a	Hcv1.av93.c2.g706.i1
Em0011g6a	Hcv1.av93.c6.g74.i1
Em0011g70a	Hcv1.av93.c4.g568.i1
Em0011g713a	Hcv1.av93.c13.g219.i1
Em0011g71a	Hcv1.av93.c7.g719.i1
Em0011g726a	Hcv1.av93.c1.g1210.i1
Em0011g72a	Hcv1.av93.c7.g944.i1
Em0011g749a	Hcv1.av93.c6.g161.i1
Em0011g762a	Hcv1.av93.c3.g193.i1
Em0011g773a	Hcv1.av93.c11.g830.i1
Em0011g774a	Hcv1.av93.c6.g1126.i1
Em0011g77a	Hcv1.av93.c2.g1360.i1
Em0011g784a	Hcv1.av93.c3.g898.i1
Em0011g785a	Hcv1.av93.c6.g680.i1
Em0011g786a	Hcv1.av93.c5.g1137.i1
Em0011g787a	Hcv1.av93.c5.g435.i1
Em0011g789a	Hcv1.av93.c3.g598.i1
Em0011g790a	Hcv1.av93.c5.g710.i1
Em0011g791a	Hcv1.av93.c12.g518.i1
Em0011g792a	Hcv1.av93.c6.g215.i1
Em0011g793a	Hcv1.av93.c2.g612.i1
Em0011g796a	Hcv1.av93.c1.g1673.i1
Em0011g799a	Hcv1.av93.c6.g972.i1
Em0011g79a	Hcv1.av93.c2.g741.i1
Em0011g7a	Hcv1.av93.c6.g918.i1
Em0011g802a	Hcv1.av93.c6.g1130.i1
Em0011g810a	Hcv1.av93.c6.g898.i1
Em0011g815a	Hcv1.av93.c6.g100.i1
Em0011g816a	Hcv1.av93.c6.g131.i1
Em0011g818a	Hcv1.av93.c11.g621.i1
Em0011g81a	Hcv1.av93.c9.g530.i2
Em0011g820a	Hcv1.av93.c1.g209.i1
Em0011g823a	Hcv1.av93.c1.g156.i1
Em0011g827a	Hcv1.av93.c13.g666.i1
Em0011g82a	Hcv1.av93.c9.g353.i1
Em0011g832a	Hcv1.av93.c9.g298.i1
Em0011g833a	Hcv1.av93.c3.g702.i1
Em0011g83a	Hcv1.av93.c3.g175.i1
Em0011g850a	Hcv1.av93.c6.g1285.i1
Em0011g851a	Hcv1.av93.c3.g1215.i1
Em0011g852a	Hcv1.av93.c9.g923.i1
Em0011g853a	Hcv1.av93.c3.g473.i1
Em0011g854a	Hcv1.av93.c10.g702.i1
Em0011g860a	Hcv1.av93.c5.g922.i1
Em0011g862a	Hcv1.av93.c3.g915.i1
Em0011g871a	Hcv1.av93.c9.g574.i1
Em0011g872a	Hcv1.av93.c2.g846.i1
Em0011g874a	Hcv1.av93.c10.g737.i1
Em0011g88a	Hcv1.av93.c9.g633.i1
Em0011g95a	Hcv1.av93.c2.g4.i1
Em0011g960a	Hcv1.av93.c9.g163.i1
Em0011g963a	Hcv1.av93.c8.g790.i1
Em0011g964a	Hcv1.av93.c9.g344.i1
Em0011g976a	Hcv1.av93.c9.g918.i1
Em0011g979a	Hcv1.av93.c9.g258.i1
Em0011g985a	Hcv1.av93.c9.g616.i1
Em0011g994a	Hcv1.av93.c8.g864.i1
Em0011g9a	Hcv1.av93.c6.g1235.i1
Em0012g1030a	Hcv1.av93.c1.g639.i2
Em0012g1032a	Hcv1.av93.c7.g94.i1
Em0012g1033a	Hcv1.av93.c4.g276.i1
Em0012g1036a	Hcv1.av93.c11.g275.i1
Em0012g1038a	Hcv1.av93.c9.g624.i1
Em0012g1042a	Hcv1.av93.c1.g1061.i1
Em0012g1046a	Hcv1.av93.c11.g303.i1
Em0012g1047a	Hcv1.av93.c7.g390.i1
Em0012g1048a	Hcv1.av93.c11.g1026.i1
Em0012g1049a	Hcv1.av93.c5.g23.i1
Em0012g1050a	Hcv1.av93.c8.g755.i1
Em0012g1064a	Hcv1.av93.c2.g193.i1
Em0012g1067a	Hcv1.av93.c2.g11.i1
Em0012g1079a	Hcv1.av93.c1.g626.i1
Em0012g1080a	Hcv1.av93.c5.g698.i1
Em0012g1085a	Hcv1.av93.c2.g794.i1
Em0012g1086a	Hcv1.av93.c1.g213.i1
Em0012g1087a	Hcv1.av93.c1.g1619.i1
Em0012g1088a	Hcv1.av93.c1.g101.i1
Em0012g1090a	Hcv1.av93.c1.g247.i2
Em0012g1091a	Hcv1.av93.c1.g810.i1
Em0012g1092a	Hcv1.av93.c1.g662.i1
Em0012g1093a	Hcv1.av93.c13.g301.i1
Em0012g1095a	Hcv1.av93.c3.g968.i1
