XP_004987445.1	mRNA.RE02957
XP_004992084.1	mRNA.RE00122
XP_004992087.1	mRNA.RE01941
XP_004992088.1	mRNA.RE16260
XP_004992089.1	mRNA.RE13247
XP_004992090.1	mRNA.RE13811
XP_004992097.1	mRNA.RE12689
XP_004992098.1	mRNA.RE00911
XP_004992101.1	mRNA.RE07816
XP_004992102.1	mRNA.RE17086
XP_004992103.1	mRNA.RE08680
XP_004992105.1	mRNA.RE00275
XP_004992107.1	mRNA.RE00669
XP_004992109.1	mRNA.RE07067
XP_004992110.1	mRNA.RE01824
XP_004992113.1	mRNA.RE02574
XP_004992114.1	mRNA.RE09690
XP_004992115.1	mRNA.RE15905
XP_004992118.1	mRNA.RE03641
XP_004992119.1	mRNA.RE12156
XP_004992122.1	mRNA.RE12443
XP_004992127.1	mRNA.RE04890
XP_004992128.1	mRNA.RE16259
XP_004992129.1	mRNA.RE08617
XP_004992130.1	mRNA.RE09044
XP_004992131.1	mRNA.RE13187
XP_004992132.1	mRNA.RE02550
XP_004992137.1	mRNA.RE06767
XP_004992138.1	mRNA.RE15045
XP_004992139.1	mRNA.RE16027
XP_004992141.1	mRNA.RE16203
XP_004992142.1	mRNA.RE11156
XP_004992144.1	mRNA.RE02430
XP_004992156.1	mRNA.RE04939
XP_004992157.1	mRNA.RE17046
XP_004992162.1	mRNA.RE07550
XP_004992164.1	mRNA.RE16649
XP_004992167.1	mRNA.RE01732
XP_004992168.1	mRNA.RE00451
XP_004992172.1	mRNA.RE16874
XP_004992176.1	mRNA.RE16373
XP_004992180.1	mRNA.RE07679
XP_004992187.1	mRNA.RE00449
XP_004992193.1	mRNA.RE14808
XP_004992194.1	mRNA.RE11541
XP_004992195.1	mRNA.RE15051
XP_004992203.1	mRNA.RE06422
XP_004992207.1	mRNA.RE07479
XP_004992214.1	mRNA.RE15021
XP_004992215.1	mRNA.RE02974
XP_004992216.1	mRNA.RE13351
XP_004992218.1	mRNA.RE12189
XP_004992224.1	mRNA.RE08918
XP_004992225.1	mRNA.RE16018
XP_004992228.1	mRNA.RE09276
XP_004992230.1	mRNA.RE14532
XP_004992238.1	mRNA.RE04208
XP_004992243.1	mRNA.RE09728
XP_004992244.1	mRNA.RE02445
XP_004992252.1	mRNA.RE10899
XP_004992265.1	mRNA.RE14436
XP_004992266.1	mRNA.RE11835
XP_004992269.1	mRNA.RE05174
XP_004992270.1	mRNA.RE02190
XP_004992273.1	mRNA.RE10323
XP_004992280.1	mRNA.RE03632
XP_004992281.1	mRNA.RE11897
XP_004992283.1	mRNA.RE10913
XP_004992285.1	mRNA.RE05035
XP_004992289.1	mRNA.RE06701
XP_004992291.1	mRNA.RE01718
XP_004992293.1	mRNA.RE03855
XP_004992294.1	mRNA.RE00210
XP_004992296.1	mRNA.RE16372
XP_004992298.1	mRNA.RE15987
XP_004992299.1	mRNA.RE15372
XP_004992300.1	mRNA.RE00936
XP_004992304.1	mRNA.RE05304
XP_004992305.1	mRNA.RE15172
XP_004992306.1	mRNA.RE08524
XP_004992313.1	mRNA.RE16077
XP_004992315.1	mRNA.RE02930
XP_004992316.1	mRNA.RE13365
XP_004992317.1	mRNA.RE07361
XP_004992318.1	mRNA.RE11344
XP_004992322.1	mRNA.RE10432
XP_004992323.1	mRNA.RE08731
XP_004992325.1	mRNA.RE04404
XP_004992326.1	mRNA.RE05414
XP_004992327.1	mRNA.RE12367
XP_004992330.1	mRNA.RE11688
XP_004992336.1	mRNA.RE12967
XP_004992337.1	mRNA.RE02535
XP_004992338.1	mRNA.RE02300
XP_004992339.1	mRNA.RE16532
XP_004992340.1	mRNA.RE16226
XP_004992341.1	mRNA.RE14645
XP_004992344.1	mRNA.RE11627
XP_004992345.1	mRNA.RE07039
XP_004992346.1	mRNA.RE09046
XP_004992347.1	mRNA.RE13943
XP_004992348.1	mRNA.RE09584
XP_004992349.1	mRNA.RE14690
XP_004992350.1	mRNA.RE00447
XP_004992352.1	mRNA.RE15054
XP_004992353.1	mRNA.RE03588
XP_004992362.1	mRNA.RE02066
XP_004992369.1	mRNA.RE00998
XP_004992370.1	mRNA.RE06717
XP_004992371.1	mRNA.RE15799
XP_004992372.1	mRNA.RE07357
XP_004992373.1	mRNA.RE16882
XP_004992375.1	mRNA.RE10595
XP_004992377.1	mRNA.RE09072
XP_004992378.1	mRNA.RE08025
XP_004992379.1	mRNA.RE10051
XP_004992381.1	mRNA.RE14739
XP_004992382.1	mRNA.RE04888
XP_004992385.1	mRNA.RE14130
XP_004992386.1	mRNA.RE04002
XP_004992387.1	mRNA.RE02938
XP_004992389.1	mRNA.RE11829
XP_004992393.1	mRNA.RE06356
XP_004992409.1	mRNA.RE08268
XP_004992412.1	mRNA.RE08711
XP_004992413.1	mRNA.RE11588
XP_004992417.1	mRNA.RE10558
XP_004992418.1	mRNA.RE07790
XP_004992419.1	mRNA.RE16668
XP_004992423.1	mRNA.RE10422
XP_004992432.1	mRNA.RE15225
XP_004992433.1	mRNA.RE06694
XP_004992434.1	mRNA.RE04840
XP_004992437.1	mRNA.RE02898
XP_004992439.1	mRNA.RE16883
XP_004992443.1	mRNA.RE07002
XP_004992449.1	mRNA.RE15516
XP_004992452.1	mRNA.RE14599
XP_004992453.1	mRNA.RE09842
XP_004992456.1	mRNA.RE07702
XP_004992458.1	mRNA.RE16576
XP_004992459.1	mRNA.RE16562
XP_004992462.1	mRNA.RE08569
XP_004992467.1	mRNA.RE15294
XP_004992472.1	mRNA.RE15912
XP_004992475.1	mRNA.RE11287
XP_004992486.1	mRNA.RE10554
XP_004992488.1	mRNA.RE07501
XP_004992490.1	mRNA.RE16881
XP_004992493.1	mRNA.RE09078
XP_004992494.1	mRNA.RE15704
XP_004992496.1	mRNA.RE00835
XP_004992498.1	mRNA.RE15707
XP_004992499.1	mRNA.RE14488
XP_004992500.1	mRNA.RE16818
XP_004992504.1	mRNA.RE09756
XP_004992508.1	mRNA.RE10006
XP_004992515.1	mRNA.RE07979
XP_004992519.1	mRNA.RE12348
XP_004992520.1	mRNA.RE02015
XP_004992524.1	mRNA.RE05817
XP_004992525.1	mRNA.RE10806
XP_004992526.1	mRNA.RE03166
XP_004992529.1	mRNA.RE13369
XP_004992531.1	mRNA.RE04833
XP_004992532.1	mRNA.RE12611
XP_004992534.1	mRNA.RE15930
XP_004992536.1	mRNA.RE13370
XP_004992537.1	mRNA.RE00805
XP_004992538.1	mRNA.RE12122
XP_004992540.1	mRNA.RE04387
XP_004992541.1	mRNA.RE05929
XP_004992542.1	mRNA.RE10405
XP_004992545.1	mRNA.RE01649
XP_004992546.1	mRNA.RE00858
XP_004992547.1	mRNA.RE04826
XP_004992552.1	mRNA.RE06504
XP_004992553.1	mRNA.RE03965
XP_004992555.1	mRNA.RE09596
XP_004992558.1	mRNA.RE16711
XP_004992559.1	mRNA.RE07449
XP_004992561.1	mRNA.RE11345
XP_004992562.1	mRNA.RE12647
XP_004992567.1	mRNA.RE00941
XP_004992568.1	mRNA.RE17091
XP_004992570.1	mRNA.RE15906
XP_004992578.1	mRNA.RE11190
XP_004992580.1	mRNA.RE16709
XP_004992581.1	mRNA.RE01161
XP_004992583.1	mRNA.RE11932
XP_004992585.1	mRNA.RE13482
XP_004992587.1	mRNA.RE11317
XP_004992590.1	mRNA.RE10435
XP_004992592.1	mRNA.RE16084
XP_004992593.1	mRNA.RE09712
XP_004992594.1	mRNA.RE16683
XP_004992596.1	mRNA.RE16110
XP_004992597.1	mRNA.RE06154
XP_004992600.1	mRNA.RE06361
XP_004992601.1	mRNA.RE08024
XP_004992602.1	mRNA.RE03647
XP_004992607.1	mRNA.RE05300
XP_004992614.1	mRNA.RE10984
XP_004992617.1	mRNA.RE01330
XP_004992619.1	mRNA.RE03548
XP_004992624.1	mRNA.RE04421
XP_004992625.1	mRNA.RE05911
XP_004992626.1	mRNA.RE10522
XP_004992628.1	mRNA.RE11055
XP_004992635.1	mRNA.RE08229
XP_004992636.1	mRNA.RE10694
XP_004992637.1	mRNA.RE16708
XP_004992639.1	mRNA.RE04620
XP_004992642.1	mRNA.RE10763
XP_004992643.1	mRNA.RE08132
XP_004992644.1	mRNA.RE10343
XP_004992648.1	mRNA.RE05449
XP_004992652.1	mRNA.RE14561
XP_004992653.1	mRNA.RE14044
XP_004992654.1	mRNA.RE05019
XP_004992655.1	mRNA.RE10895
XP_004992657.1	mRNA.RE01162
XP_004992658.1	mRNA.RE13981
XP_004992659.1	mRNA.RE08733
XP_004992660.1	mRNA.RE13656
XP_004992662.1	mRNA.RE10534
XP_004992663.1	mRNA.RE04048
XP_004992664.1	mRNA.RE16124
XP_004992667.1	mRNA.RE04802
XP_004992668.1	mRNA.RE08239
XP_004992669.1	mRNA.RE14054
XP_004992670.1	mRNA.RE01409
XP_004992671.1	mRNA.RE11369
XP_004992672.1	mRNA.RE04720
XP_004992673.1	mRNA.RE07590
XP_004992674.1	mRNA.RE10304
XP_004992675.1	mRNA.RE10750
XP_004992677.1	mRNA.RE11712
XP_004992678.1	mRNA.RE14196
XP_004992679.1	mRNA.RE07811
XP_004992681.1	mRNA.RE05262
XP_004992692.1	mRNA.RE16927
XP_004992693.1	mRNA.RE08319
XP_004992697.1	mRNA.RE01482
XP_004992698.1	mRNA.RE12702
XP_004992700.1	mRNA.RE11343
XP_004992701.1	mRNA.RE14085
XP_004992702.1	mRNA.RE11700
XP_004992703.1	mRNA.RE09314
XP_004992706.1	mRNA.RE09745
XP_004992708.1	mRNA.RE09736
XP_004992709.1	mRNA.RE04437
XP_004992713.1	mRNA.RE11815
XP_004992715.1	mRNA.RE10873
XP_004992718.1	mRNA.RE06212
XP_004992725.1	mRNA.RE11161
XP_004992726.1	mRNA.RE12483
XP_004992728.1	mRNA.RE06705
XP_004992729.1	mRNA.RE02203
XP_004992735.1	mRNA.RE06404
XP_004992737.1	mRNA.RE04631
XP_004992739.1	mRNA.RE00940
XP_004992740.1	mRNA.RE06955
XP_004992742.1	mRNA.RE15571
XP_004992744.1	mRNA.RE11030
XP_004992746.1	mRNA.RE12336
XP_004992747.1	mRNA.RE10732
XP_004992748.1	mRNA.RE13959
XP_004992749.1	mRNA.RE14834
XP_004992750.1	mRNA.RE02257
XP_004992751.1	mRNA.RE02880
XP_004992752.1	mRNA.RE04937
XP_004992754.1	mRNA.RE11550
XP_004992755.1	mRNA.RE11403
XP_004992756.1	mRNA.RE09498
XP_004992757.1	mRNA.RE11682
XP_004992758.1	mRNA.RE00734
XP_004992765.1	mRNA.RE07489
XP_004992766.1	mRNA.RE11706
XP_004992768.1	mRNA.RE13004
XP_004992776.1	mRNA.RE10073
XP_004992777.1	mRNA.RE07868
XP_004992779.1	mRNA.RE05860
XP_004992781.1	mRNA.RE11894
XP_004992783.1	mRNA.RE11577
XP_004992784.1	mRNA.RE00477
XP_004992787.1	mRNA.RE08656
XP_004992788.1	mRNA.RE13929
XP_004992789.1	mRNA.RE16248
XP_004992790.1	mRNA.RE06289
XP_004992795.1	mRNA.RE09318
XP_004992800.1	mRNA.RE11933
XP_004992802.1	mRNA.RE17041
XP_004992804.1	mRNA.RE04470
XP_004992805.1	mRNA.RE07963
XP_004992807.1	mRNA.RE09822
XP_004992811.1	mRNA.RE13984
XP_004992812.1	mRNA.RE07481
XP_004992816.1	mRNA.RE13982
XP_004992820.1	mRNA.RE07340
XP_004992825.1	mRNA.RE01901
XP_004992830.1	mRNA.RE14801
XP_004992831.1	mRNA.RE16180
XP_004992837.1	mRNA.RE06690
XP_004992839.1	mRNA.RE03568
XP_004992840.1	mRNA.RE00673
XP_004992843.1	mRNA.RE12802
XP_004992844.1	mRNA.RE07584
XP_004992849.1	mRNA.RE11080
XP_004992867.1	mRNA.RE10232
XP_004992871.1	mRNA.RE13111
XP_004992874.1	mRNA.RE11320
XP_004992875.1	mRNA.RE00906
XP_004992882.1	mRNA.RE11535
XP_004992884.1	mRNA.RE12306
XP_004992885.1	mRNA.RE11594
XP_004992886.1	mRNA.RE15309
XP_004992887.1	mRNA.RE10154
XP_004992889.1	mRNA.RE00735
XP_004992890.1	mRNA.RE03188
XP_004992891.1	mRNA.RE03175
XP_004992897.1	mRNA.RE15346
XP_004992898.1	mRNA.RE06242
XP_004992900.1	mRNA.RE14889
XP_004992901.1	mRNA.RE04417
XP_004992903.1	mRNA.RE10462
XP_004992911.1	mRNA.RE09884
XP_004992912.1	mRNA.RE03358
XP_004992916.1	mRNA.RE16420
XP_004992917.1	mRNA.RE11697
XP_004992929.1	mRNA.RE02288
XP_004992940.1	mRNA.RE14885
XP_004992944.1	mRNA.RE04879
XP_004992951.1	mRNA.RE03576
XP_004992953.1	mRNA.RE13979
XP_004992966.1	mRNA.RE02829
XP_004992967.1	mRNA.RE16218
XP_004992968.1	mRNA.RE04472
XP_004992975.1	mRNA.RE02042
XP_004992976.1	mRNA.RE07464
XP_004992977.1	mRNA.RE03951
XP_004992983.1	mRNA.RE16591
XP_004992984.1	mRNA.RE04694
XP_004992985.1	mRNA.RE00110
XP_004992991.1	mRNA.RE04054
XP_004992995.1	mRNA.RE06679
XP_004992997.1	mRNA.RE12144
XP_004992998.1	mRNA.RE03913
XP_004993015.1	mRNA.RE00625
XP_004993017.1	mRNA.RE00960
XP_004993019.1	mRNA.RE15626
XP_004993021.1	mRNA.RE02744
XP_004993023.1	mRNA.RE14746
XP_004993024.1	mRNA.RE13089
XP_004993025.1	mRNA.RE13129
XP_004993026.1	mRNA.RE08738
XP_004993027.1	mRNA.RE02581
XP_004993029.1	mRNA.RE02896
XP_004993030.1	mRNA.RE13918
XP_004993034.1	mRNA.RE16655
XP_004993040.1	mRNA.RE06691
XP_004993041.1	mRNA.RE12998
XP_004993042.1	mRNA.RE10228
XP_004993043.1	mRNA.RE10264
XP_004993044.1	mRNA.RE01170
XP_004993046.1	mRNA.RE15624
XP_004993048.1	mRNA.RE11782
XP_004993049.1	mRNA.RE03061
XP_004993050.1	mRNA.RE11303
XP_004993053.1	mRNA.RE15575
XP_004993054.1	mRNA.RE07013
XP_004993055.1	mRNA.RE04739
XP_004993056.1	mRNA.RE12233
XP_004993057.1	mRNA.RE12986
XP_004993063.1	mRNA.RE13863
XP_004993065.1	mRNA.RE03851
XP_004993070.1	mRNA.RE11905
XP_004993071.1	mRNA.RE05610
XP_004993074.1	mRNA.RE08869
XP_004993075.1	mRNA.RE13551
XP_004993077.1	mRNA.RE04495
XP_004993079.1	mRNA.RE07463
XP_004993080.1	mRNA.RE13794
XP_004993081.1	mRNA.RE01008
XP_004993086.1	mRNA.RE15982
XP_004993089.1	mRNA.RE02874
XP_004993090.1	mRNA.RE00707
XP_004993091.1	mRNA.RE07201
XP_004993092.1	mRNA.RE03057
XP_004993093.1	mRNA.RE01275
XP_004993094.1	mRNA.RE00234
XP_004993096.1	mRNA.RE14782
XP_004993106.1	mRNA.RE14344
XP_004993110.1	mRNA.RE04811
XP_004993114.1	mRNA.RE13824
XP_004993115.1	mRNA.RE00514
XP_004993116.1	mRNA.RE00623
XP_004993118.1	mRNA.RE08886
XP_004993119.1	mRNA.RE11746
XP_004993120.1	mRNA.RE00663
XP_004993126.1	mRNA.RE10571
XP_004993129.1	mRNA.RE03031
XP_004993131.1	mRNA.RE05536
XP_004993133.1	mRNA.RE07355
XP_004993139.1	mRNA.RE12152
XP_004993143.1	mRNA.RE04766
XP_004993144.1	mRNA.RE13367
XP_004993147.1	mRNA.RE16163
XP_004993149.1	mRNA.RE10606
XP_004993150.1	mRNA.RE04724
XP_004993154.1	mRNA.RE00545
XP_004993159.1	mRNA.RE15965
XP_004993164.1	mRNA.RE09463
XP_004993167.1	mRNA.RE13443
XP_004993169.1	mRNA.RE06330
XP_004993171.1	mRNA.RE04758
XP_004993173.1	mRNA.RE02964
XP_004993180.1	mRNA.RE09691
XP_004993187.1	mRNA.RE02031
XP_004993192.1	mRNA.RE16466
XP_004993193.1	mRNA.RE03835
XP_004993194.1	mRNA.RE11112
XP_004993195.1	mRNA.RE12759
XP_004993197.1	mRNA.RE13045
XP_004993200.1	mRNA.RE16386
XP_004993201.1	mRNA.RE13215
XP_004993202.1	mRNA.RE00670
XP_004993205.1	mRNA.RE07258
XP_004993206.1	mRNA.RE16917
XP_004993209.1	mRNA.RE03494
XP_004993211.1	mRNA.RE16834
XP_004993214.1	mRNA.RE12963
XP_004993215.1	mRNA.RE08682
XP_004993218.1	mRNA.RE11778
XP_004993219.1	mRNA.RE10289
XP_004993222.1	mRNA.RE05432
XP_004993223.1	mRNA.RE13996
XP_004993224.1	mRNA.RE09505
XP_004993225.1	mRNA.RE05266
XP_004993226.1	mRNA.RE00915
XP_004993227.1	mRNA.RE00503
XP_004993229.1	mRNA.RE09082
XP_004993230.1	mRNA.RE03622
XP_004993231.1	mRNA.RE04716
XP_004993232.1	mRNA.RE09026
XP_004993238.1	mRNA.RE13926
XP_004993240.1	mRNA.RE11864
XP_004993241.1	mRNA.RE09011
XP_004993247.1	mRNA.RE01399
XP_004993248.1	mRNA.RE08629
XP_004993249.1	mRNA.RE06758
XP_004993254.1	mRNA.RE08342
XP_004993256.1	mRNA.RE02746
XP_004993263.1	mRNA.RE11152
XP_004993264.1	mRNA.RE02005
XP_004993267.1	mRNA.RE05741
XP_004993268.1	mRNA.RE05706
XP_004993269.1	mRNA.RE00814
XP_004993271.1	mRNA.RE11306
XP_004993272.1	mRNA.RE09738
XP_004993273.1	mRNA.RE04892
XP_004993274.1	mRNA.RE09749
XP_004993278.1	mRNA.RE05549
XP_004993280.1	mRNA.RE11159
XP_004993281.1	mRNA.RE16973
XP_004993282.1	mRNA.RE14678
XP_004993284.1	mRNA.RE11109
XP_004993285.1	mRNA.RE01722
XP_004993288.1	mRNA.RE16310
XP_004993294.1	mRNA.RE16679
XP_004993295.1	mRNA.RE13900
XP_004993296.1	mRNA.RE06890
XP_004993297.1	mRNA.RE12920
XP_004993299.1	mRNA.RE05443
XP_004993300.1	mRNA.RE08036
XP_004993301.1	mRNA.RE10393
XP_004993302.1	mRNA.RE06150
XP_004993303.1	mRNA.RE06457
XP_004993304.1	mRNA.RE07455
XP_004993306.1	mRNA.RE14831
XP_004993307.1	mRNA.RE10886
XP_004993308.1	mRNA.RE11779
XP_004993309.1	mRNA.RE12165
XP_004993310.1	mRNA.RE09743
XP_004993312.1	mRNA.RE00909
XP_004993318.1	mRNA.RE08561
XP_004993320.1	mRNA.RE11695
XP_004993332.1	mRNA.RE12092
XP_004993333.1	mRNA.RE00959
XP_004993334.1	mRNA.RE01167
XP_004993338.1	mRNA.RE14783
XP_004993340.1	mRNA.RE09950
XP_004993341.1	mRNA.RE13244
XP_004993342.1	mRNA.RE07135
XP_004993345.1	mRNA.RE14559
XP_004993346.1	mRNA.RE11255
XP_004993351.1	mRNA.RE06278
XP_004993352.1	mRNA.RE08211
XP_004993353.1	mRNA.RE08244
XP_004993354.1	mRNA.RE15277
XP_004993356.1	mRNA.RE04910
XP_004993357.1	mRNA.RE14726
XP_004993358.1	mRNA.RE12258
XP_004993359.1	mRNA.RE13117
XP_004993363.1	mRNA.RE16906
XP_004993365.1	mRNA.RE11160
XP_004993369.1	mRNA.RE15347
XP_004993371.1	mRNA.RE04315
XP_004993373.1	mRNA.RE01696
XP_004993374.1	mRNA.RE05507
XP_004993376.1	mRNA.RE05510
XP_004993377.1	mRNA.RE06509
XP_004993379.1	mRNA.RE11386
XP_004993380.1	mRNA.RE12575
XP_004993389.1	mRNA.RE16437
XP_004993390.1	mRNA.RE09022
XP_004993393.1	mRNA.RE02379
XP_004993396.1	mRNA.RE13499
XP_004993399.1	mRNA.RE16929
XP_004993401.1	mRNA.RE12130
XP_004993403.1	mRNA.RE11374
XP_004993413.1	mRNA.RE04629
XP_004993414.1	mRNA.RE05007
XP_004993419.1	mRNA.RE00499
XP_004993420.1	mRNA.RE15570
XP_004993426.1	mRNA.RE13768
XP_004993427.1	mRNA.RE11949
XP_004993430.1	mRNA.RE01949
XP_004993435.1	mRNA.RE11780
XP_004993436.1	mRNA.RE09359
XP_004993437.1	mRNA.RE13883
XP_004993438.1	mRNA.RE12973
XP_004993444.1	mRNA.RE07414
XP_004993446.1	mRNA.RE14205
XP_004993448.1	mRNA.RE15312
XP_004993450.1	mRNA.RE14697
XP_004993451.1	mRNA.RE12354
XP_004993452.1	mRNA.RE13107
XP_004993458.1	mRNA.RE05240
XP_004993459.1	mRNA.RE11563
XP_004993461.1	mRNA.RE15470
XP_004993467.1	mRNA.RE09970
XP_004993470.1	mRNA.RE12871
XP_004993477.1	mRNA.RE11352
XP_004993481.1	mRNA.RE01165
XP_004993482.1	mRNA.RE13888
XP_004993483.1	mRNA.RE06678
XP_004993486.1	mRNA.RE01958
XP_004993487.1	mRNA.RE07856
XP_004993491.1	mRNA.RE07061
XP_004993500.1	mRNA.RE14562
XP_004993504.1	mRNA.RE14447
XP_004993516.1	mRNA.RE12834
XP_004993517.1	mRNA.RE02754
XP_004993519.1	mRNA.RE09040
XP_004993520.1	mRNA.RE06742
XP_004993521.1	mRNA.RE07430
XP_004993522.1	mRNA.RE13163
XP_004993523.1	mRNA.RE10762
XP_004993529.1	mRNA.RE13508
XP_004993532.1	mRNA.RE04137
XP_004993534.1	mRNA.RE15482
XP_004993539.1	mRNA.RE13555
XP_004993541.1	mRNA.RE09886
XP_004993544.1	mRNA.RE06162
XP_004993554.1	mRNA.RE02432
XP_004993559.1	mRNA.RE00850
XP_004993567.1	mRNA.RE12638
XP_004993568.1	mRNA.RE02985
XP_004993569.1	mRNA.RE07465
XP_004993570.1	mRNA.RE10902
XP_004993571.1	mRNA.RE15620
XP_004993573.1	mRNA.RE09469
XP_004993581.1	mRNA.RE10671
XP_004993586.1	mRNA.RE08520
XP_004993588.1	mRNA.RE12460
XP_004993595.1	mRNA.RE14674
XP_004993596.1	mRNA.RE08147
XP_004993599.1	mRNA.RE03474
XP_004993601.1	mRNA.RE06531
XP_004993603.1	mRNA.RE15266
XP_004993610.1	mRNA.RE09242
XP_004993611.1	mRNA.RE11587
XP_004993612.1	mRNA.RE11361
XP_004993614.1	mRNA.RE14308
XP_004993616.1	mRNA.RE15637
XP_004993617.1	mRNA.RE04863
XP_004993619.1	mRNA.RE15373
XP_004993627.1	mRNA.RE01710
XP_004993631.1	mRNA.RE16080
XP_004993635.1	mRNA.RE08949
XP_004993636.1	mRNA.RE08814
XP_004993637.1	mRNA.RE15188
XP_004993644.1	mRNA.RE12262
XP_004993645.1	mRNA.RE08122
XP_004993650.1	mRNA.RE06677
XP_004993651.1	mRNA.RE00958
XP_004993656.1	mRNA.RE14246
XP_004993662.1	mRNA.RE04452
XP_004993664.1	mRNA.RE11215
XP_004993665.1	mRNA.RE10647
XP_004993671.1	mRNA.RE02006
XP_004993672.1	mRNA.RE04028
XP_004993673.1	mRNA.RE09405
XP_004993674.1	mRNA.RE15313
XP_004993675.1	mRNA.RE13921
XP_004993676.1	mRNA.RE15809
XP_004993677.1	mRNA.RE05836
XP_004993679.1	mRNA.RE06766
XP_004993681.1	mRNA.RE07853
XP_004993687.1	mRNA.RE14931
XP_004993690.1	mRNA.RE10388
XP_004993691.1	mRNA.RE04510
XP_004993692.1	mRNA.RE11136
XP_004993698.1	mRNA.RE11534
XP_004993699.1	mRNA.RE11463
XP_004993710.1	mRNA.RE04752
XP_004993713.1	mRNA.RE08212
XP_004993714.1	mRNA.RE06869
XP_004993720.1	mRNA.RE13192
XP_004993721.1	mRNA.RE01461
XP_004993725.1	mRNA.RE15549
XP_004993726.1	mRNA.RE07492
XP_004993727.1	mRNA.RE15991
XP_004993728.1	mRNA.RE03644
XP_004993729.1	mRNA.RE09959
XP_004993732.1	mRNA.RE09070
XP_004993738.1	mRNA.RE02532
XP_004993745.1	mRNA.RE13782
XP_004993746.1	mRNA.RE11281
XP_004993747.1	mRNA.RE10077
XP_004993748.1	mRNA.RE11806
XP_004993752.1	mRNA.RE08330
XP_004993755.1	mRNA.RE14628
XP_004993756.1	mRNA.RE14627
XP_004993760.1	mRNA.RE03945
XP_004993761.1	mRNA.RE12364
XP_004993763.1	mRNA.RE06253
XP_004993767.1	mRNA.RE02920
XP_004993772.1	mRNA.RE13810
XP_004993774.1	mRNA.RE06348
XP_004993775.1	mRNA.RE03898
XP_004993780.1	mRNA.RE13498
XP_004993789.1	mRNA.RE13927
XP_004993790.1	mRNA.RE05291
XP_004993791.1	mRNA.RE10746
XP_004993792.1	mRNA.RE08962
XP_004993793.1	mRNA.RE11808
XP_004993794.1	mRNA.RE09730
XP_004993799.1	mRNA.RE00402
XP_004993801.1	mRNA.RE08266
XP_004993802.1	mRNA.RE07004
XP_004993804.1	mRNA.RE11265
XP_004993806.1	mRNA.RE06073
XP_004993810.1	mRNA.RE02136
XP_004993811.1	mRNA.RE07724
XP_004993813.1	mRNA.RE07901
XP_004993814.1	mRNA.RE16007
XP_004993816.1	mRNA.RE14385
XP_004993817.1	mRNA.RE09327
XP_004993821.1	mRNA.RE02953
XP_004993824.1	mRNA.RE03486
XP_004993825.1	mRNA.RE07732
XP_004993833.1	mRNA.RE08274
XP_004993836.1	mRNA.RE01436
XP_004993839.1	mRNA.RE15269
XP_004993840.1	mRNA.RE06197
XP_004993850.1	mRNA.RE02205
XP_004993851.1	mRNA.RE05603
XP_004993852.1	mRNA.RE06097
XP_004993853.1	mRNA.RE16634
XP_004993854.1	mRNA.RE01292
XP_004993857.1	mRNA.RE06188
XP_004993859.1	mRNA.RE07113
XP_004993860.1	mRNA.RE14470
XP_004993861.1	mRNA.RE13993
XP_004993864.1	mRNA.RE16340
XP_004993865.1	mRNA.RE14421
XP_004993867.1	mRNA.RE07437
XP_004993869.1	mRNA.RE16172
XP_004993877.1	mRNA.RE06187
XP_004993881.1	mRNA.RE13652
XP_004993885.1	mRNA.RE11908
XP_004993887.1	mRNA.RE15830
XP_004993891.1	mRNA.RE13635
XP_004993892.1	mRNA.RE11426
XP_004993894.1	mRNA.RE10254
XP_004993895.1	mRNA.RE00644
XP_004993896.1	mRNA.RE14426
XP_004993897.1	mRNA.RE05046
XP_004993901.1	mRNA.RE13150
XP_004993907.1	mRNA.RE09112
XP_004993916.1	mRNA.RE12371
XP_004993917.1	mRNA.RE14045
XP_004993918.1	mRNA.RE05743
XP_004993919.1	mRNA.RE09319
XP_004993920.1	mRNA.RE15207
XP_004993923.1	mRNA.RE12142
XP_004993925.1	mRNA.RE13437
XP_004993926.1	mRNA.RE06950
XP_004993931.1	mRNA.RE02560
XP_004993939.1	mRNA.RE02455
XP_004993940.1	mRNA.RE04395
XP_004993941.1	mRNA.RE08167
XP_004993942.1	mRNA.RE04409
XP_004993944.1	mRNA.RE14262
XP_004993945.1	mRNA.RE16704
XP_004993946.1	mRNA.RE05580
XP_004993950.1	mRNA.RE12781
XP_004993953.1	mRNA.RE14607
XP_004993954.1	mRNA.RE15366
XP_004993955.1	mRNA.RE04342
XP_004993958.1	mRNA.RE06710
XP_004993959.1	mRNA.RE09750
XP_004993960.1	mRNA.RE05402
XP_004993969.1	mRNA.RE10126
XP_004993978.1	mRNA.RE17023
XP_004993979.1	mRNA.RE16939
XP_004993982.1	mRNA.RE13355
XP_004993984.1	mRNA.RE00419
XP_004993985.1	mRNA.RE10943
XP_004993987.1	mRNA.RE15546
XP_004993989.1	mRNA.RE02970
XP_004993991.1	mRNA.RE08824
XP_004993999.1	mRNA.RE08048
XP_004994001.1	mRNA.RE16169
XP_004994004.1	mRNA.RE10315
XP_004994008.1	mRNA.RE02627
XP_004994009.1	mRNA.RE14875
XP_004994010.1	mRNA.RE06942
XP_004994011.1	mRNA.RE10515
XP_004994021.1	mRNA.RE14471
XP_004994022.1	mRNA.RE02583
XP_004994023.1	mRNA.RE16975
XP_004994024.1	mRNA.RE16976
XP_004994025.1	mRNA.RE04668
