XP_004987445.1	Hcv1.av93.c2.g1361.i1
XP_004991421.1	Hcv1.av93.c8.g443.i1
XP_004991429.1	Hcv1.av93.c5.g442.i1
XP_004991433.1	Hcv1.av93.c2.g371.i1
XP_004991438.1	Hcv1.av93.c13.g224.i1
XP_004991442.1	Hcv1.av93.c7.g486.i1
XP_004991445.1	Hcv1.av93.c1.g738.i1
XP_004991448.1	Hcv1.av93.c11.g763.i1
XP_004991454.1	Hcv1.av93.c5.g162.i1
XP_004991459.1	Hcv1.av93.c2.g75.i1
XP_004991461.1	Hcv1.av93.c4.g875.i1
XP_004991464.1	Hcv1.av93.c5.g245.i1
XP_004991465.1	Hcv1.av93.c8.g583.i1
XP_004991468.1	Hcv1.av93.c4.g850.i1
XP_004991469.1	Hcv1.av93.c10.g520.i1
XP_004991470.1	Hcv1.av93.c11.g258.i1
XP_004991473.1	Hcv1.av93.c13.g16.i1
XP_004991476.1	Hcv1.av93.c3.g448.i1
XP_004991477.1	Hcv1.av93.c8.g846.i1
XP_004991478.1	Hcv1.av93.c2.g702.i1
XP_004991480.1	Hcv1.av93.c3.g1184.i1
XP_004991483.1	Hcv1.av93.c9.g317.i1
XP_004991485.1	Hcv1.av93.c8.g698.i1
XP_004991487.1	Hcv1.av93.c2.g56.i1
XP_004991488.1	Hcv1.av93.c4.g264.i3
XP_004991489.1	Hcv1.av93.c5.g113.i1
XP_004991492.1	Hcv1.av93.c9.g247.i1
XP_004991493.1	Hcv1.av93.c2.g1096.i1
XP_004991500.1	Hcv1.av93.c7.g654.i1
XP_004991503.1	Hcv1.av93.c9.g60.i1
XP_004991506.1	Hcv1.av93.c10.g710.i1
XP_004991509.1	Hcv1.av93.c6.g1023.i1
XP_004991510.1	Hcv1.av93.c5.g862.i2
XP_004991521.1	Hcv1.av93.c3.g346.i1
XP_004991523.1	Hcv1.av93.c2.g317.i1
XP_004991525.1	Hcv1.av93.c7.g703.i1
XP_004991530.1	Hcv1.av93.c5.g536.i1
XP_004991531.1	Hcv1.av93.c11.g772.i1
XP_004991532.1	Hcv1.av93.c5.g588.i1
XP_004991538.1	Hcv1.av93.c8.g602.i1
XP_004991539.1	Hcv1.av93.c6.g131.i1
XP_004991547.1	Hcv1.av93.c3.g428.i1
XP_004991549.1	Hcv1.av93.c12.g191.i3
XP_004991552.1	Hcv1.av93.c3.g408.i1
XP_004991562.1	Hcv1.av93.c8.g422.i1
XP_004991563.1	Hcv1.av93.c1.g1261.i1
XP_004991565.1	Hcv1.av93.c2.g1488.i1
XP_004991569.1	Hcv1.av93.c7.g354.i1
XP_004991572.1	Hcv1.av93.c5.g917.i1
XP_004991574.1	Hcv1.av93.c12.g67.i1
XP_004991575.1	Hcv1.av93.c3.g535.i1
XP_004991579.1	Hcv1.av93.c11.g842.i1
XP_004991580.1	Hcv1.av93.c9.g491.i1
XP_004991583.1	Hcv1.av93.c9.g899.i1
XP_004991584.1	Hcv1.av93.c2.g1055.i1
XP_004991585.1	Hcv1.av93.c12.g518.i1
XP_004991590.1	Hcv1.av93.c7.g275.i1
XP_004991593.1	Hcv1.av93.c8.g853.i1
XP_004991594.1	Hcv1.av93.c7.g10.i2
XP_004991598.1	Hcv1.av93.c6.g265.i1
XP_004991602.1	Hcv1.av93.c8.g687.i1
XP_004991607.1	Hcv1.av93.c6.g1185.i1
XP_004991609.1	Hcv1.av93.c2.g1297.i1
XP_004991610.1	Hcv1.av93.c3.g1289.i3
XP_004991613.1	Hcv1.av93.c12.g438.i1
XP_004991614.1	Hcv1.av93.c9.g797.i1
XP_004991620.1	Hcv1.av93.c1.g938.i1
XP_004991628.1	Hcv1.av93.c1.g648.i1
XP_004991629.1	Hcv1.av93.c2.g663.i1
XP_004991632.1	Hcv1.av93.c6.g460.i1
XP_004991634.1	Hcv1.av93.c1.g677.i1
XP_004991636.1	Hcv1.av93.c8.g802.i1
XP_004991638.1	Hcv1.av93.c2.g1103.i1
XP_004991657.1	Hcv1.av93.c1.g770.i1
XP_004991659.1	Hcv1.av93.c3.g690.i1
XP_004991660.1	Hcv1.av93.c2.g1604.i1
XP_004991669.1	Hcv1.av93.c6.g584.i1
XP_004991671.1	Hcv1.av93.c6.g121.i1
XP_004991673.1	Hcv1.av93.c3.g1151.i1
XP_004991683.1	Hcv1.av93.c6.g608.i2
XP_004991690.1	Hcv1.av93.c5.g742.i1
XP_004991691.1	Hcv1.av93.c5.g1255.i1
XP_004991692.1	Hcv1.av93.c12.g291.i1
XP_004991695.1	Hcv1.av93.c6.g892.i1
XP_004991696.1	Hcv1.av93.c8.g626.i1
XP_004991697.1	Hcv1.av93.c3.g1051.i1
XP_004991698.1	Hcv1.av93.c5.g458.i1
XP_004991702.1	Hcv1.av93.c2.g222.i1
XP_004991707.1	Hcv1.av93.c1.g759.i1
XP_004991711.1	Hcv1.av93.c3.g473.i1
XP_004991712.1	Hcv1.av93.c9.g175.i1
XP_004991714.1	Hcv1.av93.c6.g305.i1
XP_004991715.1	Hcv1.av93.c11.g23.i1
XP_004991717.1	Hcv1.av93.c10.g105.i2
XP_004991724.1	Hcv1.av93.c3.g790.i1
XP_004991725.1	Hcv1.av93.c5.g922.i1
XP_004991730.1	Hcv1.av93.c9.g482.i1
XP_004991734.1	Hcv1.av93.c2.g1172.i1
XP_004991735.1	Hcv1.av93.c7.g17.i1
XP_004991736.1	Hcv1.av93.c2.g952.i2
XP_004991745.1	Hcv1.av93.c1.g257.i1
XP_004991748.1	Hcv1.av93.c8.g725.i1
XP_004991754.1	Hcv1.av93.c7.g443.i1
XP_004991759.1	Hcv1.av93.c7.g1.i1
XP_004991760.1	Hcv1.av93.c1.g120.i1
XP_004991763.1	Hcv1.av93.c3.g901.i1
XP_004991764.1	Hcv1.av93.c7.g251.i1
XP_004991766.1	Hcv1.av93.c11.g483.i1
XP_004991767.1	Hcv1.av93.c8.g807.i1
XP_004991768.1	Hcv1.av93.c5.g1228.i1
XP_004991769.1	Hcv1.av93.c1.g1181.i1
XP_004991790.1	Hcv1.av93.c11.g232.i1
XP_004991794.1	Hcv1.av93.c2.g1592.i2
XP_004991795.1	Hcv1.av93.c1.g129.i1
XP_004991798.1	Hcv1.av93.c8.g349.i1
XP_004991817.1	Hcv1.av93.c8.g457.i1
XP_004991820.1	Hcv1.av93.c5.g20.i1
XP_004991825.1	Hcv1.av93.c3.g799.i1
XP_004991826.1	Hcv1.av93.c5.g725.i1
XP_004991829.1	Hcv1.av93.c4.g765.i1
XP_004991830.1	Hcv1.av93.c2.g1141.i1
XP_004991831.1	Hcv1.av93.c6.g1083.i1
XP_004991833.1	Hcv1.av93.c1.g1293.i1
XP_004991836.1	Hcv1.av93.c3.g619.i1
XP_004991839.1	Hcv1.av93.c13.g640.i1
XP_004991840.1	Hcv1.av93.c6.g658.i1
XP_004991841.1	Hcv1.av93.c6.g1010.i1
XP_004991843.1	Hcv1.av93.c7.g243.i1
XP_004991844.1	Hcv1.av93.c1.g1384.i1
XP_004991846.1	Hcv1.av93.c7.g1065.i1
XP_004991848.1	Hcv1.av93.c13.g239.i1
XP_004991850.1	Hcv1.av93.c11.g628.i1
XP_004991864.1	Hcv1.av93.c5.g355.i1
XP_004991876.1	Hcv1.av93.c2.g619.i1
XP_004991877.1	Hcv1.av93.c9.g504.i1
XP_004991878.1	Hcv1.av93.c9.g28.i1
XP_004991879.1	Hcv1.av93.c11.g760.i1
XP_004991880.1	Hcv1.av93.c5.g729.i1
XP_004991881.1	Hcv1.av93.c2.g125.i1
XP_004991884.1	Hcv1.av93.c6.g874.i1
XP_004991885.1	Hcv1.av93.c3.g175.i1
XP_004991886.1	Hcv1.av93.c8.g525.i1
XP_004991887.1	Hcv1.av93.c2.g839.i1
XP_004991890.1	Hcv1.av93.c7.g409.i1
XP_004991892.1	Hcv1.av93.c3.g1019.i1
XP_004991893.1	Hcv1.av93.c3.g909.i1
XP_004991895.1	Hcv1.av93.c2.g537.i1
XP_004991898.1	Hcv1.av93.c6.g1101.i1
XP_004991908.1	Hcv1.av93.c3.g595.i1
XP_004991912.1	Hcv1.av93.c10.g235.i1
XP_004991913.1	Hcv1.av93.c2.g40.i1
XP_004991919.1	Hcv1.av93.c2.g527.i1
XP_004991921.1	Hcv1.av93.c10.g270.i1
XP_004991930.1	Hcv1.av93.c13.g220.i1
XP_004991937.1	Hcv1.av93.c5.g824.i1
XP_004991946.1	Hcv1.av93.c9.g82.i1
XP_004991948.1	Hcv1.av93.c1.g601.i1
XP_004991949.1	Hcv1.av93.c5.g104.i1
XP_004991950.1	Hcv1.av93.c9.g605.i1
XP_004991952.1	Hcv1.av93.c1.g1565.i1
XP_004991959.1	Hcv1.av93.c1.g786.i1
XP_004991961.1	Hcv1.av93.c3.g1032.i1
XP_004991963.1	Hcv1.av93.c5.g907.i1
XP_004991968.1	Hcv1.av93.c3.g1083.i1
XP_004991969.1	Hcv1.av93.c3.g1183.i1
XP_004991970.1	Hcv1.av93.c11.g1012.i1
XP_004991974.1	Hcv1.av93.c2.g1557.i2
XP_004991976.1	Hcv1.av93.c1.g1155.i4
XP_004991981.1	Hcv1.av93.c6.g310.i1
XP_004991982.1	Hcv1.av93.c3.g228.i1
XP_004991987.1	Hcv1.av93.c5.g242.i1
XP_004991988.1	Hcv1.av93.c3.g1150.i2
XP_004991989.1	Hcv1.av93.c9.g382.i1
XP_004991990.1	Hcv1.av93.c3.g543.i1
XP_004991991.1	Hcv1.av93.c3.g1176.i1
XP_004992001.1	Hcv1.av93.c6.g625.i1
XP_004992007.1	Hcv1.av93.c6.g257.i1
XP_004992008.1	Hcv1.av93.c9.g46.i1
XP_004992010.1	Hcv1.av93.c2.g1637.i1
XP_004992013.1	Hcv1.av93.c3.g340.i1
XP_004992015.1	Hcv1.av93.c8.g209.i1
XP_004992020.1	Hcv1.av93.c9.g557.i1
XP_004992027.1	Hcv1.av93.c1.g1058.i1
XP_004992032.1	Hcv1.av93.c5.g670.i1
XP_004992033.1	Hcv1.av93.c3.g102.i1
XP_004992038.1	Hcv1.av93.c9.g258.i1
XP_004992039.1	Hcv1.av93.c7.g640.i1
XP_004992045.1	Hcv1.av93.c9.g456.i1
XP_004992046.1	Hcv1.av93.c8.g665.i1
XP_004992048.1	Hcv1.av93.c11.g102.i1
XP_004992050.1	Hcv1.av93.c3.g777.i1
XP_004992055.1	Hcv1.av93.c6.g487.i1
XP_004992056.1	Hcv1.av93.c2.g817.i1
XP_004992060.1	Hcv1.av93.c12.g25.i1
XP_004992063.1	Hcv1.av93.c6.g770.i1
XP_004992065.1	Hcv1.av93.c5.g614.i1
XP_004992070.1	Hcv1.av93.c3.g961.i1
XP_004992071.1	Hcv1.av93.c3.g651.i1
XP_004992073.1	Hcv1.av93.c2.g841.i1
XP_004992075.1	Hcv1.av93.c4.g182.i1
XP_004992078.1	Hcv1.av93.c1.g773.i1
XP_004992087.1	Hcv1.av93.c1.g1461.i1
XP_004992088.1	Hcv1.av93.c3.g721.i1
XP_004992097.1	Hcv1.av93.c1.g1527.i1
XP_004992098.1	Hcv1.av93.c2.g1295.i1
XP_004992101.1	Hcv1.av93.c9.g91.i1
XP_004992102.1	Hcv1.av93.c1.g1028.i1
XP_004992103.1	Hcv1.av93.c11.g660.i1
XP_004992107.1	Hcv1.av93.c11.g933.i1
XP_004992113.1	Hcv1.av93.c6.g407.i1
XP_004992114.1	Hcv1.av93.c1.g1040.i1
XP_004992118.1	Hcv1.av93.c4.g252.i1
XP_004992128.1	Hcv1.av93.c2.g1524.i2
XP_004992129.1	Hcv1.av93.c2.g1390.i1
XP_004992130.1	Hcv1.av93.c4.g768.i1
XP_004992132.1	Hcv1.av93.c8.g833.i1
XP_004992133.1	Hcv1.av93.c1.g997.i1
XP_004992137.1	Hcv1.av93.c7.g589.i1
XP_004992138.1	Hcv1.av93.c1.g1092.i1
XP_004992140.1	Hcv1.av93.c3.g664.i1
XP_004992141.1	Hcv1.av93.c1.g499.i1
XP_004992142.1	Hcv1.av93.c6.g1030.i1
XP_004992155.1	Hcv1.av93.c11.g65.i3
XP_004992156.1	Hcv1.av93.c8.g532.i1
XP_004992157.1	Hcv1.av93.c1.g1576.i1
XP_004992160.1	Hcv1.av93.c7.g642.i2
XP_004992162.1	Hcv1.av93.c6.g501.i1
XP_004992164.1	Hcv1.av93.c3.g996.i1
XP_004992167.1	Hcv1.av93.c5.g350.i1
XP_004992172.1	Hcv1.av93.c5.g856.i1
XP_004992176.1	Hcv1.av93.c6.g880.i3
XP_004992180.1	Hcv1.av93.c13.g343.i1
XP_004992193.1	Hcv1.av93.c8.g722.i1
XP_004992194.1	Hcv1.av93.c1.g803.i1
XP_004992203.1	Hcv1.av93.c2.g514.i1
XP_004992207.1	Hcv1.av93.c13.g399.i1
XP_004992210.1	Hcv1.av93.c5.g773.i1
XP_004992214.1	Hcv1.av93.c3.g801.i1
XP_004992215.1	Hcv1.av93.c8.g20.i1
XP_004992218.1	Hcv1.av93.c3.g179.i2
XP_004992224.1	Hcv1.av93.c8.g744.i1
XP_004992225.1	Hcv1.av93.c3.g88.i2
XP_004992228.1	Hcv1.av93.c1.g44.i1
XP_004992238.1	Hcv1.av93.c1.g28.i2
XP_004992243.1	Hcv1.av93.c1.g1549.i1
XP_004992244.1	Hcv1.av93.c7.g290.i7
XP_004992264.1	Hcv1.av93.c7.g477.i1
XP_004992269.1	Hcv1.av93.c4.g894.i1
XP_004992271.1	Hcv1.av93.c10.g280.i1
XP_004992273.1	Hcv1.av93.c3.g456.i1
XP_004992278.1	Hcv1.av93.c10.g314.i1
XP_004992281.1	Hcv1.av93.c3.g1316.i1
XP_004992283.1	Hcv1.av93.c9.g41.i1
XP_004992285.1	Hcv1.av93.c1.g1137.i1
XP_004992289.1	Hcv1.av93.c3.g606.i1
XP_004992291.1	Hcv1.av93.c3.g98.i1
XP_004992293.1	Hcv1.av93.c10.g5.i1
XP_004992296.1	Hcv1.av93.c8.g284.i1
XP_004992298.1	Hcv1.av93.c3.g1149.i1
XP_004992299.1	Hcv1.av93.c8.g952.i1
XP_004992300.1	Hcv1.av93.c2.g521.i1
XP_004992304.1	Hcv1.av93.c13.g290.i1
XP_004992305.1	Hcv1.av93.c2.g1097.i1
XP_004992306.1	Hcv1.av93.c4.g565.i1
XP_004992313.1	Hcv1.av93.c12.g368.i1
XP_004992315.1	Hcv1.av93.c1.g1365.i1
XP_004992317.1	Hcv1.av93.c2.g994.i1
XP_004992318.1	Hcv1.av93.c6.g280.i1
XP_004992323.1	Hcv1.av93.c2.g550.i1
XP_004992325.1	Hcv1.av93.c2.g894.i2
XP_004992326.1	Hcv1.av93.c11.g922.i1
XP_004992327.1	Hcv1.av93.c5.g653.i1
XP_004992330.1	Hcv1.av93.c9.g897.i3
XP_004992337.1	Hcv1.av93.c10.g59.i2
XP_004992338.1	Hcv1.av93.c7.g13.i1
XP_004992339.1	Hcv1.av93.c4.g258.i1
XP_004992340.1	Hcv1.av93.c5.g416.i1
XP_004992341.1	Hcv1.av93.c13.g430.i1
XP_004992345.1	Hcv1.av93.c6.g866.i2
XP_004992346.1	Hcv1.av93.c9.g930.i1
XP_004992347.1	Hcv1.av93.c5.g10.i1
XP_004992348.1	Hcv1.av93.c4.g325.i1
XP_004992349.1	Hcv1.av93.c10.g184.i1
XP_004992350.1	Hcv1.av93.c10.g331.i1
XP_004992352.1	Hcv1.av93.c1.g1302.i1
XP_004992362.1	Hcv1.av93.c1.g1714.i1
XP_004992369.1	Hcv1.av93.c1.g1073.i1
XP_004992370.1	Hcv1.av93.c2.g1411.i1
XP_004992371.1	Hcv1.av93.c5.g702.i1
XP_004992372.1	Hcv1.av93.c5.g239.i1
XP_004992373.1	Hcv1.av93.c2.g102.i1
XP_004992375.1	Hcv1.av93.c1.g585.i1
XP_004992376.1	Hcv1.av93.c6.g842.i1
XP_004992377.1	Hcv1.av93.c13.g364.i1
XP_004992378.1	Hcv1.av93.c4.g696.i1
XP_004992379.1	Hcv1.av93.c11.g975.i1
XP_004992381.1	Hcv1.av93.c2.g673.i1
XP_004992382.1	Hcv1.av93.c12.g29.i1
XP_004992385.1	Hcv1.av93.c8.g276.i1
XP_004992387.1	Hcv1.av93.c2.g1328.i1
XP_004992389.1	Hcv1.av93.c3.g526.i1
XP_004992391.1	Hcv1.av93.c1.g1583.i1
XP_004992393.1	Hcv1.av93.c6.g137.i1
XP_004992409.1	Hcv1.av93.c2.g1247.i1
XP_004992412.1	Hcv1.av93.c2.g1169.i1
XP_004992413.1	Hcv1.av93.c2.g947.i1
XP_004992417.1	Hcv1.av93.c2.g705.i1
XP_004992418.1	Hcv1.av93.c2.g1221.i2
XP_004992419.1	Hcv1.av93.c7.g218.i1
XP_004992427.1	Hcv1.av93.c2.g1135.i3
XP_004992443.1	Hcv1.av93.c10.g159.i2
XP_004992449.1	Hcv1.av93.c2.g765.i1
XP_004992453.1	Hcv1.av93.c8.g405.i1
XP_004992458.1	Hcv1.av93.c2.g1445.i1
XP_004992459.1	Hcv1.av93.c1.g1690.i1
XP_004992460.1	Hcv1.av93.c2.g1632.i1
XP_004992462.1	Hcv1.av93.c2.g625.i1
XP_004992467.1	Hcv1.av93.c6.g623.i1
XP_004992475.1	Hcv1.av93.c3.g1261.i1
XP_004992486.1	Hcv1.av93.c13.g241.i1
XP_004992490.1	Hcv1.av93.c2.g20.i2
XP_004992494.1	Hcv1.av93.c9.g118.i1
XP_004992500.1	Hcv1.av93.c10.g515.i1
XP_004992505.1	Hcv1.av93.c5.g130.i1
XP_004992508.1	Hcv1.av93.c2.g1206.i1
XP_004992513.1	Hcv1.av93.c8.g445.i1
XP_004992515.1	Hcv1.av93.c1.g1178.i1
XP_004992518.1	Hcv1.av93.c1.g740.i1
XP_004992519.1	Hcv1.av93.c7.g245.i1
XP_004992524.1	Hcv1.av93.c1.g362.i1
XP_004992525.1	Hcv1.av93.c6.g410.i1
XP_004992526.1	Hcv1.av93.c7.g279.i1
XP_004992529.1	Hcv1.av93.c6.g157.i1
XP_004992531.1	Hcv1.av93.c2.g577.i1
XP_004992532.1	Hcv1.av93.c6.g1077.i1
XP_004992534.1	Hcv1.av93.c7.g389.i1
XP_004992536.1	Hcv1.av93.c11.g632.i1
XP_004992538.1	Hcv1.av93.c7.g1060.i1
XP_004992540.1	Hcv1.av93.c7.g20.i1
XP_004992541.1	Hcv1.av93.c2.g1432.i1
XP_004992542.1	Hcv1.av93.c3.g1351.i1
XP_004992545.1	Hcv1.av93.c6.g785.i2
XP_004992546.1	Hcv1.av93.c6.g660.i1
XP_004992547.1	Hcv1.av93.c9.g422.i1
XP_004992552.1	Hcv1.av93.c2.g1018.i1
XP_004992553.1	Hcv1.av93.c4.g596.i1
XP_004992555.1	Hcv1.av93.c5.g553.i1
XP_004992559.1	Hcv1.av93.c12.g164.i1
XP_004992561.1	Hcv1.av93.c2.g1651.i1
XP_004992567.1	Hcv1.av93.c1.g766.i1
XP_004992570.1	Hcv1.av93.c2.g960.i1
XP_004992572.1	Hcv1.av93.c8.g668.i1
XP_004992578.1	Hcv1.av93.c8.g157.i1
XP_004992580.1	Hcv1.av93.c6.g665.i1
XP_004992581.1	Hcv1.av93.c9.g53.i1
XP_004992585.1	Hcv1.av93.c4.g568.i1
XP_004992590.1	Hcv1.av93.c3.g1160.i1
XP_004992593.1	Hcv1.av93.c3.g407.i1
XP_004992594.1	Hcv1.av93.c1.g525.i1
XP_004992601.1	Hcv1.av93.c1.g1024.i1
XP_004992607.1	Hcv1.av93.c6.g156.i1
XP_004992614.1	Hcv1.av93.c5.g708.i1
XP_004992617.1	Hcv1.av93.c11.g218.i1
XP_004992619.1	Hcv1.av93.c5.g1245.i1
XP_004992624.1	Hcv1.av93.c2.g1288.i1
XP_004992625.1	Hcv1.av93.c6.g661.i1
XP_004992626.1	Hcv1.av93.c2.g728.i2
XP_004992628.1	Hcv1.av93.c5.g223.i1
XP_004992629.1	Hcv1.av93.c9.g920.i1
XP_004992634.1	Hcv1.av93.c7.g26.i1
XP_004992635.1	Hcv1.av93.c1.g1315.i1
XP_004992636.1	Hcv1.av93.c11.g929.i1
XP_004992637.1	Hcv1.av93.c12.g169.i1
XP_004992638.1	Hcv1.av93.c1.g751.i3
XP_004992642.1	Hcv1.av93.c7.g408.i1
XP_004992643.1	Hcv1.av93.c4.g412.i1
XP_004992644.1	Hcv1.av93.c7.g482.i1
XP_004992645.1	Hcv1.av93.c4.g796.i1
XP_004992648.1	Hcv1.av93.c5.g508.i1
XP_004992652.1	Hcv1.av93.c6.g205.i1
XP_004992653.1	Hcv1.av93.c13.g667.i1
XP_004992655.1	Hcv1.av93.c6.g436.i1
XP_004992656.1	Hcv1.av93.c5.g559.i1
XP_004992657.1	Hcv1.av93.c6.g567.i1
XP_004992659.1	Hcv1.av93.c9.g131.i1
XP_004992662.1	Hcv1.av93.c4.g269.i1
XP_004992663.1	Hcv1.av93.c11.g606.i1
XP_004992667.1	Hcv1.av93.c8.g477.i1
XP_004992668.1	Hcv1.av93.c3.g1089.i1
XP_004992669.1	Hcv1.av93.c8.g198.i3
XP_004992670.1	Hcv1.av93.c7.g1003.i1
XP_004992671.1	Hcv1.av93.c8.g225.i1
XP_004992672.1	Hcv1.av93.c3.g455.i1
XP_004992673.1	Hcv1.av93.c11.g972.i1
XP_004992677.1	Hcv1.av93.c11.g967.i1
XP_004992678.1	Hcv1.av93.c1.g1333.i1
XP_004992679.1	Hcv1.av93.c1.g1089.i1
XP_004992693.1	Hcv1.av93.c13.g287.i1
XP_004992697.1	Hcv1.av93.c8.g649.i1
XP_004992698.1	Hcv1.av93.c2.g1048.i1
XP_004992700.1	Hcv1.av93.c13.g419.i1
XP_004992701.1	Hcv1.av93.c4.g664.i2
XP_004992702.1	Hcv1.av93.c7.g1067.i1
XP_004992703.1	Hcv1.av93.c7.g682.i1
XP_004992706.1	Hcv1.av93.c9.g327.i1
XP_004992707.1	Hcv1.av93.c1.g1598.i3
XP_004992708.1	Hcv1.av93.c8.g455.i1
XP_004992709.1	Hcv1.av93.c5.g160.i1
XP_004992715.1	Hcv1.av93.c11.g589.i2
XP_004992718.1	Hcv1.av93.c3.g389.i1
XP_004992719.1	Hcv1.av93.c3.g487.i2
XP_004992726.1	Hcv1.av93.c9.g650.i1
XP_004992735.1	Hcv1.av93.c12.g98.i1
XP_004992737.1	Hcv1.av93.c2.g296.i1
XP_004992738.1	Hcv1.av93.c2.g1486.i2
XP_004992740.1	Hcv1.av93.c4.g66.i1
XP_004992742.1	Hcv1.av93.c2.g531.i1
XP_004992746.1	Hcv1.av93.c11.g979.i1
XP_004992747.1	Hcv1.av93.c9.g806.i1
XP_004992748.1	Hcv1.av93.c10.g77.i1
XP_004992749.1	Hcv1.av93.c5.g642.i1
XP_004992750.1	Hcv1.av93.c1.g222.i1
XP_004992752.1	Hcv1.av93.c8.g911.i1
XP_004992754.1	Hcv1.av93.c11.g963.i3
XP_004992755.1	Hcv1.av93.c11.g1035.i1
XP_004992756.1	Hcv1.av93.c10.g568.i2
XP_004992757.1	Hcv1.av93.c9.g66.i1
XP_004992758.1	Hcv1.av93.c2.g246.i1
XP_004992762.1	Hcv1.av93.c8.g57.i5
XP_004992765.1	Hcv1.av93.c7.g860.i1
XP_004992766.1	Hcv1.av93.c3.g898.i1
XP_004992768.1	Hcv1.av93.c7.g845.i2
XP_004992776.1	Hcv1.av93.c2.g192.i1
XP_004992777.1	Hcv1.av93.c5.g987.i1
XP_004992779.1	Hcv1.av93.c13.g165.i3
XP_004992781.1	Hcv1.av93.c9.g298.i1
XP_004992783.1	Hcv1.av93.c11.g887.i1
XP_004992787.1	Hcv1.av93.c5.g1048.i1
XP_004992788.1	Hcv1.av93.c13.g456.i1
XP_004992789.1	Hcv1.av93.c11.g52.i1
XP_004992790.1	Hcv1.av93.c7.g203.i1
XP_004992795.1	Hcv1.av93.c13.g474.i1
XP_004992800.1	Hcv1.av93.c7.g216.i1
XP_004992802.1	Hcv1.av93.c2.g1238.i1
XP_004992804.1	Hcv1.av93.c8.g112.i1
XP_004992805.1	Hcv1.av93.c5.g297.i1
XP_004992811.1	Hcv1.av93.c2.g212.i1
XP_004992812.1	Hcv1.av93.c4.g870.i1
XP_004992816.1	Hcv1.av93.c8.g452.i1
XP_004992820.1	Hcv1.av93.c3.g897.i1
XP_004992822.1	Hcv1.av93.c12.g143.i1
XP_004992823.1	Hcv1.av93.c6.g581.i1
XP_004992825.1	Hcv1.av93.c11.g11.i1
XP_004992830.1	Hcv1.av93.c3.g1241.i1
XP_004992831.1	Hcv1.av93.c8.g266.i1
XP_004992839.1	Hcv1.av93.c7.g725.i1
XP_004992840.1	Hcv1.av93.c10.g46.i1
XP_004992843.1	Hcv1.av93.c12.g184.i2
XP_004992867.1	Hcv1.av93.c5.g340.i1
XP_004992875.1	Hcv1.av93.c6.g434.i1
XP_004992882.1	Hcv1.av93.c2.g1373.i1
XP_004992884.1	Hcv1.av93.c11.g172.i2
XP_004992885.1	Hcv1.av93.c5.g863.i1
XP_004992886.1	Hcv1.av93.c7.g1024.i1
XP_004992887.1	Hcv1.av93.c5.g958.i1
XP_004992888.1	Hcv1.av93.c1.g122.i1
XP_004992889.1	Hcv1.av93.c13.g544.i1
XP_004992890.1	Hcv1.av93.c11.g421.i1
XP_004992891.1	Hcv1.av93.c7.g21.i1
XP_004992892.1	Hcv1.av93.c6.g1118.i2
XP_004992901.1	Hcv1.av93.c9.g219.i1
XP_004992902.1	Hcv1.av93.c2.g922.i1
XP_004992912.1	Hcv1.av93.c7.g556.i1
XP_004992916.1	Hcv1.av93.c9.g369.i1
XP_004992918.1	Hcv1.av93.c7.g280.i1
XP_004992929.1	Hcv1.av93.c2.g345.i3
XP_004992944.1	Hcv1.av93.c2.g618.i1
XP_004992966.1	Hcv1.av93.c5.g1192.i1
XP_004992967.1	Hcv1.av93.c3.g1167.i1
XP_004992968.1	Hcv1.av93.c5.g111.i1
XP_004992975.1	Hcv1.av93.c1.g1465.i1
XP_004992983.1	Hcv1.av93.c1.g1396.i3
XP_004992985.1	Hcv1.av93.c2.g1093.i1
XP_004992991.1	Hcv1.av93.c12.g104.i1
XP_004992993.1	Hcv1.av93.c1.g1478.i1
XP_004992995.1	Hcv1.av93.c6.g138.i1
XP_004992997.1	Hcv1.av93.c6.g676.i1
XP_004993017.1	Hcv1.av93.c1.g466.i1
XP_004993019.1	Hcv1.av93.c7.g1066.i1
XP_004993021.1	Hcv1.av93.c9.g396.i1
XP_004993023.1	Hcv1.av93.c5.g501.i1
XP_004993025.1	Hcv1.av93.c3.g719.i1
XP_004993027.1	Hcv1.av93.c3.g789.i1
XP_004993029.1	Hcv1.av93.c13.g109.i1
XP_004993030.1	Hcv1.av93.c6.g53.i1
XP_004993040.1	Hcv1.av93.c13.g355.i1
XP_004993041.1	Hcv1.av93.c13.g38.i2
XP_004993042.1	Hcv1.av93.c9.g295.i1
XP_004993044.1	Hcv1.av93.c8.g201.i1
XP_004993046.1	Hcv1.av93.c2.g951.i1
XP_004993049.1	Hcv1.av93.c2.g1267.i1
XP_004993052.1	Hcv1.av93.c5.g155.i1
XP_004993053.1	Hcv1.av93.c8.g828.i1
XP_004993055.1	Hcv1.av93.c9.g842.i1
XP_004993056.1	Hcv1.av93.c12.g59.i1
XP_004993063.1	Hcv1.av93.c3.g504.i1
XP_004993065.1	Hcv1.av93.c3.g267.i1
XP_004993066.1	Hcv1.av93.c4.g868.i1
XP_004993070.1	Hcv1.av93.c1.g869.i1
XP_004993074.1	Hcv1.av93.c5.g311.i1
XP_004993075.1	Hcv1.av93.c2.g751.i1
XP_004993077.1	Hcv1.av93.c3.g265.i1
XP_004993079.1	Hcv1.av93.c9.g273.i1
XP_004993080.1	Hcv1.av93.c6.g779.i1
