XP_004340462.2	Hcv1.av93.c2.g1172.i1
XP_004346677.1	Hcv1.av93.c5.g1328.i1
XP_004346679.1	Hcv1.av93.c11.g458.i1
XP_004346691.1	Hcv1.av93.c10.g13.i3
XP_004346693.2	Hcv1.av93.c1.g1346.i1
XP_004346694.1	Hcv1.av93.c1.g1431.i1
XP_004346695.1	Hcv1.av93.c9.g588.i1
XP_004346696.1	Hcv1.av93.c7.g204.i1
XP_004346697.1	Hcv1.av93.c4.g138.i1
XP_004346698.2	Hcv1.av93.c5.g961.i1
XP_004346701.1	Hcv1.av93.c1.g1150.i1
XP_004346702.1	Hcv1.av93.c1.g1049.i1
XP_004346703.1	Hcv1.av93.c2.g228.i1
XP_004346704.1	Hcv1.av93.c1.g803.i1
XP_004346706.2	Hcv1.av93.c11.g483.i1
XP_004346707.1	Hcv1.av93.c9.g482.i1
XP_004346708.1	Hcv1.av93.c12.g164.i1
XP_004346709.1	Hcv1.av93.c1.g548.i1
XP_004346712.2	Hcv1.av93.c4.g378.i1
XP_004346720.2	Hcv1.av93.c6.g138.i1
XP_004346721.1	Hcv1.av93.c10.g583.i1
XP_004346722.2	Hcv1.av93.c1.g1058.i1
XP_004346728.2	Hcv1.av93.c1.g1164.i1
XP_004346729.1	Hcv1.av93.c11.g236.i1
XP_004346730.1	Hcv1.av93.c5.g291.i1
XP_004346733.1	Hcv1.av93.c10.g100.i1
XP_004346735.2	Hcv1.av93.c9.g54.i1
XP_004346736.2	Hcv1.av93.c6.g1020.i1
XP_004346738.1	Hcv1.av93.c5.g424.i2
XP_004346740.1	Hcv1.av93.c3.g908.i1
XP_004346741.2	Hcv1.av93.c6.g332.i1
XP_004346742.1	Hcv1.av93.c9.g139.i1
XP_004346745.2	Hcv1.av93.c12.g261.i1
XP_004346747.2	Hcv1.av93.c11.g626.i1
XP_004346749.1	Hcv1.av93.c5.g869.i1
XP_004346753.1	Hcv1.av93.c2.g559.i1
XP_004346755.1	Hcv1.av93.c8.g552.i1
XP_004346757.1	Hcv1.av93.c4.g369.i1
XP_004346759.2	Hcv1.av93.c9.g668.i1
XP_004346760.2	Hcv1.av93.c1.g1372.i1
XP_004346761.2	Hcv1.av93.c2.g107.i1
XP_004346767.1	Hcv1.av93.c5.g176.i1
XP_004346769.1	Hcv1.av93.c10.g555.i3
XP_004346773.1	Hcv1.av93.c11.g238.i1
XP_004346776.2	Hcv1.av93.c7.g822.i1
XP_004346780.1	Hcv1.av93.c6.g1271.i1
XP_004346781.2	Hcv1.av93.c3.g728.i1
XP_004346782.2	Hcv1.av93.c5.g874.i1
XP_004346783.2	Hcv1.av93.c3.g176.i2
XP_004346786.2	Hcv1.av93.c13.g140.i1
XP_004346799.2	Hcv1.av93.c1.g1358.i1
XP_004346801.2	Hcv1.av93.c6.g906.i1
XP_004346802.2	Hcv1.av93.c1.g680.i1
XP_004346803.2	Hcv1.av93.c1.g699.i1
XP_004346805.2	Hcv1.av93.c7.g703.i1
XP_004346806.1	Hcv1.av93.c1.g121.i1
XP_004346807.2	Hcv1.av93.c6.g182.i1
XP_004346808.1	Hcv1.av93.c8.g438.i2
XP_004346810.1	Hcv1.av93.c2.g267.i1
XP_004346813.1	Hcv1.av93.c6.g47.i1
XP_004346814.2	Hcv1.av93.c8.g907.i1
XP_004346816.2	Hcv1.av93.c6.g271.i1
XP_004346817.1	Hcv1.av93.c1.g1582.i1
XP_004346818.1	Hcv1.av93.c9.g152.i1
XP_004346821.1	Hcv1.av93.c5.g42.i1
XP_004346825.2	Hcv1.av93.c3.g227.i1
XP_004346826.2	Hcv1.av93.c6.g79.i1
XP_004346827.2	Hcv1.av93.c3.g579.i1
XP_004346828.1	Hcv1.av93.c2.g978.i1
XP_004346830.1	Hcv1.av93.c3.g893.i1
XP_004346835.2	Hcv1.av93.c1.g1256.i1
XP_004346836.1	Hcv1.av93.c11.g967.i1
XP_004346837.1	Hcv1.av93.c9.g289.i1
XP_004346840.2	Hcv1.av93.c2.g1185.i1
XP_004346842.1	Hcv1.av93.c10.g14.i1
XP_004346844.1	Hcv1.av93.c2.g1626.i1
XP_004346845.2	Hcv1.av93.c7.g111.i2
XP_004346846.1	Hcv1.av93.c6.g774.i1
XP_004346848.1	Hcv1.av93.c2.g1640.i1
XP_004346855.2	Hcv1.av93.c3.g346.i1
XP_004346859.1	Hcv1.av93.c3.g739.i1
XP_004346868.1	Hcv1.av93.c7.g537.i1
XP_004346871.1	Hcv1.av93.c6.g211.i1
XP_004346872.1	Hcv1.av93.c5.g638.i2
XP_004346881.1	Hcv1.av93.c1.g1686.i1
XP_004346883.2	Hcv1.av93.c9.g899.i1
XP_004346884.2	Hcv1.av93.c4.g891.i1
XP_004346885.1	Hcv1.av93.c3.g1153.i1
XP_004346886.2	Hcv1.av93.c11.g246.i1
XP_004346887.1	Hcv1.av93.c5.g113.i1
XP_004346890.2	Hcv1.av93.c11.g746.i1
XP_004346894.1	Hcv1.av93.c6.g526.i1
XP_004346895.1	Hcv1.av93.c7.g862.i1
XP_004346897.1	Hcv1.av93.c2.g689.i3
XP_004346898.1	Hcv1.av93.c4.g214.i1
XP_004346899.2	Hcv1.av93.c11.g403.i1
XP_004346901.2	Hcv1.av93.c5.g135.i1
XP_004346902.1	Hcv1.av93.c7.g829.i1
XP_004346906.1	Hcv1.av93.c5.g991.i1
XP_004346912.1	Hcv1.av93.c9.g317.i1
XP_004346914.1	Hcv1.av93.c10.g617.i1
XP_004346915.1	Hcv1.av93.c5.g791.i1
XP_004346916.2	Hcv1.av93.c6.g192.i1
XP_004346921.1	Hcv1.av93.c5.g415.i1
XP_004346925.1	Hcv1.av93.c4.g897.i2
XP_004346931.1	Hcv1.av93.c2.g650.i1
XP_004346932.2	Hcv1.av93.c8.g383.i1
XP_004346933.2	Hcv1.av93.c5.g777.i1
XP_004346938.1	Hcv1.av93.c8.g620.i1
XP_004346945.2	Hcv1.av93.c6.g489.i3
XP_004346946.1	Hcv1.av93.c2.g1360.i1
XP_004346952.1	Hcv1.av93.c6.g1238.i1
XP_004346956.1	Hcv1.av93.c9.g415.i1
XP_004346962.1	Hcv1.av93.c3.g447.i1
XP_004346965.2	Hcv1.av93.c3.g559.i1
XP_004346966.2	Hcv1.av93.c2.g979.i1
XP_004346970.2	Hcv1.av93.c11.g476.i1
XP_004346971.1	Hcv1.av93.c5.g1234.i1
XP_004346972.1	Hcv1.av93.c5.g987.i1
XP_004346975.2	Hcv1.av93.c11.g285.i1
XP_004346976.1	Hcv1.av93.c4.g190.i1
XP_004346980.2	Hcv1.av93.c2.g1653.i1
XP_004346981.1	Hcv1.av93.c2.g1285.i1
XP_004346983.1	Hcv1.av93.c2.g1437.i1
XP_004346987.2	Hcv1.av93.c2.g976.i1
XP_004346990.1	Hcv1.av93.c3.g598.i1
XP_004346996.2	Hcv1.av93.c9.g780.i1
XP_004346999.1	Hcv1.av93.c9.g447.i2
XP_004347000.1	Hcv1.av93.c2.g1572.i2
XP_004347001.1	Hcv1.av93.c3.g1167.i1
XP_004347002.2	Hcv1.av93.c7.g991.i1
XP_004347003.2	Hcv1.av93.c3.g456.i1
XP_004347004.2	Hcv1.av93.c1.g1482.i1
XP_004347005.2	Hcv1.av93.c2.g893.i1
XP_004347009.2	Hcv1.av93.c3.g799.i1
XP_004347012.1	Hcv1.av93.c8.g770.i1
XP_004347015.1	Hcv1.av93.c8.g852.i1
XP_004347017.2	Hcv1.av93.c2.g596.i1
XP_004347021.1	Hcv1.av93.c5.g1228.i1
XP_004347022.1	Hcv1.av93.c9.g282.i1
XP_004347030.2	Hcv1.av93.c9.g725.i1
XP_004347033.1	Hcv1.av93.c11.g537.i1
XP_004347037.1	Hcv1.av93.c10.g749.i2
XP_004347039.1	Hcv1.av93.c1.g265.i1
XP_004347042.2	Hcv1.av93.c5.g1220.i1
XP_004347045.1	Hcv1.av93.c11.g309.i1
XP_004347048.1	Hcv1.av93.c5.g223.i1
XP_004347053.1	Hcv1.av93.c7.g310.i1
XP_004347057.1	Hcv1.av93.c6.g1212.i1
XP_004347058.2	Hcv1.av93.c9.g336.i1
XP_004347059.2	Hcv1.av93.c5.g597.i1
XP_004347060.1	Hcv1.av93.c3.g1134.i1
XP_004347061.2	Hcv1.av93.c2.g545.i1
XP_004347063.1	Hcv1.av93.c7.g553.i1
XP_004347064.2	Hcv1.av93.c5.g595.i1
XP_004347066.1	Hcv1.av93.c5.g243.i1
XP_004347068.2	Hcv1.av93.c6.g315.i1
XP_004347072.2	Hcv1.av93.c8.g913.i1
XP_004347073.1	Hcv1.av93.c7.g509.i1
XP_004347074.1	Hcv1.av93.c11.g902.i1
XP_004347076.1	Hcv1.av93.c7.g312.i1
XP_004347077.2	Hcv1.av93.c6.g401.i1
XP_004347256.1	Hcv1.av93.c12.g536.i1
XP_004347257.1	Hcv1.av93.c3.g1102.i1
XP_004347261.1	Hcv1.av93.c6.g27.i1
XP_004347271.1	Hcv1.av93.c13.g360.i1
XP_004347273.1	Hcv1.av93.c6.g301.i1
XP_004347275.1	Hcv1.av93.c9.g205.i1
XP_004347281.1	Hcv1.av93.c1.g429.i1
XP_004347290.1	Hcv1.av93.c9.g663.i1
XP_004347291.1	Hcv1.av93.c8.g112.i1
XP_004347292.1	Hcv1.av93.c11.g103.i1
XP_004347293.2	Hcv1.av93.c8.g282.i1
XP_004347299.1	Hcv1.av93.c2.g40.i1
XP_004347307.1	Hcv1.av93.c7.g280.i1
XP_004347308.2	Hcv1.av93.c10.g48.i1
XP_004347312.2	Hcv1.av93.c5.g1160.i1
XP_004347313.1	Hcv1.av93.c2.g1631.i1
XP_004347317.2	Hcv1.av93.c5.g554.i2
XP_004347319.2	Hcv1.av93.c5.g1241.i1
XP_004347320.1	Hcv1.av93.c13.g364.i1
XP_004347322.1	Hcv1.av93.c8.g865.i1
XP_004347324.1	Hcv1.av93.c2.g293.i1
XP_004347327.1	Hcv1.av93.c8.g227.i1
XP_004347328.1	Hcv1.av93.c4.g768.i1
XP_004347332.1	Hcv1.av93.c6.g1235.i1
XP_004347333.1	Hcv1.av93.c5.g984.i1
XP_004347334.1	Hcv1.av93.c5.g965.i1
XP_004347338.2	Hcv1.av93.c1.g556.i1
XP_004347340.1	Hcv1.av93.c5.g1157.i1
XP_004347341.1	Hcv1.av93.c11.g1005.i1
XP_004347346.1	Hcv1.av93.c9.g955.i1
XP_004347349.1	Hcv1.av93.c5.g95.i1
XP_004347350.1	Hcv1.av93.c5.g172.i1
XP_004347351.1	Hcv1.av93.c4.g807.i1
XP_004347352.1	Hcv1.av93.c8.g879.i1
XP_004347354.2	Hcv1.av93.c13.g584.i3
XP_004347355.2	Hcv1.av93.c7.g390.i1
XP_004347356.2	Hcv1.av93.c8.g458.i1
XP_004347358.1	Hcv1.av93.c2.g486.i2
XP_004347360.2	Hcv1.av93.c1.g1486.i1
XP_004347362.1	Hcv1.av93.c6.g907.i1
XP_004347364.1	Hcv1.av93.c6.g1262.i1
XP_004347371.1	Hcv1.av93.c2.g1277.i1
XP_004347374.1	Hcv1.av93.c9.g156.i1
XP_004347376.2	Hcv1.av93.c11.g615.i1
XP_004347377.1	Hcv1.av93.c12.g76.i1
XP_004347378.1	Hcv1.av93.c2.g132.i1
XP_004347380.1	Hcv1.av93.c8.g711.i1
XP_004347381.2	Hcv1.av93.c6.g1265.i1
XP_004347382.1	Hcv1.av93.c4.g664.i2
XP_004347383.2	Hcv1.av93.c11.g518.i1
XP_004347386.2	Hcv1.av93.c2.g1405.i1
XP_004347391.1	Hcv1.av93.c13.g307.i1
XP_004347393.1	Hcv1.av93.c4.g443.i1
XP_004347394.1	Hcv1.av93.c10.g525.i1
XP_004347396.1	Hcv1.av93.c5.g1221.i1
XP_004347397.1	Hcv1.av93.c2.g1397.i1
XP_004347404.1	Hcv1.av93.c6.g784.i1
XP_004347411.1	Hcv1.av93.c7.g693.i1
XP_004347417.1	Hcv1.av93.c12.g452.i1
XP_004347418.1	Hcv1.av93.c9.g342.i1
XP_004347420.1	Hcv1.av93.c5.g533.i1
XP_004347422.1	Hcv1.av93.c1.g915.i1
XP_004347423.1	Hcv1.av93.c2.g952.i2
XP_004347425.1	Hcv1.av93.c1.g27.i1
XP_004347426.1	Hcv1.av93.c2.g1245.i1
XP_004347429.2	Hcv1.av93.c7.g622.i2
XP_004347430.1	Hcv1.av93.c1.g271.i2
XP_004347431.1	Hcv1.av93.c5.g935.i1
XP_004347435.2	Hcv1.av93.c4.g381.i1
XP_004347436.1	Hcv1.av93.c3.g901.i1
XP_004347439.1	Hcv1.av93.c1.g1229.i1
XP_004347440.1	Hcv1.av93.c5.g1308.i1
XP_004347444.1	Hcv1.av93.c1.g1232.i1
XP_004347450.1	Hcv1.av93.c11.g110.i2
XP_004347451.1	Hcv1.av93.c2.g295.i1
XP_004347454.2	Hcv1.av93.c9.g723.i1
XP_004347455.1	Hcv1.av93.c9.g227.i1
XP_004347458.2	Hcv1.av93.c1.g450.i1
XP_004347467.1	Hcv1.av93.c4.g850.i1
XP_004347468.2	Hcv1.av93.c5.g1189.i1
XP_004347471.1	Hcv1.av93.c13.g313.i1
XP_004347474.1	Hcv1.av93.c8.g198.i3
XP_004347481.2	Hcv1.av93.c11.g1012.i1
XP_004347493.1	Hcv1.av93.c1.g1662.i1
XP_004347494.2	Hcv1.av93.c1.g1059.i1
XP_004347496.2	Hcv1.av93.c1.g673.i1
XP_004347498.1	Hcv1.av93.c5.g21.i1
XP_004347500.1	Hcv1.av93.c6.g382.i1
XP_004347501.2	Hcv1.av93.c2.g769.i2
XP_004347502.1	Hcv1.av93.c11.g68.i1
XP_004347504.2	Hcv1.av93.c9.g898.i1
XP_004347505.2	Hcv1.av93.c3.g1018.i1
XP_004347509.1	Hcv1.av93.c6.g662.i1
XP_004347510.1	Hcv1.av93.c5.g1101.i1
XP_004347512.2	Hcv1.av93.c10.g38.i3
XP_004347513.1	Hcv1.av93.c5.g1076.i4
XP_004347515.1	Hcv1.av93.c8.g164.i1
XP_004347516.2	Hcv1.av93.c7.g514.i1
XP_004347517.2	Hcv1.av93.c11.g1027.i1
XP_004347519.2	Hcv1.av93.c4.g130.i1
XP_004347520.2	Hcv1.av93.c3.g793.i1
XP_004347521.1	Hcv1.av93.c3.g735.i1
XP_004347527.1	Hcv1.av93.c2.g1656.i1
XP_004347529.1	Hcv1.av93.c12.g100.i1
XP_004347532.1	Hcv1.av93.c3.g1085.i1
XP_004347536.2	Hcv1.av93.c3.g548.i1
XP_004347538.2	Hcv1.av93.c3.g1115.i1
XP_004347539.1	Hcv1.av93.c3.g375.i3
XP_004347545.1	Hcv1.av93.c3.g1071.i1
XP_004347547.1	Hcv1.av93.c3.g752.i1
XP_004347549.1	Hcv1.av93.c6.g491.i1
XP_004347550.2	Hcv1.av93.c4.g695.i1
XP_004347552.1	Hcv1.av93.c11.g987.i1
XP_004347553.1	Hcv1.av93.c2.g713.i1
XP_004347556.2	Hcv1.av93.c9.g810.i1
XP_004347558.2	Hcv1.av93.c1.g1012.i1
XP_004347560.1	Hcv1.av93.c2.g630.i1
XP_004347564.1	Hcv1.av93.c1.g38.i1
XP_004347565.1	Hcv1.av93.c6.g930.i1
XP_004347567.2	Hcv1.av93.c2.g490.i1
XP_004347570.2	Hcv1.av93.c7.g356.i1
XP_004347573.2	Hcv1.av93.c11.g574.i1
XP_004347576.1	Hcv1.av93.c11.g380.i2
XP_004347577.1	Hcv1.av93.c5.g162.i1
XP_004347578.2	Hcv1.av93.c2.g1234.i1
XP_004347579.1	Hcv1.av93.c5.g1077.i1
XP_004347580.2	Hcv1.av93.c5.g1027.i1
XP_004347581.2	Hcv1.av93.c10.g649.i1
XP_004347587.2	Hcv1.av93.c9.g713.i1
XP_004347593.1	Hcv1.av93.c1.g759.i1
XP_004347595.2	Hcv1.av93.c8.g428.i1
XP_004347596.1	Hcv1.av93.c3.g262.i1
XP_004347597.2	Hcv1.av93.c10.g111.i1
XP_004347601.1	Hcv1.av93.c9.g219.i1
XP_004347608.1	Hcv1.av93.c4.g597.i1
XP_004347609.2	Hcv1.av93.c8.g617.i1
XP_004347610.1	Hcv1.av93.c9.g176.i1
XP_004347614.1	Hcv1.av93.c1.g1650.i1
XP_004347615.2	Hcv1.av93.c1.g1527.i1
XP_004347619.2	Hcv1.av93.c4.g185.i1
XP_004347620.1	Hcv1.av93.c9.g661.i2
XP_004347621.1	Hcv1.av93.c9.g590.i1
XP_004347629.1	Hcv1.av93.c8.g130.i1
XP_004347630.2	Hcv1.av93.c12.g255.i1
XP_004347633.1	Hcv1.av93.c2.g1554.i1
XP_004347634.1	Hcv1.av93.c10.g612.i1
XP_004347642.2	Hcv1.av93.c10.g34.i1
XP_004347645.1	Hcv1.av93.c6.g660.i1
XP_004347646.1	Hcv1.av93.c5.g468.i1
XP_004347648.1	Hcv1.av93.c3.g670.i2
XP_004347649.2	Hcv1.av93.c4.g889.i1
XP_004347650.2	Hcv1.av93.c5.g503.i1
XP_004347651.2	Hcv1.av93.c2.g1173.i1
XP_004347653.2	Hcv1.av93.c10.g463.i1
XP_004347655.1	Hcv1.av93.c10.g370.i1
XP_004347658.1	Hcv1.av93.c10.g553.i1
XP_004347665.2	Hcv1.av93.c11.g871.i1
XP_004347672.2	Hcv1.av93.c3.g1313.i1
XP_004347674.2	Hcv1.av93.c8.g368.i2
XP_004347675.2	Hcv1.av93.c1.g1165.i1
XP_004347676.1	Hcv1.av93.c8.g292.i1
XP_004347680.1	Hcv1.av93.c12.g563.i1
XP_004347684.1	Hcv1.av93.c1.g373.i1
XP_004347689.1	Hcv1.av93.c13.g108.i1
XP_004347693.2	Hcv1.av93.c8.g73.i1
XP_004347694.2	Hcv1.av93.c13.g381.i1
XP_004347695.2	Hcv1.av93.c2.g1278.i1
XP_004347696.1	Hcv1.av93.c8.g741.i1
XP_004347790.1	Hcv1.av93.c1.g1178.i1
XP_004347800.1	Hcv1.av93.c3.g1029.i4
XP_004347804.2	Hcv1.av93.c2.g556.i1
XP_004347806.2	Hcv1.av93.c6.g688.i2
XP_004347811.2	Hcv1.av93.c7.g1078.i1
XP_004347814.1	Hcv1.av93.c7.g120.i1
XP_004347818.1	Hcv1.av93.c3.g666.i1
XP_004347820.2	Hcv1.av93.c1.g1384.i1
XP_004347823.1	Hcv1.av93.c10.g127.i1
XP_004347824.1	Hcv1.av93.c9.g401.i1
XP_004347826.1	Hcv1.av93.c9.g662.i1
XP_004347830.1	Hcv1.av93.c9.g273.i1
XP_004347834.1	Hcv1.av93.c4.g183.i1
XP_004347835.1	Hcv1.av93.c1.g1177.i1
XP_004347837.1	Hcv1.av93.c7.g872.i1
XP_004347841.1	Hcv1.av93.c2.g1096.i1
XP_004347850.1	Hcv1.av93.c9.g464.i1
XP_004347851.2	Hcv1.av93.c4.g281.i1
XP_004347855.1	Hcv1.av93.c8.g899.i1
XP_004347857.1	Hcv1.av93.c7.g1063.i1
XP_004347858.1	Hcv1.av93.c8.g459.i2
XP_004347865.1	Hcv1.av93.c13.g429.i2
XP_004347867.1	Hcv1.av93.c1.g225.i1
XP_004347868.1	Hcv1.av93.c1.g1040.i1
XP_004347870.1	Hcv1.av93.c1.g153.i1
XP_004347871.1	Hcv1.av93.c9.g644.i2
XP_004347874.2	Hcv1.av93.c11.g767.i2
XP_004347875.1	Hcv1.av93.c6.g1119.i1
XP_004347876.2	Hcv1.av93.c1.g1287.i1
XP_004347880.1	Hcv1.av93.c13.g595.i1
XP_004347883.1	Hcv1.av93.c5.g1053.i1
XP_004347884.2	Hcv1.av93.c8.g193.i1
XP_004347885.1	Hcv1.av93.c2.g292.i1
XP_004347887.2	Hcv1.av93.c1.g382.i1
XP_004347889.1	Hcv1.av93.c13.g453.i1
XP_004347890.1	Hcv1.av93.c9.g396.i1
XP_004347892.2	Hcv1.av93.c9.g466.i1
XP_004347896.1	Hcv1.av93.c8.g1018.i1
XP_004347897.2	Hcv1.av93.c8.g807.i1
XP_004347900.2	Hcv1.av93.c5.g23.i1
XP_004347903.1	Hcv1.av93.c8.g605.i1
XP_004347904.1	Hcv1.av93.c1.g1026.i1
XP_004347906.1	Hcv1.av93.c1.g468.i1
XP_004347907.1	Hcv1.av93.c11.g435.i1
XP_004347908.1	Hcv1.av93.c12.g161.i2
XP_004347913.2	Hcv1.av93.c1.g695.i1
XP_004347914.2	Hcv1.av93.c1.g992.i1
XP_004347915.1	Hcv1.av93.c7.g354.i1
XP_004347917.2	Hcv1.av93.c5.g438.i1
XP_004347918.1	Hcv1.av93.c9.g341.i1
XP_004347920.1	Hcv1.av93.c8.g58.i1
XP_004347922.1	Hcv1.av93.c6.g882.i1
XP_004347923.1	Hcv1.av93.c1.g1629.i1
XP_004347930.1	Hcv1.av93.c7.g160.i1
XP_004347939.2	Hcv1.av93.c2.g837.i1
XP_004347940.1	Hcv1.av93.c5.g601.i1
XP_004347943.1	Hcv1.av93.c6.g866.i2
XP_004347944.1	Hcv1.av93.c1.g1442.i1
XP_004347946.1	Hcv1.av93.c10.g27.i1
XP_004347949.2	Hcv1.av93.c12.g409.i1
XP_004347961.1	Hcv1.av93.c5.g1041.i1
XP_004347968.1	Hcv1.av93.c11.g594.i4
XP_004347975.1	Hcv1.av93.c9.g716.i2
XP_004347981.2	Hcv1.av93.c4.g798.i4
XP_004347988.2	Hcv1.av93.c6.g608.i2
XP_004347990.1	Hcv1.av93.c1.g1652.i1
XP_004347991.1	Hcv1.av93.c11.g402.i1
XP_004347992.1	Hcv1.av93.c11.g327.i1
XP_004347993.2	Hcv1.av93.c11.g434.i1
XP_004347994.1	Hcv1.av93.c6.g1095.i1
XP_004347995.1	Hcv1.av93.c7.g682.i1
XP_004347997.2	Hcv1.av93.c1.g1213.i1
XP_004348002.2	Hcv1.av93.c10.g86.i2
XP_004348003.1	Hcv1.av93.c5.g943.i1
XP_004348004.1	Hcv1.av93.c6.g285.i1
XP_004348015.1	Hcv1.av93.c8.g733.i1
XP_004348019.1	Hcv1.av93.c3.g131.i1
XP_004348020.2	Hcv1.av93.c6.g1236.i1
XP_004348021.1	Hcv1.av93.c7.g281.i1
XP_004348026.1	Hcv1.av93.c13.g176.i2
XP_004348032.2	Hcv1.av93.c3.g1148.i1
XP_004348033.1	Hcv1.av93.c13.g171.i3
XP_004348035.2	Hcv1.av93.c6.g18.i4
XP_004348036.1	Hcv1.av93.c13.g633.i1
XP_004348044.1	Hcv1.av93.c6.g487.i1
XP_004348045.2	Hcv1.av93.c2.g817.i1
XP_004348047.2	Hcv1.av93.c11.g200.i1
XP_004348048.1	Hcv1.av93.c9.g265.i1
XP_004348050.1	Hcv1.av93.c8.g638.i1
XP_004348058.1	Hcv1.av93.c11.g333.i1
XP_004348060.1	Hcv1.av93.c9.g797.i1
XP_004348063.1	Hcv1.av93.c1.g1706.i1
XP_004348064.1	Hcv1.av93.c6.g100.i1
XP_004348066.2	Hcv1.av93.c6.g770.i1
XP_004348067.1	Hcv1.av93.c1.g1322.i1
XP_004348068.2	Hcv1.av93.c11.g621.i1
XP_004348069.2	Hcv1.av93.c2.g386.i1
XP_004348070.1	Hcv1.av93.c3.g416.i1
XP_004348072.2	Hcv1.av93.c1.g1050.i2
XP_004348073.2	Hcv1.av93.c7.g420.i1
XP_004348074.2	Hcv1.av93.c3.g363.i1
XP_004348076.1	Hcv1.av93.c8.g583.i1
XP_004348077.1	Hcv1.av93.c1.g917.i1
XP_004348078.2	Hcv1.av93.c8.g821.i1
XP_004348080.1	Hcv1.av93.c7.g544.i1
XP_004348084.1	Hcv1.av93.c2.g1629.i1
XP_004348085.2	Hcv1.av93.c1.g1247.i1
XP_004348090.2	Hcv1.av93.c1.g1340.i1
XP_004348091.1	Hcv1.av93.c8.g117.i1
XP_004348092.2	Hcv1.av93.c2.g353.i1
XP_004348095.1	Hcv1.av93.c6.g286.i1
XP_004348096.1	Hcv1.av93.c11.g507.i1
XP_004348098.1	Hcv1.av93.c7.g228.i2
XP_004348100.1	Hcv1.av93.c1.g1137.i1
XP_004348103.1	Hcv1.av93.c7.g592.i1
XP_004348104.2	Hcv1.av93.c1.g1051.i2
XP_004348105.2	Hcv1.av93.c7.g56.i1
XP_004348106.1	Hcv1.av93.c3.g596.i2
XP_004348107.1	Hcv1.av93.c13.g104.i1
XP_004348108.2	Hcv1.av93.c2.g669.i1
XP_004348113.2	Hcv1.av93.c5.g1071.i1
XP_004348115.2	Hcv1.av93.c8.g401.i1
XP_004348116.2	Hcv1.av93.c10.g536.i1
XP_004348117.1	Hcv1.av93.c11.g612.i1
XP_004348118.1	Hcv1.av93.c12.g149.i1
XP_004348119.1	Hcv1.av93.c2.g1647.i1
XP_004348120.1	Hcv1.av93.c2.g329.i1
XP_004348121.2	Hcv1.av93.c1.g1077.i1
XP_004348125.1	Hcv1.av93.c3.g541.i1
XP_004348131.1	Hcv1.av93.c10.g647.i1
XP_004348134.1	Hcv1.av93.c7.g6.i1
XP_004348135.1	Hcv1.av93.c7.g9.i1
XP_004348136.1	Hcv1.av93.c9.g605.i1
XP_004348138.2	Hcv1.av93.c1.g660.i1
XP_004348141.1	Hcv1.av93.c3.g1113.i1
XP_004348144.1	Hcv1.av93.c3.g1337.i1
XP_004348146.1	Hcv1.av93.c6.g567.i1
XP_004348147.1	Hcv1.av93.c9.g261.i1
XP_004348151.1	Hcv1.av93.c6.g34.i1
XP_004348154.2	Hcv1.av93.c13.g449.i1
XP_004348160.2	Hcv1.av93.c7.g721.i1
XP_004348163.1	Hcv1.av93.c6.g532.i1
XP_004348169.2	Hcv1.av93.c8.g407.i1
XP_004348174.1	Hcv1.av93.c11.g311.i1
XP_004348175.2	Hcv1.av93.c2.g1517.i1
XP_004348176.2	Hcv1.av93.c3.g228.i1
XP_004348180.2	Hcv1.av93.c4.g565.i1
XP_004348181.2	Hcv1.av93.c2.g1604.i1
XP_004348184.1	Hcv1.av93.c2.g339.i1
XP_004348186.1	Hcv1.av93.c9.g454.i1
XP_004348187.1	Hcv1.av93.c3.g546.i1
XP_004348188.1	Hcv1.av93.c2.g1634.i1
XP_004348195.1	Hcv1.av93.c1.g1083.i1
XP_004348197.1	Hcv1.av93.c2.g895.i1
XP_004348199.1	Hcv1.av93.c5.g949.i1
XP_004348201.1	Hcv1.av93.c9.g456.i1
XP_004348203.1	Hcv1.av93.c2.g970.i1
XP_004348204.1	Hcv1.av93.c5.g1311.i1
XP_004348211.1	Hcv1.av93.c13.g339.i1
XP_004348212.1	Hcv1.av93.c9.g893.i1
XP_004348213.1	Hcv1.av93.c2.g1012.i1
XP_004348215.2	Hcv1.av93.c6.g1135.i1
XP_004348217.2	Hcv1.av93.c3.g1185.i1
XP_004348220.2	Hcv1.av93.c8.g157.i1
XP_004348222.1	Hcv1.av93.c3.g543.i1
XP_004348224.1	Hcv1.av93.c3.g934.i1
XP_004348226.2	Hcv1.av93.c11.g445.i1
XP_004348227.2	Hcv1.av93.c3.g494.i1
XP_004348234.2	Hcv1.av93.c6.g333.i1
XP_004348235.2	Hcv1.av93.c2.g1472.i1
XP_004348242.2	Hcv1.av93.c3.g644.i1
XP_004348243.1	Hcv1.av93.c1.g460.i1
XP_004348244.1	Hcv1.av93.c4.g334.i1
XP_004348247.1	Hcv1.av93.c2.g1577.i1
XP_004348248.2	Hcv1.av93.c9.g857.i1
XP_004348251.1	Hcv1.av93.c3.g103.i1
XP_004348252.1	Hcv1.av93.c1.g243.i1
XP_004348259.1	Hcv1.av93.c12.g331.i1
XP_004348268.2	Hcv1.av93.c3.g1215.i1
XP_004348270.2	Hcv1.av93.c5.g741.i1
XP_004348271.1	Hcv1.av93.c10.g449.i1
XP_004348272.2	Hcv1.av93.c1.g1288.i1
XP_004348273.1	Hcv1.av93.c5.g1267.i1
XP_004348274.1	Hcv1.av93.c3.g477.i1
