XP_004340361.1	mRNA.RE14990
XP_004347328.1	mRNA.RE09044
XP_004347332.1	mRNA.RE16139
XP_004347333.1	mRNA.RE04705
XP_004347334.1	mRNA.RE04708
XP_004347338.2	mRNA.RE09074
XP_004347339.2	mRNA.RE10398
XP_004347340.1	mRNA.RE10681
XP_004347342.1	mRNA.RE10892
XP_004347346.1	mRNA.RE09687
XP_004347349.1	mRNA.RE08058
XP_004347350.1	mRNA.RE12449
XP_004347351.1	mRNA.RE13976
XP_004347352.1	mRNA.RE12759
XP_004347353.2	mRNA.RE09193
XP_004347354.2	mRNA.RE10159
XP_004347355.2	mRNA.RE14235
XP_004347356.2	mRNA.RE00460
XP_004347358.1	mRNA.RE06489
XP_004347360.2	mRNA.RE05760
XP_004347361.1	mRNA.RE16346
XP_004347362.1	mRNA.RE06702
XP_004347364.1	mRNA.RE15234
XP_004347365.1	mRNA.RE02949
XP_004347370.1	mRNA.RE06690
XP_004347371.1	mRNA.RE10183
XP_004347374.1	mRNA.RE13866
XP_004347377.1	mRNA.RE10454
XP_004347378.1	mRNA.RE16004
XP_004347380.1	mRNA.RE06412
XP_004347382.1	mRNA.RE14085
XP_004347383.2	mRNA.RE11299
XP_004347386.2	mRNA.RE07862
XP_004347391.1	mRNA.RE07425
XP_004347392.2	mRNA.RE08275
XP_004347393.1	mRNA.RE13944
XP_004347394.1	mRNA.RE16172
XP_004347396.1	mRNA.RE02057
XP_004347397.1	mRNA.RE12391
XP_004347402.1	mRNA.RE08755
XP_004347403.1	mRNA.RE11932
XP_004347409.1	mRNA.RE08168
XP_004347410.1	mRNA.RE14917
XP_004347411.1	mRNA.RE14102
XP_004347413.2	mRNA.RE07176
XP_004347414.2	mRNA.RE03208
XP_004347417.1	mRNA.RE15455
XP_004347418.1	mRNA.RE13572
XP_004347420.1	mRNA.RE04057
XP_004347422.1	mRNA.RE15196
XP_004347423.1	mRNA.RE17076
XP_004347425.1	mRNA.RE12770
XP_004347426.1	mRNA.RE01645
XP_004347430.1	mRNA.RE15308
XP_004347431.1	mRNA.RE15900
XP_004347432.1	mRNA.RE02059
XP_004347435.2	mRNA.RE10217
XP_004347436.1	mRNA.RE09504
XP_004347439.1	mRNA.RE15527
XP_004347444.1	mRNA.RE15451
XP_004347446.2	mRNA.RE15227
XP_004347450.1	mRNA.RE16229
XP_004347451.1	mRNA.RE14222
XP_004347454.2	mRNA.RE13172
XP_004347455.1	mRNA.RE00539
XP_004347458.2	mRNA.RE14158
XP_004347466.1	mRNA.RE14318
XP_004347467.1	mRNA.RE06732
XP_004347470.1	mRNA.RE10099
XP_004347471.1	mRNA.RE07011
XP_004347474.1	mRNA.RE14054
XP_004347475.1	mRNA.RE16913
XP_004347478.2	mRNA.RE11425
XP_004347481.2	mRNA.RE08299
XP_004347486.2	mRNA.RE07044
XP_004347493.1	mRNA.RE14806
XP_004347494.2	mRNA.RE05383
XP_004347496.2	mRNA.RE09188
XP_004347498.1	mRNA.RE16820
XP_004347501.2	mRNA.RE01475
XP_004347502.1	mRNA.RE09625
XP_004347503.2	mRNA.RE14944
XP_004347504.2	mRNA.RE03891
XP_004347505.2	mRNA.RE02582
XP_004347509.1	mRNA.RE07000
XP_004347512.2	mRNA.RE15368
XP_004347513.1	mRNA.RE08145
XP_004347516.2	mRNA.RE02448
XP_004347517.2	mRNA.RE09552
XP_004347520.2	mRNA.RE12128
XP_004347521.1	mRNA.RE09885
XP_004347523.2	mRNA.RE05556
XP_004347527.1	mRNA.RE12376
XP_004347529.1	mRNA.RE10418
XP_004347532.1	mRNA.RE14980
XP_004347534.2	mRNA.RE10492
XP_004347536.2	mRNA.RE11459
XP_004347538.2	mRNA.RE16928
XP_004347539.1	mRNA.RE05220
XP_004347545.1	mRNA.RE09918
XP_004347547.1	mRNA.RE16987
XP_004347549.1	mRNA.RE04704
XP_004347552.1	mRNA.RE07537
XP_004347553.1	mRNA.RE14732
XP_004347556.2	mRNA.RE13354
XP_004347557.1	mRNA.RE02414
XP_004347558.2	mRNA.RE15042
XP_004347560.1	mRNA.RE15689
XP_004347564.1	mRNA.RE07574
XP_004347565.1	mRNA.RE04125
XP_004347567.2	mRNA.RE05092
XP_004347570.2	mRNA.RE04383
XP_004347573.2	mRNA.RE11002
XP_004347576.1	mRNA.RE04863
XP_004347577.1	mRNA.RE14442
XP_004347578.2	mRNA.RE12841
XP_004347579.1	mRNA.RE16013
XP_004347580.2	mRNA.RE15782
XP_004347581.2	mRNA.RE14559
XP_004347583.1	mRNA.RE04723
XP_004347587.2	mRNA.RE13516
XP_004347588.2	mRNA.RE10395
XP_004347593.1	mRNA.RE14528
XP_004347595.2	mRNA.RE15384
XP_004347596.1	mRNA.RE08916
XP_004347597.2	mRNA.RE14412
XP_004347598.2	mRNA.RE03864
XP_004347601.1	mRNA.RE04417
XP_004347604.1	mRNA.RE15014
XP_004347605.1	mRNA.RE13642
XP_004347609.2	mRNA.RE02428
XP_004347610.1	mRNA.RE05069
XP_004347614.1	mRNA.RE06187
XP_004347615.2	mRNA.RE12689
XP_004347616.2	mRNA.RE08049
XP_004347618.2	mRNA.RE14609
XP_004347619.2	mRNA.RE13708
XP_004347621.1	mRNA.RE08272
XP_004347622.1	mRNA.RE11266
XP_004347627.1	mRNA.RE05934
XP_004347628.1	mRNA.RE04422
XP_004347629.1	mRNA.RE11408
XP_004347630.2	mRNA.RE15545
XP_004347631.1	mRNA.RE07901
XP_004347632.1	mRNA.RE10131
XP_004347633.1	mRNA.RE14842
XP_004347634.1	mRNA.RE13788
XP_004347635.1	mRNA.RE11029
XP_004347637.1	mRNA.RE16150
XP_004347642.2	mRNA.RE13680
XP_004347643.2	mRNA.RE13395
XP_004347645.1	mRNA.RE00858
XP_004347646.1	mRNA.RE03897
XP_004347647.1	mRNA.RE03472
XP_004347648.1	mRNA.RE15890
XP_004347650.2	mRNA.RE14859
XP_004347651.2	mRNA.RE10216
XP_004347652.2	mRNA.RE02474
XP_004347653.2	mRNA.RE13752
XP_004347655.1	mRNA.RE14411
XP_004347657.2	mRNA.RE05590
XP_004347658.1	mRNA.RE04452
XP_004347660.1	mRNA.RE15032
XP_004347665.2	mRNA.RE04402
XP_004347666.2	mRNA.RE15035
XP_004347667.2	mRNA.RE14295
XP_004347672.2	mRNA.RE01812
XP_004347676.1	mRNA.RE07440
XP_004347678.2	mRNA.RE00402
XP_004347680.1	mRNA.RE13480
XP_004347682.1	mRNA.RE14127
XP_004347683.2	mRNA.RE01454
XP_004347684.1	mRNA.RE15505
XP_004347689.1	mRNA.RE10158
XP_004347690.2	mRNA.RE12013
XP_004347693.2	mRNA.RE01400
XP_004347694.2	mRNA.RE17103
XP_004347695.2	mRNA.RE06482
XP_004347696.1	mRNA.RE08262
XP_004347698.1	mRNA.RE04166
XP_004347702.1	mRNA.RE00650
XP_004347795.2	mRNA.RE16525
XP_004347799.1	mRNA.RE12017
XP_004347800.1	mRNA.RE01050
XP_004347804.2	mRNA.RE12985
XP_004347806.2	mRNA.RE14649
XP_004347811.2	mRNA.RE12839
XP_004347814.1	mRNA.RE08824
XP_004347816.1	mRNA.RE16184
XP_004347820.2	mRNA.RE02618
XP_004347823.1	mRNA.RE05267
XP_004347824.1	mRNA.RE16752
XP_004347826.1	mRNA.RE13444
XP_004347828.1	mRNA.RE12711
XP_004347829.1	mRNA.RE07798
XP_004347830.1	mRNA.RE07463
XP_004347831.1	mRNA.RE07464
XP_004347833.1	mRNA.RE08929
XP_004347834.1	mRNA.RE04725
XP_004347837.1	mRNA.RE09725
XP_004347839.1	mRNA.RE01263
XP_004347840.1	mRNA.RE10439
XP_004347841.1	mRNA.RE03541
XP_004347843.1	mRNA.RE06548
XP_004347850.1	mRNA.RE11164
XP_004347851.2	mRNA.RE09033
XP_004347855.1	mRNA.RE12987
XP_004347856.1	mRNA.RE16829
XP_004347857.1	mRNA.RE00959
XP_004347858.1	mRNA.RE12960
XP_004347860.1	mRNA.RE04022
XP_004347865.1	mRNA.RE16565
XP_004347867.1	mRNA.RE06019
XP_004347868.1	mRNA.RE09690
XP_004347870.1	mRNA.RE10083
XP_004347871.1	mRNA.RE02874
XP_004347875.1	mRNA.RE14040
XP_004347876.2	mRNA.RE04758
XP_004347877.2	mRNA.RE11587
XP_004347880.1	mRNA.RE13064
XP_004347883.1	mRNA.RE07856
XP_004347884.2	mRNA.RE03973
XP_004347885.1	mRNA.RE11248
XP_004347887.2	mRNA.RE10617
XP_004347889.1	mRNA.RE00623
XP_004347890.1	mRNA.RE02744
XP_004347892.2	mRNA.RE11303
XP_004347893.1	mRNA.RE15275
XP_004347894.2	mRNA.RE10166
XP_004347895.1	mRNA.RE08310
XP_004347897.2	mRNA.RE03800
XP_004347900.2	mRNA.RE15990
XP_004347903.1	mRNA.RE03825
XP_004347904.1	mRNA.RE13443
XP_004347905.1	mRNA.RE04790
XP_004347906.1	mRNA.RE03888
XP_004347907.1	mRNA.RE04414
XP_004347908.1	mRNA.RE06271
XP_004347913.2	mRNA.RE07888
XP_004347914.2	mRNA.RE16028
XP_004347917.2	mRNA.RE05565
XP_004347918.1	mRNA.RE04744
XP_004347920.1	mRNA.RE03826
XP_004347921.1	mRNA.RE15866
XP_004347922.1	mRNA.RE01789
XP_004347923.1	mRNA.RE10952
XP_004347924.2	mRNA.RE16712
XP_004347930.1	mRNA.RE17200
XP_004347933.1	mRNA.RE10018
XP_004347934.1	mRNA.RE14951
XP_004347939.2	mRNA.RE13059
XP_004347940.1	mRNA.RE05539
XP_004347943.1	mRNA.RE15174
XP_004347944.1	mRNA.RE01826
XP_004347945.1	mRNA.RE04487
XP_004347946.1	mRNA.RE05226
XP_004347949.2	mRNA.RE15768
XP_004347950.1	mRNA.RE14361
XP_004347961.1	mRNA.RE15206
XP_004347962.1	mRNA.RE13184
XP_004347965.1	mRNA.RE16284
XP_004347968.1	mRNA.RE07155
XP_004347970.2	mRNA.RE10419
XP_004347972.2	mRNA.RE12163
XP_004347973.2	mRNA.RE16093
XP_004347975.1	mRNA.RE10618
XP_004347976.1	mRNA.RE14614
XP_004347982.1	mRNA.RE10490
XP_004347983.2	mRNA.RE16805
XP_004347988.2	mRNA.RE05086
XP_004347990.1	mRNA.RE16916
XP_004347991.1	mRNA.RE16544
XP_004347992.1	mRNA.RE12752
XP_004347993.2	mRNA.RE05744
XP_004347994.1	mRNA.RE10560
XP_004347995.1	mRNA.RE09314
XP_004347998.1	mRNA.RE12338
XP_004348002.2	mRNA.RE12574
XP_004348003.1	mRNA.RE16385
XP_004348004.1	mRNA.RE00665
XP_004348007.1	mRNA.RE14219
XP_004348011.1	mRNA.RE05200
XP_004348015.1	mRNA.RE13739
XP_004348018.1	mRNA.RE13026
XP_004348019.1	mRNA.RE16413
XP_004348020.2	mRNA.RE16570
XP_004348021.1	mRNA.RE05914
XP_004348026.1	mRNA.RE13998
XP_004348031.2	mRNA.RE12951
XP_004348033.1	mRNA.RE10846
XP_004348035.2	mRNA.RE03592
XP_004348036.1	mRNA.RE15666
XP_004348037.1	mRNA.RE15347
XP_004348039.1	mRNA.RE17091
XP_004348042.1	mRNA.RE13227
XP_004348044.1	mRNA.RE15299
XP_004348045.2	mRNA.RE17087
XP_004348047.2	mRNA.RE12330
XP_004348048.1	mRNA.RE04738
XP_004348050.1	mRNA.RE15313
XP_004348054.1	mRNA.RE09196
XP_004348058.1	mRNA.RE07920
XP_004348060.1	mRNA.RE09695
XP_004348064.1	mRNA.RE14538
XP_004348066.2	mRNA.RE03947
XP_004348067.1	mRNA.RE05992
XP_004348068.2	mRNA.RE06294
XP_004348069.2	mRNA.RE12833
XP_004348070.1	mRNA.RE09012
XP_004348072.2	mRNA.RE16763
XP_004348074.2	mRNA.RE07129
XP_004348076.1	mRNA.RE07143
XP_004348077.1	mRNA.RE07846
XP_004348078.2	mRNA.RE01184
XP_004348080.1	mRNA.RE04091
XP_004348083.2	mRNA.RE07996
XP_004348085.2	mRNA.RE05994
XP_004348086.2	mRNA.RE02615
XP_004348089.2	mRNA.RE09362
XP_004348090.2	mRNA.RE12396
XP_004348091.1	mRNA.RE01628
XP_004348092.2	mRNA.RE15663
XP_004348093.1	mRNA.RE08245
XP_004348095.1	mRNA.RE05033
XP_004348096.1	mRNA.RE11226
XP_004348099.1	mRNA.RE15544
XP_004348100.1	mRNA.RE05035
XP_004348103.1	mRNA.RE08722
XP_004348104.2	mRNA.RE07847
XP_004348105.2	mRNA.RE08133
XP_004348106.1	mRNA.RE14345
XP_004348107.1	mRNA.RE09327
XP_004348113.2	mRNA.RE11714
XP_004348115.2	mRNA.RE07462
XP_004348116.2	mRNA.RE02739
XP_004348117.1	mRNA.RE10383
XP_004348118.1	mRNA.RE09744
XP_004348119.1	mRNA.RE10962
XP_004348120.1	mRNA.RE13162
XP_004348121.2	mRNA.RE12972
XP_004348125.1	mRNA.RE07434
XP_004348131.1	mRNA.RE09718
XP_004348134.1	mRNA.RE13436
XP_004348135.1	mRNA.RE02737
XP_004348136.1	mRNA.RE06017
XP_004348137.1	mRNA.RE03060
XP_004348138.2	mRNA.RE13755
XP_004348141.1	mRNA.RE01286
XP_004348144.1	mRNA.RE16985
XP_004348146.1	mRNA.RE01151
XP_004348147.1	mRNA.RE14067
XP_004348148.1	mRNA.RE10388
XP_004348151.1	mRNA.RE08110
XP_004348154.2	mRNA.RE09582
XP_004348155.2	mRNA.RE04730
XP_004348156.1	mRNA.RE09657
XP_004348160.2	mRNA.RE12720
XP_004348163.1	mRNA.RE05941
XP_004348165.1	mRNA.RE17093
XP_004348169.2	mRNA.RE10918
XP_004348174.1	mRNA.RE14555
XP_004348175.2	mRNA.RE07566
XP_004348180.2	mRNA.RE08524
XP_004348182.2	mRNA.RE16776
XP_004348184.1	mRNA.RE02190
XP_004348187.1	mRNA.RE01815
XP_004348188.1	mRNA.RE13096
XP_004348195.1	mRNA.RE04450
XP_004348197.1	mRNA.RE09004
XP_004348198.1	mRNA.RE16782
XP_004348199.1	mRNA.RE16387
XP_004348200.2	mRNA.RE13819
XP_004348201.1	mRNA.RE04142
XP_004348203.1	mRNA.RE15201
XP_004348204.1	mRNA.RE10303
XP_004348205.1	mRNA.RE01100
XP_004348206.1	mRNA.RE16066
XP_004348211.1	mRNA.RE09087
XP_004348212.1	mRNA.RE06695
XP_004348215.2	mRNA.RE08926
XP_004348217.2	mRNA.RE08727
XP_004348220.2	mRNA.RE11190
XP_004348222.1	mRNA.RE05196
XP_004348224.1	mRNA.RE07490
XP_004348225.2	mRNA.RE01255
XP_004348226.2	mRNA.RE09919
XP_004348227.2	mRNA.RE15683
XP_004348234.2	mRNA.RE05385
XP_004348235.2	mRNA.RE12352
XP_004348236.1	mRNA.RE08318
XP_004348240.1	mRNA.RE06310
XP_004348242.2	mRNA.RE08818
XP_004348243.1	mRNA.RE17088
XP_004348244.1	mRNA.RE09881
XP_004348246.1	mRNA.RE15107
XP_004348247.1	mRNA.RE04677
XP_004348248.2	mRNA.RE04408
XP_004348250.1	mRNA.RE13993
XP_004348252.1	mRNA.RE04113
XP_004348255.1	mRNA.RE16315
XP_004348259.1	mRNA.RE05266
XP_004348260.1	mRNA.RE08819
XP_004348266.1	mRNA.RE09372
XP_004348268.2	mRNA.RE06515
XP_004348269.1	mRNA.RE02441
XP_004348270.2	mRNA.RE01267
XP_004348271.1	mRNA.RE04131
XP_004348272.2	mRNA.RE11059
XP_004348274.1	mRNA.RE04112
XP_004348275.2	mRNA.RE12968
XP_004348277.1	mRNA.RE05096
XP_004348278.1	mRNA.RE09422
XP_004348281.2	mRNA.RE09040
XP_004348282.1	mRNA.RE12114
XP_004348283.2	mRNA.RE13794
XP_004348290.2	mRNA.RE07356
XP_004348293.2	mRNA.RE09723
XP_004348295.2	mRNA.RE16836
XP_004348299.2	mRNA.RE12887
XP_004348302.1	mRNA.RE02752
XP_004348303.2	mRNA.RE13864
XP_004348304.2	mRNA.RE09749
XP_004348305.1	mRNA.RE11143
XP_004348307.1	mRNA.RE04300
XP_004348308.1	mRNA.RE04466
XP_004348313.2	mRNA.RE07013
XP_004348314.2	mRNA.RE01170
XP_004348317.1	mRNA.RE16967
XP_004348318.1	mRNA.RE12486
XP_004348320.2	mRNA.RE01438
XP_004348322.1	mRNA.RE14750
XP_004348326.1	mRNA.RE09465
XP_004348327.2	mRNA.RE08656
XP_004348330.1	mRNA.RE09494
XP_004348332.1	mRNA.RE14249
XP_004348333.1	mRNA.RE15976
XP_004348373.1	mRNA.RE06683
XP_004348374.1	mRNA.RE06478
XP_004348376.1	mRNA.RE13024
XP_004348380.1	mRNA.RE00389
XP_004348381.1	mRNA.RE00895
XP_004348383.1	mRNA.RE05774
XP_004348384.1	mRNA.RE16101
XP_004348385.1	mRNA.RE16857
XP_004348386.1	mRNA.RE08150
XP_004348387.1	mRNA.RE08167
XP_004348393.1	mRNA.RE04469
XP_004348399.1	mRNA.RE12993
XP_004348401.2	mRNA.RE03805
XP_004348402.2	mRNA.RE08278
XP_004348403.2	mRNA.RE04517
XP_004348405.1	mRNA.RE08923
XP_004348406.1	mRNA.RE09960
XP_004348407.1	mRNA.RE16690
XP_004348409.1	mRNA.RE16564
XP_004348410.1	mRNA.RE15991
XP_004348411.1	mRNA.RE16595
XP_004348412.1	mRNA.RE13914
XP_004348413.1	mRNA.RE13116
XP_004348414.1	mRNA.RE06572
XP_004348417.1	mRNA.RE08385
XP_004348418.1	mRNA.RE05865
XP_004348420.1	mRNA.RE11020
XP_004348422.1	mRNA.RE16762
XP_004348426.2	mRNA.RE14202
XP_004348428.2	mRNA.RE15641
XP_004348430.2	mRNA.RE11576
XP_004348433.1	mRNA.RE05274
XP_004348434.1	mRNA.RE03997
XP_004348435.1	mRNA.RE13035
XP_004348443.1	mRNA.RE12994
XP_004348445.1	mRNA.RE12880
XP_004348448.1	mRNA.RE12911
XP_004348451.1	mRNA.RE16579
XP_004348455.1	mRNA.RE02256
XP_004348457.1	mRNA.RE04956
XP_004348614.1	mRNA.RE16711
XP_004348615.1	mRNA.RE15387
XP_004348616.1	mRNA.RE16654
XP_004348618.2	mRNA.RE08645
XP_004348619.1	mRNA.RE15901
XP_004348620.2	mRNA.RE03323
XP_004348624.2	mRNA.RE05012
XP_004348628.2	mRNA.RE06469
XP_004348631.1	mRNA.RE04988
XP_004348635.1	mRNA.RE15350
XP_004348639.1	mRNA.RE10767
XP_004348640.1	mRNA.RE10458
XP_004348642.1	mRNA.RE00234
XP_004348644.2	mRNA.RE15494
XP_004348645.1	mRNA.RE03492
XP_004348648.1	mRNA.RE15495
XP_004348649.1	mRNA.RE14560
XP_004348653.2	mRNA.RE08698
XP_004348654.2	mRNA.RE15549
XP_004348656.2	mRNA.RE17112
XP_004348659.2	mRNA.RE08147
XP_004348660.1	mRNA.RE16562
XP_004348664.2	mRNA.RE15187
XP_004348666.1	mRNA.RE08239
XP_004348756.1	mRNA.RE01950
XP_004348757.2	mRNA.RE10195
XP_004348759.1	mRNA.RE11080
XP_004348760.1	mRNA.RE11159
XP_004348761.1	mRNA.RE09640
XP_004348762.1	mRNA.RE10144
XP_004348764.1	mRNA.RE11910
XP_004348766.1	mRNA.RE08998
XP_004348770.1	mRNA.RE11278
XP_004348772.2	mRNA.RE13499
XP_004348773.1	mRNA.RE12461
XP_004348777.1	mRNA.RE06685
XP_004348779.2	mRNA.RE09292
XP_004348782.1	mRNA.RE09517
XP_004348783.1	mRNA.RE06678
XP_004348784.1	mRNA.RE14526
XP_004348785.2	mRNA.RE14146
XP_004348786.1	mRNA.RE09483
XP_004348790.1	mRNA.RE02896
XP_004348792.1	mRNA.RE15355
XP_004348795.1	mRNA.RE10828
XP_004348799.1	mRNA.RE09463
XP_004348803.1	mRNA.RE14416
XP_004348807.1	mRNA.RE00957
XP_004348808.1	mRNA.RE05814
XP_004348812.1	mRNA.RE16825
XP_004348817.1	mRNA.RE15238
XP_004348820.2	mRNA.RE05051
XP_004348824.1	mRNA.RE12821
XP_004348826.2	mRNA.RE02620
XP_004348827.1	mRNA.RE11411
XP_004348832.1	mRNA.RE11782
XP_004348834.2	mRNA.RE07276
XP_004348835.1	mRNA.RE12093
XP_004348840.1	mRNA.RE02422
XP_004348842.1	mRNA.RE09252
XP_004348847.1	mRNA.RE11864
XP_004348848.2	mRNA.RE13542
XP_004348850.1	mRNA.RE00889
XP_004348851.2	mRNA.RE06293
XP_004348855.1	mRNA.RE01785
XP_004348856.1	mRNA.RE05231
XP_004348859.1	mRNA.RE11263
XP_004348860.1	mRNA.RE15983
XP_004348861.2	mRNA.RE09380
XP_004348866.1	mRNA.RE11687
XP_004348868.1	mRNA.RE12723
XP_004348871.2	mRNA.RE08708
XP_004348875.1	mRNA.RE11105
XP_004348877.1	mRNA.RE13081
XP_004348879.1	mRNA.RE04333
XP_004348883.1	mRNA.RE15332
XP_004348884.1	mRNA.RE00477
XP_004348886.1	mRNA.RE06655
XP_004348887.1	mRNA.RE12677
XP_004348888.1	mRNA.RE13687
XP_004348891.1	mRNA.RE03984
XP_004348893.1	mRNA.RE09691
XP_004348894.1	mRNA.RE05298
XP_004348895.2	mRNA.RE04467
XP_004348902.2	mRNA.RE02514
XP_004348903.2	mRNA.RE11272
XP_004348907.1	mRNA.RE15294
XP_004348910.2	mRNA.RE14615
XP_004348911.2	mRNA.RE11779
XP_004348912.2	mRNA.RE15199
XP_004348913.2	mRNA.RE14650
XP_004348914.1	mRNA.RE15704
XP_004348915.2	mRNA.RE13653
XP_004348916.1	mRNA.RE03862
XP_004348918.1	mRNA.RE15732
XP_004348919.2	mRNA.RE05382
XP_004348923.1	mRNA.RE16242
XP_004348924.1	mRNA.RE15887
XP_004348925.1	mRNA.RE03523
XP_004348926.1	mRNA.RE12007
XP_004348927.1	mRNA.RE04641
XP_004348930.1	mRNA.RE10467
XP_004348931.2	mRNA.RE07679
XP_004348932.1	mRNA.RE00233
XP_004348934.1	mRNA.RE02048
XP_004348937.2	mRNA.RE13265
XP_004348939.1	mRNA.RE04362
XP_004348940.2	mRNA.RE03106
XP_004348945.1	mRNA.RE10514
XP_004348946.2	mRNA.RE16878
XP_004348950.1	mRNA.RE07802
XP_004348954.2	mRNA.RE15050
XP_004348956.1	mRNA.RE06722
XP_004348957.2	mRNA.RE15034
XP_004348958.1	mRNA.RE02970
XP_004348959.1	mRNA.RE04884
XP_004348960.1	mRNA.RE17188
XP_004348962.1	mRNA.RE11109
XP_004348964.2	mRNA.RE13008
XP_004348967.2	mRNA.RE08342
XP_004348969.2	mRNA.RE03836
XP_004348971.1	mRNA.RE04398
XP_004348972.1	mRNA.RE02520
XP_004348973.2	mRNA.RE03870
XP_004348976.1	mRNA.RE15633
XP_004348977.2	mRNA.RE06420
XP_004348979.2	mRNA.RE14803
XP_004348981.2	mRNA.RE11045
XP_004348984.1	mRNA.RE14169
XP_004348986.1	mRNA.RE04488
XP_004348987.1	mRNA.RE05234
XP_004348988.2	mRNA.RE13336
XP_004348991.1	mRNA.RE12947
XP_004348992.1	mRNA.RE05245
XP_004348993.1	mRNA.RE10115
XP_004348996.2	mRNA.RE07572
XP_004348998.2	mRNA.RE04504
XP_004348999.1	mRNA.RE12854
XP_004349002.1	mRNA.RE04474
XP_004349004.2	mRNA.RE15982
XP_004349005.2	mRNA.RE04311
XP_004349006.1	mRNA.RE05240
XP_004349007.1	mRNA.RE06701
XP_004349009.2	mRNA.RE14415
XP_004349012.2	mRNA.RE06001
XP_004349013.2	mRNA.RE15054
XP_004349016.1	mRNA.RE15092
XP_004349019.1	mRNA.RE11804
XP_004349023.1	mRNA.RE03028
XP_004349028.2	mRNA.RE02460
XP_004349032.2	mRNA.RE04691
XP_004349037.1	mRNA.RE09405
XP_004349038.2	mRNA.RE03854
XP_004349040.1	mRNA.RE06569
XP_004349041.2	mRNA.RE03843
XP_004349043.1	mRNA.RE09921
XP_004349049.2	mRNA.RE06704
XP_004349050.2	mRNA.RE01002
XP_004349051.1	mRNA.RE14488
XP_004349052.1	mRNA.RE10010
XP_004349056.2	mRNA.RE13065
XP_004349060.2	mRNA.RE08864
XP_004349062.1	mRNA.RE16328
XP_004349063.2	mRNA.RE04028
XP_004349064.1	mRNA.RE01737
XP_004349067.1	mRNA.RE01819
XP_004349068.1	mRNA.RE11310
XP_004349070.1	mRNA.RE06496
XP_004349071.2	mRNA.RE00117
XP_004349072.1	mRNA.RE06699
XP_004349074.1	mRNA.RE04905
XP_004349076.1	mRNA.RE09765
XP_004349079.1	mRNA.RE02899
XP_004349081.2	mRNA.RE15562
XP_004349085.1	mRNA.RE03355
XP_004349086.2	mRNA.RE03120
XP_004349087.2	mRNA.RE09205
XP_004349088.1	mRNA.RE16268
XP_004349090.1	mRNA.RE05242
XP_004349091.2	mRNA.RE13066
XP_004349098.2	mRNA.RE05272
XP_004349101.2	mRNA.RE02957
XP_004349102.1	mRNA.RE01175
XP_004349105.2	mRNA.RE03887
XP_004349106.2	mRNA.RE06885
XP_004349107.2	mRNA.RE01891
XP_004349108.2	mRNA.RE03886
XP_004349115.1	mRNA.RE16821
XP_004349120.1	mRNA.RE13343
XP_004349123.1	mRNA.RE16935
XP_004349129.1	mRNA.RE12853
XP_004349130.2	mRNA.RE01434
XP_004349131.2	mRNA.RE14960
XP_004349136.1	mRNA.RE03043
XP_004349138.1	mRNA.RE02279
XP_004349140.1	mRNA.RE01012
XP_004349141.1	mRNA.RE16750
XP_004349143.2	mRNA.RE11681
XP_004349144.2	mRNA.RE10964
XP_004349146.1	mRNA.RE08841
XP_004349147.1	mRNA.RE08119
XP_004349149.1	mRNA.RE07704
XP_004349151.2	mRNA.RE04063
XP_004349153.1	mRNA.RE16800
XP_004349154.1	mRNA.RE07010
XP_004349159.1	mRNA.RE12873
XP_004349160.1	mRNA.RE01635
XP_004349161.1	mRNA.RE04501
XP_004349164.1	mRNA.RE12507
XP_004349166.1	mRNA.RE06073
XP_004349167.2	mRNA.RE13254
XP_004349173.2	mRNA.RE09236
XP_004349174.1	mRNA.RE09227
XP_004349177.1	mRNA.RE10698
XP_004349179.1	mRNA.RE14296
XP_004349182.2	mRNA.RE00554
XP_004349183.2	mRNA.RE00855
XP_004349185.1	mRNA.RE09784
XP_004349186.1	mRNA.RE13555
XP_004349187.1	mRNA.RE11068
XP_004349192.1	mRNA.RE12964
XP_004349193.1	mRNA.RE03855
XP_004349195.2	mRNA.RE12490
XP_004349198.1	mRNA.RE03344
XP_004349200.2	mRNA.RE13832
XP_004349201.1	mRNA.RE00906
XP_004349202.2	mRNA.RE16334
XP_004349208.2	mRNA.RE12211
XP_004349209.2	mRNA.RE12672
XP_004349210.1	mRNA.RE13310
XP_004349212.1	mRNA.RE11534
XP_004349214.1	mRNA.RE15810
XP_004349215.2	mRNA.RE10118
XP_004349216.1	mRNA.RE16949
XP_004349218.1	mRNA.RE04743
XP_004349219.1	mRNA.RE02471
XP_004349220.1	mRNA.RE04825
XP_004349222.2	mRNA.RE14399
XP_004349224.1	mRNA.RE16703
XP_004349226.1	mRNA.RE08279
XP_004349227.1	mRNA.RE15247
XP_004349229.2	mRNA.RE13999
XP_004349230.1	mRNA.RE10529
XP_004349231.2	mRNA.RE09022
XP_004349232.1	mRNA.RE06890
XP_004349237.1	mRNA.RE00967
XP_004349238.1	mRNA.RE04720
XP_004349239.1	mRNA.RE16583
XP_004349241.1	mRNA.RE11205
XP_004349245.2	mRNA.RE10747
XP_004349247.2	mRNA.RE10584
XP_004349251.1	mRNA.RE13113
XP_004349252.2	mRNA.RE10483
XP_004349255.1	mRNA.RE07685
XP_004349256.2	mRNA.RE09698
XP_004349258.2	mRNA.RE07082
XP_004349259.2	mRNA.RE04363
XP_004349261.2	mRNA.RE13095
XP_004349263.1	mRNA.RE14276
XP_004349264.2	mRNA.RE08336
