Em0001g1007a	mRNA.RE06677
Em0009g789a	mRNA.RE14886
Em0009g791a	mRNA.RE06143
Em0009g796a	mRNA.RE03756
Em0009g806a	mRNA.RE11949
Em0009g810a	mRNA.RE14943
Em0009g812a	mRNA.RE04863
Em0009g814a	mRNA.RE14965
Em0009g821a	mRNA.RE03655
Em0009g823a	mRNA.RE00686
Em0009g824a	mRNA.RE12301
Em0009g873a	mRNA.RE08490
Em0009g899a	mRNA.RE12873
Em0009g937a	mRNA.RE01002
Em0009g939a	mRNA.RE14916
Em0009g950a	mRNA.RE04445
Em0009g961a	mRNA.RE13310
Em0009g962a	mRNA.RE06250
Em0009g963a	mRNA.RE04092
Em0009g967a	mRNA.RE04091
Em0009g968a	mRNA.RE13289
Em0009g969a	mRNA.RE12493
Em0009g970a	mRNA.RE04950
Em0009g972a	mRNA.RE13614
Em0009g973a	mRNA.RE13290
Em0009g974a	mRNA.RE14861
Em0009g975a	mRNA.RE14878
Em0009g976a	mRNA.RE00999
Em0009g981a	mRNA.RE12481
Em0009g983a	mRNA.RE00990
Em0009g984a	mRNA.RE04988
Em0009g986a	mRNA.RE13246
Em0009g987a	mRNA.RE00858
Em0009g988a	mRNA.RE13247
Em0009g989a	mRNA.RE01920
Em0009g98a	mRNA.RE06770
Em0009g991a	mRNA.RE09652
Em0009g994a	mRNA.RE14859
Em0009g995a	mRNA.RE04985
Em0009g996a	mRNA.RE14858
Em0009g997a	mRNA.RE13274
Em0009g998a	mRNA.RE13272
Em0009g999a	mRNA.RE03896
Em0009g99a	mRNA.RE03359
Em0010g1013a	mRNA.RE17087
Em0010g1016a	mRNA.RE02087
Em0010g1018a	mRNA.RE04770
Em0010g1029a	mRNA.RE09671
Em0010g1032a	mRNA.RE02037
Em0010g1033a	mRNA.RE02038
Em0010g1037a	mRNA.RE02042
Em0010g1038a	mRNA.RE05686
Em0010g1040a	mRNA.RE05524
Em0010g1041a	mRNA.RE07802
Em0010g1046a	mRNA.RE01417
Em0010g118a	mRNA.RE14732
Em0010g119a	mRNA.RE06719
Em0010g120a	mRNA.RE07790
Em0010g122a	mRNA.RE11045
Em0010g129a	mRNA.RE04106
Em0010g130a	mRNA.RE04362
Em0010g138a	mRNA.RE07793
Em0010g151a	mRNA.RE08100
Em0010g156a	mRNA.RE15691
Em0010g174a	mRNA.RE09002
Em0010g175a	mRNA.RE16913
Em0010g179a	mRNA.RE13917
Em0010g180a	mRNA.RE14247
Em0010g222a	mRNA.RE08584
Em0010g223a	mRNA.RE07800
Em0010g229a	mRNA.RE16640
Em0010g230a	mRNA.RE15701
Em0010g235a	mRNA.RE08061
Em0010g238a	mRNA.RE10526
Em0010g250a	mRNA.RE15707
Em0010g259a	mRNA.RE05706
Em0010g260a	mRNA.RE16888
Em0010g261a	mRNA.RE14834
Em0010g262a	mRNA.RE13063
Em0010g263a	mRNA.RE12171
Em0010g345a	mRNA.RE03580
Em0010g346a	mRNA.RE11340
Em0010g357a	mRNA.RE15706
Em0010g386a	mRNA.RE06024
Em0010g402a	mRNA.RE12588
Em0010g42a	mRNA.RE04641
Em0010g454a	mRNA.RE03974
Em0010g45a	mRNA.RE15721
Em0010g463a	mRNA.RE06773
Em0010g464a	mRNA.RE14200
Em0010g50a	mRNA.RE05313
Em0010g516a	mRNA.RE08008
Em0010g51a	mRNA.RE05299
Em0010g594a	mRNA.RE03104
Em0010g595a	mRNA.RE11433
Em0010g64a	mRNA.RE14418
Em0010g66a	mRNA.RE05192
Em0010g67a	mRNA.RE01737
Em0010g680a	mRNA.RE04650
Em0010g68a	mRNA.RE03200
Em0010g701a	mRNA.RE04133
Em0010g712a	mRNA.RE07799
Em0010g716a	mRNA.RE06209
Em0010g717a	mRNA.RE02080
Em0010g719a	mRNA.RE10684
Em0010g71a	mRNA.RE10141
Em0010g721a	mRNA.RE07555
Em0010g722a	mRNA.RE13810
Em0010g727a	mRNA.RE14569
Em0010g728a	mRNA.RE14449
Em0010g72a	mRNA.RE15355
Em0010g749a	mRNA.RE02200
Em0010g74a	mRNA.RE02421
Em0010g751a	mRNA.RE12342
Em0010g752a	mRNA.RE03106
Em0010g765a	mRNA.RE03165
Em0010g766a	mRNA.RE03623
Em0010g799a	mRNA.RE07801
Em0010g79a	mRNA.RE15723
Em0010g800a	mRNA.RE05300
Em0010g801a	mRNA.RE05316
Em0010g802a	mRNA.RE05317
Em0010g809a	mRNA.RE06652
Em0010g812a	mRNA.RE04627
Em0010g835a	mRNA.RE14664
Em0010g836a	mRNA.RE06259
Em0010g839a	mRNA.RE03884
Em0010g842a	mRNA.RE16878
Em0010g844a	mRNA.RE14958
Em0010g847a	mRNA.RE15733
Em0010g852a	mRNA.RE14420
Em0010g855a	mRNA.RE04358
Em0010g856a	mRNA.RE04297
Em0010g857a	mRNA.RE15007
Em0010g858a	mRNA.RE13820
Em0010g859a	mRNA.RE12643
Em0010g862a	mRNA.RE10807
Em0010g864a	mRNA.RE16912
Em0010g871a	mRNA.RE16952
Em0010g873a	mRNA.RE10286
Em0010g875a	mRNA.RE07190
Em0010g876a	mRNA.RE16879
Em0010g877a	mRNA.RE16911
Em0010g878a	mRNA.RE16910
Em0010g884a	mRNA.RE04367
Em0010g886a	mRNA.RE15708
Em0010g894a	mRNA.RE16887
Em0010g895a	mRNA.RE05307
Em0010g896a	mRNA.RE11248
Em0010g898a	mRNA.RE06526
Em0010g899a	mRNA.RE05304
Em0010g900a	mRNA.RE05289
Em0010g901a	mRNA.RE13925
Em0010g903a	mRNA.RE15791
Em0010g905a	mRNA.RE16697
Em0010g907a	mRNA.RE15361
Em0010g908a	mRNA.RE07798
Em0010g910a	mRNA.RE16206
Em0010g912a	mRNA.RE02138
Em0010g913a	mRNA.RE08823
Em0010g916a	mRNA.RE04363
Em0010g917a	mRNA.RE05314
Em0010g918a	mRNA.RE03977
Em0010g922a	mRNA.RE16525
Em0010g925a	mRNA.RE00206
Em0010g926a	mRNA.RE16882
Em0010g927a	mRNA.RE15720
Em0010g928a	mRNA.RE15342
Em0010g929a	mRNA.RE16881
Em0010g930a	mRNA.RE10867
Em0010g931a	mRNA.RE16071
Em0010g932a	mRNA.RE05043
Em0010g935a	mRNA.RE16903
Em0010g937a	mRNA.RE01497
Em0010g940a	mRNA.RE15689
Em0010g943a	mRNA.RE06875
Em0010g944a	mRNA.RE14555
Em0010g945a	mRNA.RE04365
Em0010g985a	mRNA.RE02081
Em0010g989a	mRNA.RE15704
Em0010g9a	mRNA.RE12871
Em0011g1012a	mRNA.RE07558
Em0011g1013a	mRNA.RE03274
Em0011g1014a	mRNA.RE11774
Em0011g1015a	mRNA.RE11776
Em0011g1022a	mRNA.RE13811
Em0011g1023a	mRNA.RE07552
Em0011g1025a	mRNA.RE07579
Em0011g1026a	mRNA.RE07575
Em0011g1027a	mRNA.RE14532
Em0011g1029a	mRNA.RE07008
Em0011g1049a	mRNA.RE15572
Em0011g1050a	mRNA.RE11910
Em0011g1051a	mRNA.RE11911
Em0011g1053a	mRNA.RE08602
Em0011g1054a	mRNA.RE15801
Em0011g1055a	mRNA.RE07336
Em0011g1069a	mRNA.RE05506
Em0011g106a	mRNA.RE06547
Em0011g107a	mRNA.RE11859
Em0011g1098a	mRNA.RE10291
Em0011g1156a	mRNA.RE07298
Em0011g1158a	mRNA.RE11698
Em0011g1159a	mRNA.RE04171
Em0011g1160a	mRNA.RE07563
Em0011g1161a	mRNA.RE11919
Em0011g1162a	mRNA.RE11761
Em0011g1165a	mRNA.RE06532
Em0011g1166a	mRNA.RE06523
Em0011g1167a	mRNA.RE11880
Em0011g1169a	mRNA.RE05865
Em0011g1176a	mRNA.RE09873
Em0011g1177a	mRNA.RE09791
Em0011g1179a	mRNA.RE09263
Em0011g117a	mRNA.RE07520
Em0011g1183a	mRNA.RE13516
Em0011g1184a	mRNA.RE13497
Em0011g1185a	mRNA.RE11733
Em0011g1187a	mRNA.RE13511
Em0011g1190a	mRNA.RE03314
Em0011g1194a	mRNA.RE12489
Em0011g1196a	mRNA.RE14747
Em0011g119a	mRNA.RE01430
Em0011g11a	mRNA.RE05363
Em0011g120a	mRNA.RE08867
Em0011g128a	mRNA.RE07537
Em0011g129a	mRNA.RE09581
Em0011g12a	mRNA.RE17067
Em0011g132a	mRNA.RE14368
Em0011g133a	mRNA.RE13554
Em0011g139a	mRNA.RE06978
Em0011g141a	mRNA.RE07591
Em0011g142a	mRNA.RE05349
Em0011g143a	mRNA.RE05058
Em0011g144a	mRNA.RE05348
Em0011g147a	mRNA.RE11782
Em0011g148a	mRNA.RE11831
Em0011g149a	mRNA.RE11692
Em0011g14a	mRNA.RE13548
Em0011g150a	mRNA.RE11929
Em0011g155a	mRNA.RE06519
Em0011g156a	mRNA.RE11688
Em0011g157a	mRNA.RE13508
Em0011g159a	mRNA.RE11690
Em0011g15a	mRNA.RE06550
Em0011g168a	mRNA.RE08620
Em0011g169a	mRNA.RE00403
Em0011g16a	mRNA.RE06545
Em0011g174a	mRNA.RE11885
Em0011g17a	mRNA.RE11729
Em0011g183a	mRNA.RE11697
Em0011g188a	mRNA.RE11915
Em0011g18a	mRNA.RE11684
Em0011g191a	mRNA.RE11804
Em0011g196a	mRNA.RE03323
Em0011g19a	mRNA.RE11850
Em0011g20a	mRNA.RE07568
Em0011g215a	mRNA.RE11846
Em0011g216a	mRNA.RE11463
Em0011g217a	mRNA.RE07546
Em0011g21a	mRNA.RE09166
Em0011g225a	mRNA.RE05356
Em0011g229a	mRNA.RE10228
Em0011g233a	mRNA.RE11838
Em0011g235a	mRNA.RE10951
Em0011g237a	mRNA.RE17013
Em0011g23a	mRNA.RE04805
Em0011g247a	mRNA.RE07527
Em0011g248a	mRNA.RE06552
Em0011g24a	mRNA.RE13560
Em0011g250a	mRNA.RE11845
Em0011g25a	mRNA.RE02582
Em0011g262a	mRNA.RE03311
Em0011g264a	mRNA.RE13493
Em0011g26a	mRNA.RE13575
Em0011g27a	mRNA.RE06506
Em0011g28a	mRNA.RE11779
Em0011g292a	mRNA.RE07809
Em0011g293a	mRNA.RE03295
Em0011g29a	mRNA.RE16241
Em0011g303a	mRNA.RE12359
Em0011g30a	mRNA.RE05367
Em0011g313a	mRNA.RE03310
Em0011g320a	mRNA.RE13909
Em0011g322a	mRNA.RE07920
Em0011g325a	mRNA.RE11808
Em0011g34a	mRNA.RE00471
Em0011g359a	mRNA.RE07258
Em0011g35a	mRNA.RE11738
Em0011g360a	mRNA.RE11876
Em0011g361a	mRNA.RE11736
Em0011g362a	mRNA.RE17195
Em0011g365a	mRNA.RE12669
Em0011g36a	mRNA.RE03288
Em0011g386a	mRNA.RE13844
Em0011g389a	mRNA.RE05365
Em0011g40a	mRNA.RE02194
Em0011g415a	mRNA.RE06950
Em0011g416a	mRNA.RE06525
Em0011g417a	mRNA.RE11918
Em0011g418a	mRNA.RE11206
Em0011g419a	mRNA.RE13739
Em0011g42a	mRNA.RE05920
Em0011g463a	mRNA.RE03947
Em0011g483a	mRNA.RE06539
Em0011g493a	mRNA.RE09274
Em0011g494a	mRNA.RE09331
Em0011g495a	mRNA.RE05238
Em0011g499a	mRNA.RE11707
Em0011g49a	mRNA.RE07572
Em0011g500a	mRNA.RE11914
Em0011g501a	mRNA.RE04986
Em0011g503a	mRNA.RE11682
Em0011g505a	mRNA.RE00800
Em0011g506a	mRNA.RE03942
Em0011g507a	mRNA.RE06902
Em0011g508a	mRNA.RE07333
Em0011g509a	mRNA.RE15325
Em0011g511a	mRNA.RE07560
Em0011g513a	mRNA.RE03278
Em0011g514a	mRNA.RE11879
Em0011g516a	mRNA.RE07539
Em0011g517a	mRNA.RE09131
Em0011g518a	mRNA.RE14851
Em0011g519a	mRNA.RE08755
Em0011g51a	mRNA.RE15619
Em0011g522a	mRNA.RE11795
Em0011g523a	mRNA.RE14425
Em0011g531a	mRNA.RE16156
Em0011g536a	mRNA.RE11923
Em0011g539a	mRNA.RE14580
Em0011g53a	mRNA.RE05358
Em0011g541a	mRNA.RE05694
Em0011g545a	mRNA.RE13529
Em0011g556a	mRNA.RE08654
Em0011g558a	mRNA.RE07921
Em0011g56a	mRNA.RE13099
Em0011g572a	mRNA.RE02634
Em0011g579a	mRNA.RE09010
Em0011g585a	mRNA.RE05351
Em0011g586a	mRNA.RE13538
Em0011g587a	mRNA.RE11802
Em0011g591a	mRNA.RE13551
Em0011g60a	mRNA.RE03271
Em0011g62a	mRNA.RE11908
Em0011g639a	mRNA.RE06509
Em0011g63a	mRNA.RE13515
Em0011g643a	mRNA.RE11813
Em0011g644a	mRNA.RE12778
Em0011g645a	mRNA.RE08986
Em0011g64a	mRNA.RE03316
Em0011g657a	mRNA.RE13678
Em0011g658a	mRNA.RE11853
Em0011g66a	mRNA.RE06554
Em0011g673a	mRNA.RE11780
Em0011g681a	mRNA.RE15631
Em0011g683a	mRNA.RE08647
Em0011g68a	mRNA.RE04308
Em0011g69a	mRNA.RE16084
Em0011g70a	mRNA.RE13482
Em0011g713a	mRNA.RE08005
Em0011g71a	mRNA.RE02129
Em0011g724a	mRNA.RE10981
Em0011g726a	mRNA.RE00509
Em0011g72a	mRNA.RE11709
Em0011g732a	mRNA.RE11762
Em0011g749a	mRNA.RE11687
Em0011g76a	mRNA.RE04166
Em0011g773a	mRNA.RE08586
Em0011g774a	mRNA.RE07576
Em0011g779a	mRNA.RE06560
Em0011g77a	mRNA.RE11754
Em0011g782a	mRNA.RE07515
Em0011g784a	mRNA.RE11706
Em0011g785a	mRNA.RE06512
Em0011g786a	mRNA.RE14314
Em0011g787a	mRNA.RE08211
Em0011g789a	mRNA.RE13495
Em0011g790a	mRNA.RE13140
Em0011g791a	mRNA.RE13565
Em0011g792a	mRNA.RE03318
Em0011g796a	mRNA.RE07536
Em0011g799a	mRNA.RE11873
Em0011g79a	mRNA.RE11799
Em0011g7a	mRNA.RE11883
Em0011g800a	mRNA.RE01975
Em0011g803a	mRNA.RE15035
Em0011g806a	mRNA.RE06524
Em0011g815a	mRNA.RE14538
Em0011g816a	mRNA.RE07561
Em0011g817a	mRNA.RE13618
Em0011g818a	mRNA.RE06294
Em0011g81a	mRNA.RE11917
Em0011g822a	mRNA.RE04392
Em0011g823a	mRNA.RE13569
Em0011g824a	mRNA.RE04656
Em0011g827a	mRNA.RE11867
Em0011g82a	mRNA.RE05347
Em0011g830a	mRNA.RE05862
Em0011g833a	mRNA.RE13046
Em0011g834a	mRNA.RE11894
Em0011g835a	mRNA.RE06285
Em0011g837a	mRNA.RE13665
Em0011g83a	mRNA.RE09353
Em0011g850a	mRNA.RE03302
Em0011g851a	mRNA.RE06515
Em0011g852a	mRNA.RE11693
Em0011g853a	mRNA.RE02999
Em0011g854a	mRNA.RE15518
Em0011g858a	mRNA.RE13483
Em0011g859a	mRNA.RE04163
Em0011g860a	mRNA.RE14966
Em0011g862a	mRNA.RE07795
Em0011g871a	mRNA.RE00212
Em0011g88a	mRNA.RE11785
Em0011g8a	mRNA.RE00912
Em0011g928a	mRNA.RE15911
Em0011g952a	mRNA.RE01032
Em0011g95a	mRNA.RE13505
Em0011g960a	mRNA.RE13527
Em0011g962a	mRNA.RE11833
Em0011g964a	mRNA.RE17193
Em0011g975a	mRNA.RE13332
Em0011g976a	mRNA.RE11725
Em0011g979a	mRNA.RE13544
Em0011g985a	mRNA.RE11807
Em0011g994a	mRNA.RE11856
Em0011g9a	mRNA.RE16139
Em0012g1002a	mRNA.RE14219
Em0012g1030a	mRNA.RE15652
Em0012g1031a	mRNA.RE15227
Em0012g1032a	mRNA.RE15226
Em0012g1033a	mRNA.RE17135
Em0012g1034a	mRNA.RE17104
Em0012g1036a	mRNA.RE15463
Em0012g1038a	mRNA.RE16112
Em0012g1043a	mRNA.RE15386
Em0012g1046a	mRNA.RE14249
Em0012g1047a	mRNA.RE14235
Em0012g1048a	mRNA.RE15323
Em0012g1049a	mRNA.RE15990
Em0012g104a	mRNA.RE15896
Em0012g1050a	mRNA.RE05107
Em0012g1052a	mRNA.RE17021
Em0012g1064a	mRNA.RE15261
Em0012g1067a	mRNA.RE15256
Em0012g1077a	mRNA.RE13180
Em0012g1079a	mRNA.RE15205
Em0012g1080a	mRNA.RE15332
Em0012g1085a	mRNA.RE15464
Em0012g1086a	mRNA.RE15407
Em0012g1087a	mRNA.RE15513
Em0012g1088a	mRNA.RE13651
Em0012g1090a	mRNA.RE15241
Em0012g1091a	mRNA.RE14242
Em0012g1092a	mRNA.RE17122
Em0012g1093a	mRNA.RE02632
Em0012g1094a	mRNA.RE15312
Em0012g1095a	mRNA.RE05378
Em0012g1096a	mRNA.RE15455
Em0012g1097a	mRNA.RE15331
Em0012g1098a	mRNA.RE11002
Em0012g161a	mRNA.RE15208
Em0012g168a	mRNA.RE06330
Em0012g173a	mRNA.RE13210
Em0012g177a	mRNA.RE15351
Em0012g194a	mRNA.RE05303
Em0012g285a	mRNA.RE03122
Em0012g322a	mRNA.RE04958
Em0012g364a	mRNA.RE03769
Em0012g36a	mRNA.RE04960
Em0012g383a	mRNA.RE12602
Em0012g384a	mRNA.RE04966
Em0012g388a	mRNA.RE00709
Em0012g392a	mRNA.RE02979
Em0012g40a	mRNA.RE15299
Em0012g41a	mRNA.RE06160
Em0012g421a	mRNA.RE17088
Em0012g422a	mRNA.RE03394
Em0012g451a	mRNA.RE07063
Em0012g461a	mRNA.RE02644
Em0012g466a	mRNA.RE16872
Em0012g471a	mRNA.RE09380
Em0012g472a	mRNA.RE06145
Em0012g482a	mRNA.RE15530
Em0012g483a	mRNA.RE15217
Em0012g485a	mRNA.RE15500
Em0012g489a	mRNA.RE15384
Em0012g495a	mRNA.RE08278
Em0012g496a	mRNA.RE15348
Em0012g514a	mRNA.RE12349
Em0012g519a	mRNA.RE03487
Em0012g520a	mRNA.RE17103
Em0012g524a	mRNA.RE12815
Em0012g552a	mRNA.RE02902
Em0012g553a	mRNA.RE09837
Em0012g556a	mRNA.RE14797
Em0012g557a	mRNA.RE15448
Em0012g582a	mRNA.RE09637
Em0012g606a	mRNA.RE08800
Em0012g620a	mRNA.RE11290
Em0012g650a	mRNA.RE04782
Em0012g664a	mRNA.RE14146
Em0012g674a	mRNA.RE17034
Em0012g676a	mRNA.RE00670
Em0012g696a	mRNA.RE09109
Em0012g704a	mRNA.RE06172
Em0012g708a	mRNA.RE17037
Em0012g70a	mRNA.RE15812
Em0012g714a	mRNA.RE13935
Em0012g716a	mRNA.RE15522
Em0012g719a	mRNA.RE07075
Em0012g720a	mRNA.RE14205
Em0012g725a	mRNA.RE17082
Em0012g752a	mRNA.RE14927
Em0012g753a	mRNA.RE02976
Em0012g757a	mRNA.RE12061
Em0012g760a	mRNA.RE15559
Em0012g769a	mRNA.RE15172
Em0012g770a	mRNA.RE04201
Em0012g779a	mRNA.RE17017
Em0012g780a	mRNA.RE15281
Em0012g808a	mRNA.RE10126
Em0012g820a	mRNA.RE04229
Em0012g82a	mRNA.RE02948
Em0012g836a	mRNA.RE13240
Em0012g839a	mRNA.RE15360
Em0012g853a	mRNA.RE08894
Em0012g854a	mRNA.RE17074
Em0012g856a	mRNA.RE17091
Em0012g875a	mRNA.RE02264
Em0012g890a	mRNA.RE07758
Em0012g898a	mRNA.RE15330
Em0012g899a	mRNA.RE17084
Em0012g902a	mRNA.RE15294
Em0012g904a	mRNA.RE13910
Em0012g914a	mRNA.RE15352
Em0012g917a	mRNA.RE17076
Em0012g924a	mRNA.RE12860
Em0012g954a	mRNA.RE01325
Em0012g964a	mRNA.RE15196
Em0012g965a	mRNA.RE02201
Em0012g968a	mRNA.RE15264
Em0012g969a	mRNA.RE15373
Em0012g970a	mRNA.RE08279
Em0012g974a	mRNA.RE03057
Em0012g975a	mRNA.RE15308
Em0012g989a	mRNA.RE17119
Em0012g991a	mRNA.RE12018
Em0012g993a	mRNA.RE17073
Em0012g994a	mRNA.RE17081
Em0012g995a	mRNA.RE15409
Em0012g996a	mRNA.RE15452
Em0012g997a	mRNA.RE14222
Em0013g1008a	mRNA.RE12672
Em0013g102a	mRNA.RE06150
Em0013g1036a	mRNA.RE13107
Em0013g1037a	mRNA.RE05985
Em0013g103a	mRNA.RE10217
Em0013g1049a	mRNA.RE02114
Em0013g1054a	mRNA.RE04487
Em0013g106a	mRNA.RE05994
Em0013g108a	mRNA.RE02106
Em0013g1092a	mRNA.RE12376
Em0013g1093a	mRNA.RE02144
Em0013g109a	mRNA.RE07110
Em0013g10a	mRNA.RE00303
Em0013g1101a	mRNA.RE05337
Em0013g1106a	mRNA.RE14199
Em0013g1109a	mRNA.RE12396
Em0013g110a	mRNA.RE07112
Em0013g1112a	mRNA.RE05978
Em0013g111a	mRNA.RE06135
Em0013g1124a	mRNA.RE06014
Em0013g1125a	mRNA.RE05702
Em0013g113a	mRNA.RE14679
Em0013g114a	mRNA.RE12374
Em0013g115a	mRNA.RE05225
Em0013g120a	mRNA.RE07107
Em0013g123a	mRNA.RE05017
Em0013g124a	mRNA.RE07844
Em0013g125a	mRNA.RE14678
Em0013g127a	mRNA.RE14201
Em0013g128a	mRNA.RE14674
Em0013g12a	mRNA.RE00288
Em0013g131a	mRNA.RE03244
Em0013g138a	mRNA.RE02750
Em0013g139a	mRNA.RE05998
Em0013g13a	mRNA.RE12415
Em0013g141a	mRNA.RE11266
Em0013g143a	mRNA.RE09086
Em0013g144a	mRNA.RE14738
Em0013g145a	mRNA.RE12382
Em0013g148a	mRNA.RE14323
Em0013g14a	mRNA.RE07832
Em0013g151a	mRNA.RE00293
Em0013g153a	mRNA.RE02145
Em0013g154a	mRNA.RE14802
Em0013g157a	mRNA.RE12196
Em0013g158a	mRNA.RE11893
Em0013g159a	mRNA.RE12365
Em0013g15a	mRNA.RE01918
Em0013g160a	mRNA.RE09338
Em0013g165a	mRNA.RE06019
Em0013g166a	mRNA.RE13944
Em0013g167a	mRNA.RE12565
Em0013g168a	mRNA.RE06010
Em0013g169a	mRNA.RE14801
Em0013g170a	mRNA.RE05037
Em0013g171a	mRNA.RE14064
Em0013g172a	mRNA.RE07861
Em0013g173a	mRNA.RE14795
Em0013g175a	mRNA.RE02142
Em0013g176a	mRNA.RE14806
Em0013g178a	mRNA.RE14691
Em0013g179a	mRNA.RE05971
Em0013g180a	mRNA.RE00289
Em0013g187a	mRNA.RE07860
Em0013g189a	mRNA.RE02945
Em0013g190a	mRNA.RE03917
Em0013g192a	mRNA.RE13591
Em0013g193a	mRNA.RE09182
Em0013g194a	mRNA.RE14675
Em0013g227a	mRNA.RE14196
Em0013g228a	mRNA.RE07846
Em0013g229a	mRNA.RE05033
Em0013g230a	mRNA.RE05018
Em0013g232a	mRNA.RE12740
Em0013g238a	mRNA.RE07823
Em0013g246a	mRNA.RE06017
Em0013g248a	mRNA.RE04049
Em0013g249a	mRNA.RE05015
Em0013g250a	mRNA.RE07888
Em0013g251a	mRNA.RE07547
Em0013g252a	mRNA.RE14728
Em0013g256a	mRNA.RE12362
Em0013g25a	mRNA.RE07813
Em0013g269a	mRNA.RE10236
Em0013g26a	mRNA.RE00850
Em0013g272a	mRNA.RE09201
Em0013g273a	mRNA.RE14417
Em0013g274a	mRNA.RE00284
Em0013g275a	mRNA.RE07933
Em0013g278a	mRNA.RE07144
Em0013g279a	mRNA.RE07918
Em0013g280a	mRNA.RE01840
Em0013g282a	mRNA.RE00275
Em0013g283a	mRNA.RE07879
Em0013g287a	mRNA.RE14799
Em0013g289a	mRNA.RE15262
Em0013g28a	mRNA.RE14779
Em0013g290a	mRNA.RE13867
Em0013g291a	mRNA.RE12414
Em0013g296a	mRNA.RE13625
Em0013g297a	mRNA.RE07135
Em0013g29a	mRNA.RE10809
Em0013g2a	mRNA.RE03914
Em0013g300a	mRNA.RE07114
Em0013g301a	mRNA.RE14781
Em0013g302a	mRNA.RE14768
Em0013g312a	mRNA.RE13871
Em0013g313a	mRNA.RE12391
Em0013g317a	mRNA.RE14733
Em0013g318a	mRNA.RE14769
Em0013g321a	mRNA.RE09991
Em0013g322a	mRNA.RE09192
Em0013g327a	mRNA.RE12377
Em0013g329a	mRNA.RE05965
Em0013g330a	mRNA.RE07129
Em0013g33a	mRNA.RE12407
Em0013g355a	mRNA.RE05036
Em0013g357a	mRNA.RE07808
Em0013g358a	mRNA.RE07923
Em0013g361a	mRNA.RE14099
Em0013g362a	mRNA.RE01924
Em0013g363a	mRNA.RE07155
Em0013g364a	mRNA.RE03907
Em0013g36a	mRNA.RE05996
Em0013g373a	mRNA.RE03981
Em0013g374a	mRNA.RE14677
Em0013g379a	mRNA.RE02115
Em0013g403a	mRNA.RE00298
Em0013g406a	mRNA.RE14719
Em0013g407a	mRNA.RE05991
Em0013g40a	mRNA.RE05997
Em0013g41a	mRNA.RE14782
Em0013g42a	mRNA.RE07570
Em0013g432a	mRNA.RE05277
Em0013g44a	mRNA.RE07938
Em0013g451a	mRNA.RE14741
Em0013g452a	mRNA.RE14742
Em0013g45a	mRNA.RE02898
Em0013g488a	mRNA.RE13829
Em0013g489a	mRNA.RE12378
Em0013g48a	mRNA.RE09188
Em0013g490a	mRNA.RE04098
Em0013g491a	mRNA.RE11935
Em0013g508a	mRNA.RE03040
Em0013g509a	mRNA.RE12400
Em0013g52a	mRNA.RE14786
Em0013g534a	mRNA.RE07940
Em0013g536a	mRNA.RE00278
Em0013g547a	mRNA.RE16705
Em0013g549a	mRNA.RE16374
Em0013g550a	mRNA.RE12410
Em0013g551a	mRNA.RE04717
Em0013g552a	mRNA.RE12468
Em0013g571a	mRNA.RE03203
Em0013g572a	mRNA.RE12385
Em0013g573a	mRNA.RE04921
Em0013g595a	mRNA.RE05298
Em0013g605a	mRNA.RE00121
Em0013g615a	mRNA.RE14202
Em0013g622a	mRNA.RE14775
Em0013g643a	mRNA.RE05992
Em0013g681a	mRNA.RE05268
Em0013g691a	mRNA.RE07862
Em0013g693a	mRNA.RE04896
Em0013g696a	mRNA.RE07853
Em0013g697a	mRNA.RE05987
Em0013g698a	mRNA.RE14796
Em0013g701a	mRNA.RE04807
Em0013g702a	mRNA.RE01437
Em0013g703a	mRNA.RE11127
Em0013g706a	mRNA.RE14697
Em0013g713a	mRNA.RE01908
Em0013g714a	mRNA.RE14701
Em0013g715a	mRNA.RE00401
Em0013g717a	mRNA.RE01907
Em0013g718a	mRNA.RE07915
Em0013g719a	mRNA.RE05964
Em0013g720a	mRNA.RE05029
Em0013g721a	mRNA.RE00299
Em0013g722a	mRNA.RE07840
Em0013g723a	mRNA.RE00081
Em0013g734a	mRNA.RE14526
Em0013g737a	mRNA.RE15401
Em0013g747a	mRNA.RE13908
Em0013g755a	mRNA.RE09196
Em0013g759a	mRNA.RE11564
Em0013g770a	mRNA.RE00277
Em0013g785a	mRNA.RE02905
Em0013g793a	mRNA.RE12874
Em0013g796a	mRNA.RE03936
Em0013g80a	mRNA.RE12392
Em0013g812a	mRNA.RE15638
Em0013g813a	mRNA.RE16228
Em0013g816a	mRNA.RE14709
Em0013g817a	mRNA.RE12383
Em0013g820a	mRNA.RE03913
Em0013g821a	mRNA.RE02113
Em0013g822a	mRNA.RE14699
Em0013g824a	mRNA.RE14155
Em0013g825a	mRNA.RE07896
Em0013g826a	mRNA.RE14197
Em0013g830a	mRNA.RE06007
Em0013g831a	mRNA.RE14522
Em0013g833a	mRNA.RE00292
Em0013g834a	mRNA.RE12420
Em0013g839a	mRNA.RE06020
Em0013g842a	mRNA.RE14784
Em0013g843a	mRNA.RE03326
Em0013g846a	mRNA.RE07109
Em0013g847a	mRNA.RE07857
Em0013g848a	mRNA.RE01315
Em0013g849a	mRNA.RE07816
Em0013g851a	mRNA.RE05553
Em0013g885a	mRNA.RE11683
Em0013g886a	mRNA.RE07122
Em0013g888a	mRNA.RE02108
Em0013g889a	mRNA.RE04442
Em0013g890a	mRNA.RE14773
