XP_004339904.1	Em0019g582a
XP_004348301.1	Em0011g1168a
XP_004348303.2	Em0020g437a
XP_004348304.2	Em0016g224a
XP_004348305.1	Em0484g6a
XP_004348307.1	Em0023g109a
XP_004348308.1	Em0021g277a
XP_004348317.1	Em0001g12a
XP_004348318.1	Em0009g1113a
XP_004348320.2	Em0005g1211a
XP_004348325.1	Em0018g1102a
XP_004348327.2	Em0015g1203a
XP_004348330.1	Em0021g984a
XP_004348332.1	Em0012g1046a
XP_004348333.1	Em0508g8a
XP_004348376.1	Em0001g124a
XP_004348381.1	Em0017g134a
XP_004348384.1	Em0018g1029a
XP_004348386.1	Em0018g1006a
XP_004348387.1	Em0018g1002a
XP_004348399.1	Em0001g3617a
XP_004348401.2	Em0001g3257a
XP_004348402.2	Em0012g495a
XP_004348403.2	Em0001g2389a
XP_004348405.1	Em0023g755a
XP_004348407.1	Em0020g843a
XP_004348408.1	Em0018g996a
XP_004348409.1	Em0018g835a
XP_004348410.1	Em0018g1082a
XP_004348411.1	Em0018g1115a
XP_004348412.1	Em0018g1075a
XP_004348413.1	Em0019g278a
XP_004348414.1	Em0019g1060a
XP_004348417.1	Em0020g922a
XP_004348418.1	Em0011g1169a
XP_004348420.1	Em0015g252a
XP_004348422.1	Em0018g1220a
XP_004348423.2	Em0019g68a
XP_004348426.2	Em0013g615a
XP_004348428.2	Em0012g552a
XP_004348434.1	Em0001g1297a
XP_004348435.1	Em0001g1334a
XP_004348443.1	Em0001g1860a
XP_004348445.1	Em0001g2373a
XP_004348447.1	Em0001g1548a
XP_004348455.1	Em0021g246a
XP_004348612.2	Em0010g178a
XP_004348614.1	Em0018g143a
XP_004348615.1	Em0021g526a
XP_004348616.1	Em0019g719a
XP_004348618.2	Em0019g664a
XP_004348620.2	Em0011g196a
XP_004348624.2	Em0005g1680a
XP_004348631.1	Em0009g984a
XP_004348635.1	g32996.t1
XP_004348639.1	Em0018g810a
XP_004348644.2	Em0014g765a
XP_004348646.1	Em0009g657a
XP_004348648.1	Em0014g785a
XP_004348649.1	Em0011g422a
XP_004348652.1	Em0009g1265a
XP_004348653.2	Em0005g1239a
XP_004348654.2	Em0023g566a
XP_004348656.2	Em0014g674a
XP_004348659.2	Em0440g4a
XP_004348660.1	Em0018g377a
XP_004348664.2	Em0018g343a
XP_004348666.1	Em0018g505a
XP_004348757.2	Em0004g141a
XP_004348759.1	Em0019g1050a
XP_004348760.1	Em0016g85a
XP_004348761.1	Em0020g668a
XP_004348764.1	Em0011g1050a
XP_004348766.1	Em0023g710a
XP_004348767.1	Em0004g19a
XP_004348773.1	Em0001g699a
XP_004348774.2	Em0001g404a
XP_004348777.1	Em0004g204a
XP_004348779.2	Em0021g884a
XP_004348782.1	Em0021g889a
XP_004348784.1	Em0013g734a
XP_004348785.2	Em0012g664a
XP_004348786.1	Em0021g988a
XP_004348788.2	Em0004g5a
XP_004348789.2	Em0023g593a
XP_004348790.1	Em0004g205a
XP_004348792.1	Em0010g72a
XP_004348795.1	Em0020g950a
XP_004348799.1	Em0137g8a
XP_004348808.1	Em0008g13a
XP_004348817.1	Em0012g663a
XP_004348824.1	Em0020g59a
XP_004348826.2	Em0016g1027a
XP_004348832.1	Em0011g147a
XP_004348834.2	Em0015g512a
XP_004348839.1	Em0004g1641a
XP_004348840.1	Em0003g1837a
XP_004348841.1	Em0021g233a
XP_004348847.1	Em0016g621a
XP_004348848.2	Em0020g629a
XP_004348855.1	Em0004g149a
XP_004348861.2	Em0012g471a
XP_004348866.1	Em0011g749a
XP_004348868.1	Em0016g67a
XP_004348869.1	Em0016g68a
XP_004348871.2	Em0016g214a
XP_004348875.1	Em0003g540a
XP_004348876.1	Em0017g635a
XP_004348877.1	Em0019g711a
XP_004348878.1	Em0016g276a
XP_004348879.1	Em0019g609a
XP_004348881.2	Em0022g276a
XP_004348883.1	Em0012g1080a
XP_004348884.1	Em0008g1272a
XP_004348886.1	Em0005g61a
XP_004348887.1	Em0023g152a
XP_004348888.1	Em0022g182a
XP_004348891.1	Em0001g3565a
XP_004348894.1	Em0013g595a
XP_004348895.2	Em0001g3616a
XP_004348902.2	Em0002g119a
XP_004348903.2	Em0007g981a
XP_004348904.2	Em0004g1532a
XP_004348905.1	Em0001g1436a
XP_004348907.1	Em0012g902a
XP_004348909.2	Em0016g119a
XP_004348910.2	Em0020g63a
XP_004348911.2	Em0011g28a
XP_004348912.2	Em0004g1358a
XP_004348913.2	Em0021g887a
XP_004348914.1	Em0010g989a
XP_004348915.2	Em0004g73a
XP_004348916.1	Em0020g664a
XP_004348919.2	Em0016g945a
XP_004348922.2	Em0009g119a
XP_004348924.1	Em0008g623a
XP_004348925.1	Em0010g66a
XP_004348926.1	Em0004g942a
XP_004348927.1	Em0010g42a
XP_004348929.1	Em0023g62a
XP_004348930.1	Em0714g7a
XP_004348931.2	Em0023g25a
XP_004348934.1	Em0017g952a
XP_004348937.2	Em0004g1006a
XP_004348939.1	Em0010g130a
XP_004348940.2	Em0010g752a
XP_004348945.1	Em0009g1192a
XP_004348946.2	Em0010g842a
XP_004348950.1	Em0010g1041a
XP_004348952.1	Em0011g1065a
XP_004348954.2	Em0004g307a
XP_004348958.1	Em0028g43a
XP_004348959.1	Em0407g2a
XP_004348964.2	Em0022g267a
XP_004348967.2	Em0395g8a
XP_004348969.2	Em0001g413a
XP_004348971.1	Em0022g189a
XP_004348973.2	Em0001g720a
XP_004348976.1	Em0004g350a
XP_004348979.2	Em0001g1025a
XP_004348981.2	Em0010g122a
XP_004348984.1	Em0023g505a
XP_004348987.1	Em0001g505a
XP_004348988.2	Em0022g290a
XP_004348990.1	Em0001g237a
XP_004348992.1	Em0001g646a
XP_004348993.1	Em0009g1224a
XP_004348996.2	Em0011g49a
XP_004349001.1	Em0008g1238a
XP_004349002.1	Em0021g398a
XP_004349005.2	Em0019g142a
XP_004349007.1	Em0019g1093a
XP_004349013.2	Em0004g244a
XP_004349016.1	Em0001g1719a
XP_004349019.1	Em0011g185a
XP_004349020.1	Em0014g581a
XP_004349023.1	Em0023g130a
XP_004349028.2	Em0022g932a
XP_004349032.2	Em0008g911a
XP_004349037.1	Em0648g8a
XP_004349039.1	Em0011g539a
XP_004349043.1	Em0015g56a
XP_004349050.2	Em0009g923a
XP_004349051.1	Em0006g915a
XP_004349052.1	Em0011g799a
XP_004349055.1	Em0001g749a
XP_004349056.2	Em0001g106a
XP_004349062.1	Em0015g803a
XP_004349064.1	Em0010g67a
XP_004349067.1	Em0016g524a
XP_004349068.1	Em0004g355a
XP_004349070.1	Em0004g241a
XP_004349071.2	Em0020g134a
XP_004349072.1	Em0004g10a
XP_004349073.1	Em0023g589a
XP_004349074.1	Em0004g25a
XP_004349075.2	Em0020g127a
XP_004349085.1	Em0004g379a
XP_004349086.2	Em0019g257a
XP_004349087.2	Em0019g280a
XP_004349091.2	Em0023g742a
XP_004349092.1	Em0012g578a
XP_004349094.2	Em0012g570a
XP_004349098.2	Em0001g235a
XP_004349102.1	Em0001g1112a
XP_004349105.2	Em0001g262a
XP_004349108.2	Em0001g263a
XP_004349109.1	Em0001g90a
XP_004349115.1	Em0001g122a
XP_004349123.1	Em0023g577a
XP_004349129.1	Em0001g1246a
XP_004349130.2	Em0001g229a
XP_004349131.2	Em0009g1226a
XP_004349136.1	Em0011g501a
XP_004349140.1	Em0044g30a
XP_004349146.1	Em0015g1085a
XP_004349147.1	Em0018g187a
XP_004349151.2	Em0019g185a
XP_004349159.1	Em0009g899a
XP_004349160.1	Em0008g287a
XP_004349161.1	Em0019g230a
XP_004349164.1	Em0009g1007a
XP_004349166.1	Em0006g590a
XP_004349173.2	Em0009g104a
XP_004349174.1	Em0009g1215a
XP_004349177.1	Em0009g1063a
XP_004349183.2	Em0018g984a
XP_004349187.1	Em0003g316a
XP_004349193.1	Em0019g879a
XP_004349195.2	Em0009g399a
XP_004349197.1	Em0023g731a
XP_004349198.1	Em0004g797a
XP_004349202.2	Em0009g1314a
XP_004349208.2	Em0015g289a
XP_004349209.2	Em0013g1008a
XP_004349210.1	Em0009g961a
XP_004349212.1	Em0018g295a
XP_004349214.1	Em0022g127a
XP_004349215.2	Em0009g1191a
XP_004349216.1	Em0023g435a
XP_004349218.1	Em0021g683a
XP_004349219.1	Em0001g906a
XP_004349224.1	Em0003g657a
XP_004349226.1	Em0012g970a
XP_004349229.2	Em0006g1002a
XP_004349231.2	Em0008g373a
XP_004349237.1	Em0003g459a
XP_004349238.1	Em0016g1086a
XP_004349239.1	Em0018g1224a
XP_004349245.2	Em0019g816a
XP_004349247.2	Em0019g584a
XP_004349252.2	Em0019g693a
XP_004349255.1	Em0023g115a
XP_004349256.2	Em0162g12a
XP_004349258.2	Em0013g835a
XP_004349259.2	Em0010g914a
XP_004349261.2	Em0019g838a
XP_004349264.2	Em0019g953a
XP_004349265.2	Em0001g542a
XP_004349266.2	Em0022g333a
XP_004349270.1	Em0019g1041a
XP_004349273.1	Em0016g424a
XP_004349274.1	Em0018g1219a
XP_004349278.2	Em0786g7a
XP_004349281.2	Em0010g1029a
XP_004349282.2	Em0010g663a
XP_004349288.2	Em0005g145a
XP_004349291.1	Em0019g712a
XP_004349292.2	Em0016g218a
XP_004349293.2	Em0023g715a
XP_004349298.2	Em0019g751a
XP_004349300.1	Em0665g4a
XP_004349302.1	Em0648g10a
XP_004349303.1	Em0005g894a
XP_004349305.2	Em0019g935a
XP_004349308.1	Em0022g732a
XP_004349313.1	Em0015g97a
XP_004349315.1	Em0019g897a
XP_004349317.2	Em0006g1518a
XP_004349320.1	Em0013g104a
XP_004349321.2	Em0016g990a
XP_004349325.2	Em0005g85a
XP_004349328.2	Em0015g921a
XP_004349329.1	Em0019g1059a
XP_004349331.2	Em0019g1055a
XP_004349333.1	Em0002g299a
XP_004349336.1	Em0008g1081a
XP_004349338.1	Em0019g1056a
XP_004349340.1	Em0012g733a
XP_004349341.1	Em0028g22a
XP_004349342.1	Em0019g1058a
XP_004349343.2	Em0018g375a
XP_004349345.1	Em0019g685a
XP_004349346.2	Em0022g492a
XP_004349347.1	Em0022g372a
XP_004349348.1	Em0009g1241a
XP_004349352.1	Em0009g790a
XP_004349354.1	Em0019g557a
XP_004349359.2	Em0019g567a
XP_004349361.1	Em0019g540a
XP_004349375.1	Em0019g817a
XP_004349376.2	Em0015g290a
XP_004349377.2	Em0019g813a
XP_004349381.2	Em0005g1269a
XP_004349383.2	Em0015g52a
XP_004349385.2	Em0019g551a
XP_004349394.1	Em0019g804a
XP_004349396.1	Em0020g1082a
XP_004349399.1	Em0008g1031a
XP_004349401.2	Em0019g818a
XP_004349404.2	Em0019g668a
XP_004349411.1	Em0019g803a
XP_004349412.1	Em0019g836a
XP_004349414.2	Em0019g576a
XP_004349416.2	Em0019g652a
XP_004349417.1	Em0019g761a
XP_004349422.2	Em0017g573a
XP_004349423.1	Em0019g810a
XP_004349425.2	Em0013g312a
XP_004349426.1	Em0019g744a
XP_004349427.2	Em0019g598a
XP_004349428.2	Em0019g562a
XP_004349429.2	Em0019g559a
XP_004349435.1	Em0019g157a
XP_004349436.1	Em0019g1094a
XP_004349442.1	Em0019g819a
XP_004349444.1	Em0019g1061a
XP_004349446.2	Em0019g579a
XP_004349451.1	Em0009g165a
XP_004349453.1	Em0011g129a
XP_004349457.1	Em0004g308a
XP_004349459.2	Em0016g904a
XP_004349460.1	Em0016g449a
XP_004349463.1	Em0009g1243a
XP_004349464.1	Em0009g1076a
XP_004349465.1	Em0015g70a
XP_004349466.1	Em0009g1126a
XP_004349468.1	Em0005g772a
XP_004349469.2	Em0009g620a
XP_004349471.2	Em0009g1218a
XP_004349473.2	Em0009g261a
XP_004349478.2	Em0009g791a
XP_004349480.1	Em0144g6a
XP_004349481.1	Em0006g863a
XP_004349482.1	Em0019g641a
XP_004349488.1	Em0009g1060a
XP_004349492.2	Em0014g387a
XP_004349501.2	Em0013g138a
XP_004349502.2	Em0009g530a
XP_004349503.1	Em0009g1123a
XP_004349504.1	Em0022g525a
XP_004349506.2	Em0001g1763a
XP_004349510.1	Em0009g1093a
XP_004349514.1	Em0015g53a
XP_004349516.2	Em0019g1123a
XP_004349518.1	Em0023g696a
XP_004349519.1	Em0010g858a
XP_004349522.2	Em0009g1095a
XP_004349523.2	Em0019g595a
XP_004349524.1	Em0009g939a
XP_004349525.1	Em0020g975a
XP_004349526.2	Em0096g11a
XP_004349528.1	Em0010g941a
XP_004349529.2	Em0009g1121a
XP_004349530.2	Em0017g36a
XP_004349532.1	Em0144g13a
XP_004349537.1	Em0009g279a
XP_004349538.1	Em0009g1064a
XP_004349539.1	Em0009g1144a
XP_004349542.1	Em0023g61a
XP_004349546.1	Em0012g576a
XP_004349689.1	Em0023g382a
XP_004349690.1	Em0006g1403a
XP_004349694.1	Em0011g35a
XP_004349695.1	Em0021g61a
XP_004349700.2	Em0019g848a
XP_004349702.2	Em0021g63a
XP_004349707.2	Em0016g947a
XP_004349709.2	Em0021g157a
XP_004349712.2	Em0010g926a
XP_004349716.1	Em0005g1529a
XP_004349717.1	Em0020g764a
XP_004349736.1	Em0019g182a
XP_004349747.2	Em0004g1582a
XP_004349749.1	Em0021g795a
XP_004349752.1	Em0016g420a
XP_004349753.2	Em0011g726a
XP_004349754.1	Em0021g961a
XP_004349756.1	Em0017g216a
XP_004349759.1	Em0021g793a
XP_004349760.2	Em0021g589a
XP_004349763.2	Em0005g1020a
XP_004349765.1	Em0016g239a
XP_004349768.1	Em0005g1018a
XP_004349770.2	Em0017g65a
XP_004349776.2	Em0011g508a
XP_004349778.2	Em0005g1164a
XP_004349782.1	Em0014g371a
XP_004349790.1	Em0005g1100a
XP_004349791.2	Em0006g644a
XP_004349794.2	Em0011g995a
XP_004349795.2	Em0021g920a
XP_004349803.2	Em0004g134a
XP_004349804.2	Em0002g207a
XP_004349811.2	Em0008g683a
XP_004349813.1	Em0001g1024a
XP_004349815.2	Em0021g692a
XP_004349816.1	Em0013g355a
XP_004349817.1	Em0022g724a
XP_004349818.2	Em0021g563a
XP_004349822.1	Em0021g38a
XP_004349826.2	Em0001g468a
XP_004349827.2	Em0114g15a
XP_004349829.2	Em0021g915a
XP_004349831.1	Em0021g994a
XP_004349832.1	Em0018g294a
XP_004349833.1	Em0015g1005a
XP_004349834.2	Em0022g283a
XP_004349835.2	Em0019g547a
XP_004349836.1	Em0020g567a
XP_004349837.2	Em0020g319a
XP_004349840.2	Em0021g768a
XP_004349841.2	Em0016g569a
XP_004349842.2	Em0956g3a
XP_004349843.2	Em0023g806a
XP_004349845.1	Em0021g585a
XP_004349846.1	Em0021g133a
XP_004349851.1	Em0006g717a
XP_004349853.1	Em0001g2641a
XP_004349857.2	Em0004g794a
XP_004349858.1	Em0009g1152a
XP_004349859.1	Em0001g1007a
XP_004349861.2	Em0021g894a
XP_004349863.1	Em0022g866a
XP_004349865.1	Em0018g51a
XP_004349866.1	Em0018g246a
XP_004349870.1	Em0019g243a
XP_004349872.2	Em0021g542a
XP_004349874.1	Em0001g1051a
XP_004349875.1	Em0021g279a
XP_004349877.1	Em0008g944a
XP_004349879.2	Em0020g1061a
XP_004349880.1	Em0014g155a
XP_004349882.1	Em0005g167a
XP_004349884.1	Em0023g243a
XP_004349886.1	Em0022g205a
XP_004349887.1	Em0011g516a
XP_004349889.1	Em0019g103a
XP_004349891.2	Em0013g157a
XP_004349894.1	Em0018g565a
XP_004349897.2	Em0015g1221a
XP_004349899.2	Em0017g576a
XP_004349900.1	Em0016g1004a
XP_004349901.1	Em0022g222a
XP_004349902.1	Em0016g533a
XP_004349903.2	Em0009g1065a
XP_004349904.1	Em0016g113a
XP_004349905.1	Em0003g210a
XP_004349907.2	Em0440g2a
XP_004349908.1	Em0005g86a
XP_004349912.2	Em0011g1194a
XP_004349916.2	Em0012g898a
XP_004349917.2	Em0011g829a
XP_004349918.1	Em0023g656a
XP_004349919.1	Em0023g468a
XP_004349922.1	Em0007g923a
XP_004349926.1	Em0011g143a
XP_004349932.1	Em0022g87a
XP_004349933.1	Em0005g1472a
XP_004349938.2	Em0019g710a
XP_004349943.1	Em0021g497a
XP_004349944.2	Em0013g848a
XP_004349946.1	Em0002g108a
XP_004349947.1	Em0017g193a
XP_004349948.2	Em0017g653a
XP_004349952.1	Em0005g947a
XP_004349955.1	Em0016g1075a
XP_004363275.2	Em0023g85a
XP_004363276.2	Em0014g11a
XP_004363277.1	Em0011g830a
XP_004363278.1	Em0010g835a
XP_004363282.1	Em0007g242a
XP_004363283.1	Em0012g836a
XP_004363284.2	Em0015g1072a
XP_004363285.1	Em0015g1075a
XP_004363288.1	Em0023g434a
XP_004363289.2	Em0016g894a
XP_004363290.2	Em0007g718a
XP_004363291.1	Em0020g163a
XP_004363294.1	Em0013g703a
XP_004363295.1	Em0023g291a
XP_004363302.1	Em0019g95a
XP_004363307.2	Em0012g674a
XP_004363308.2	Em0015g713a
XP_004363309.1	Em0019g1026a
XP_004363312.2	Em0004g1746a
XP_004363318.1	Em0021g226a
XP_004363319.1	Em0015g953a
XP_004363320.1	Em0617g3a
XP_004363322.1	Em0022g940a
XP_004363323.1	Em0012g383a
XP_004363325.1	Em0021g943a
XP_004363330.2	Em0007g252a
XP_004363331.1	Em0015g172a
XP_004363332.2	Em0011g1196a
XP_004363342.1	Em0005g1438a
XP_004363343.1	Em0008g821a
XP_004363344.1	Em0011g587a
XP_004363345.1	Em0011g61a
XP_004363346.2	Em0022g936a
XP_004363347.2	Em0011g645a
XP_004363349.1	Em0011g787a
XP_004363350.2	Em0019g914a
XP_004363351.1	Em0011g634a
XP_004363354.1	Em0011g522a
XP_004363357.1	Em0004g138a
XP_004363358.1	Em0011g810a
XP_004363362.2	Em0081g10a
XP_004363364.1	Em0012g993a
XP_004363366.1	Em0008g1221a
XP_004363367.1	Em0011g1161a
XP_004363369.1	Em0144g7a
XP_004363373.1	Em0009g1196a
XP_004363374.2	Em0008g1116a
XP_004363376.1	Em0007g962a
XP_004363377.2	Em0018g167a
XP_004363378.1	Em0020g51a
XP_004363381.2	Em0018g289a
XP_004363384.1	Em0023g365a
XP_004363385.1	Em0023g767a
XP_004363386.1	Em0014g71a
XP_004363388.1	Em0022g178a
XP_004363389.2	Em0013g177a
XP_004363399.1	Em0020g713a
XP_004363400.1	Em0021g341a
XP_004363402.1	Em0021g590a
XP_004363404.1	Em0023g321a
XP_004363406.1	Em0023g375a
XP_004363407.1	Em0003g332a
XP_004363410.2	Em0016g368a
XP_004363411.1	Em0009g402a
XP_004363416.1	Em0023g765a
XP_004363417.1	Em0018g237a
XP_004363419.1	Em0023g387a
XP_004363420.1	Em0015g1266a
XP_004363421.1	Em0023g703a
XP_004363422.1	Em0001g67a
XP_004363423.1	Em0016g503a
XP_004363426.1	Em0009g1275a
XP_004363427.1	Em0022g937a
XP_004363428.1	Em0008g162a
XP_004363429.2	Em0019g989a
XP_004363433.1	Em0012g769a
XP_004363434.1	Em0018g1093a
XP_004363435.2	Em0016g356a
XP_004363437.2	Em0004g238a
XP_004363438.2	Em0001g1075a
XP_004363440.2	Em0001g1567a
XP_004363442.1	Em0023g551a
XP_004363443.2	Em0015g33a
XP_004363446.1	Em0013g109a
XP_004363447.2	Em0009g48a
XP_004363448.1	Em0005g1659a
XP_004363452.1	Em0016g185a
XP_004363453.1	Em0016g519a
XP_004363455.1	Em0010g930a
XP_004363460.2	Em0018g1098a
XP_004363464.2	Em0015g480a
XP_004363465.2	Em0003g710a
XP_004363466.1	Em0013g143a
XP_004363469.2	Em0009g612a
XP_004363476.1	Em0003g344a
XP_004363479.1	Em0013g169a
XP_004363481.1	Em0004g1356a
XP_004363482.1	Em0010g402a
XP_004363485.1	Em0001g1293a
XP_004363486.1	Em0001g2866a
XP_004363490.1	Em0001g2663a
XP_004363491.1	Em0001g1211a
XP_004363493.1	Em0015g1211a
XP_004363494.1	Em0019g335a
XP_004363497.1	Em0016g1174a
XP_004363499.2	Em0006g1225a
XP_004363500.1	Em0023g747a
XP_004363501.2	Em0022g306a
XP_004363502.1	Em0001g1437a
XP_004363503.1	Em0060g18a
XP_004363506.1	Em0016g29a
XP_004363508.1	Em0010g928a
XP_004363510.1	Em0018g1005a
XP_004363513.2	Em0022g554a
XP_004363515.1	Em0023g123a
XP_004363516.2	Em0005g1162a
XP_004363517.2	Em0018g934a
XP_004363518.1	Em0018g290a
XP_004363519.2	Em0001g600a
XP_004363521.2	Em0013g230a
XP_004363522.1	Em0001g582a
XP_004363523.2	Em0018g222a
XP_004363524.1	Em0018g224a
XP_004363525.1	Em0018g227a
XP_004363528.2	Em0018g713a
XP_004363530.2	Em0002g1697a
XP_004363532.1	Em0019g150a
XP_004363535.2	Em0001g23a
XP_004363537.1	Em0020g1053a
XP_004363540.1	Em0015g318a
XP_004363541.2	Em0023g940a
XP_004363545.1	Em0022g688a
XP_004363547.2	Em0013g252a
XP_004363549.2	Em0016g543a
XP_004363552.1	Em0005g1190a
XP_004363553.2	Em0021g82a
XP_004363555.1	Em0014g577a
XP_004363557.1	Em0023g548a
XP_004363560.2	Em0023g483a
XP_004363562.1	Em0001g2143a
XP_004363563.1	Em0017g487a
XP_004363567.2	Em0015g1160a
XP_004363570.1	Em0004g992a
XP_004363571.1	Em0005g1459a
XP_004363574.2	Em0023g537a
XP_004363584.2	Em0023g598a
XP_004363587.1	Em0023g756a
XP_004363592.1	Em0009g1028a
XP_004363593.1	Em0018g1064a
XP_004363595.2	Em0021g19a
XP_004363599.2	Em0023g763a
XP_004363600.1	Em0023g812a
XP_004363606.2	Em0023g802a
XP_004363607.2	Em0005g214a
XP_004363608.1	Em0005g1501a
XP_004363609.2	Em0011g30a
XP_004363613.1	Em0019g580a
XP_004363615.1	Em0005g1681a
XP_004363619.1	Em0010g873a
XP_004363620.1	Em0023g266a
XP_004363621.1	Em0011g159a
XP_004363622.1	Em0016g521a
XP_004363623.1	Em0018g117a
XP_004363624.2	Em0009g1228a
XP_004363625.1	Em0013g280a
XP_004363627.2	Em0020g13a
XP_004363631.2	Em0010g836a
XP_004363632.1	Em0011g1179a
XP_004363634.2	Em0013g1106a
XP_004363635.1	Em0019g1045a
XP_004363637.1	Em0012g991a
XP_004363639.2	Em0012g995a
XP_004363641.1	Em0016g163a
XP_004363642.2	Em0008g1130a
XP_004363643.2	Em0012g1088a
XP_004363646.1	Em0016g1018a
XP_004363652.1	Em0023g372a
XP_004363653.2	Em0020g1078a
XP_004363656.2	Em0009g1068a
XP_004363657.2	Em0020g1014a
XP_004363658.1	Em0020g965a
XP_004363659.2	Em0011g14a
XP_004363661.1	Em0015g1052a
XP_004363662.1	Em0011g64a
XP_004363664.1	Em0008g535a
XP_004363667.1	Em0020g840a
XP_004363668.1	Em0020g348a
XP_004363675.1	Em0013g160a
XP_004363682.2	Em0016g1108a
XP_004363694.1	Em0020g940a
XP_004363695.1	Em0019g348a
XP_004363696.1	Em0014g936a
XP_004363700.1	Em0003g1202a
XP_004363701.1	Em0005g1636a
XP_004363702.2	Em0005g1638a
XP_004363711.2	Em0003g460a
XP_004363712.2	Em0008g367a
XP_004363716.1	Em0008g1063a
XP_004363718.2	Em0006g1176a
XP_004363720.1	Em0004g1055a
XP_004363724.2	Em0014g372a
XP_004363728.1	Em0014g815a
XP_004363729.1	Em0005g1540a
XP_004363737.1	Em0005g1372a
XP_004363745.2	Em0002g488a
XP_004363750.1	Em0002g1336a
XP_004363751.1	Em0019g247a
XP_004363755.1	Em0002g1803a
XP_004363760.2	Em0019g1134a
XP_004363766.1	Em0015g145a
XP_004363769.1	Em0006g1363a
XP_004363770.1	Em0020g566a
XP_004363771.1	Em0019g254a
XP_004363772.1	Em0019g252a
XP_004363773.1	Em0018g1150a
XP_004363775.1	Em0019g1168a
XP_004363776.1	Em0021g850a
XP_004363777.1	Em0019g289a
XP_004363779.1	Em0114g13a
XP_004363780.1	Em0019g214a
XP_004363783.1	Em0022g519a
XP_004363784.2	Em0019g1048a
XP_004363785.1	Em0012g855a
XP_004363786.1	Em0007g295a
XP_004363787.1	Em0003g190a
XP_004363791.2	Em0019g745a
XP_004363792.2	Em0019g34a
XP_004363793.1	Em0005g60a
XP_004363795.2	Em0019g615a
XP_004363797.2	Em0019g38a
XP_004363798.1	Em0016g273a
XP_004363803.1	Em0144g5a
XP_004363810.1	Em0144g12a
XP_004363813.2	Em0015g1016a
XP_004363814.1	Em0005g1380a
XP_004363819.1	Em0019g314a
XP_004363823.1	Em0011g416a
XP_004363825.2	Em0023g879a
XP_004363826.1	Em0016g1031a
XP_004363829.1	Em0008g445a
XP_004363831.1	Em0005g1188a
XP_004363832.1	Em0010g527a
XP_004363834.2	Em0019g141a
XP_004363837.1	Em0001g1273a
XP_004363839.2	Em0008g708a
XP_004363841.1	Em0016g150a
XP_004363844.1	Em0018g1043a
XP_004363848.1	Em0014g132a
XP_004363856.2	Em0018g185a
XP_004363857.1	Em0020g367a
XP_004363859.1	Em0571g3a
XP_004363862.1	Em0001g1442a
XP_004363863.2	Em0010g64a
XP_004363869.2	Em0016g561a
XP_004363877.2	Em0016g362a
XP_004363884.2	Em0019g1038a
XP_004363885.1	Em0847g1a
XP_004363887.2	Em0016g1179a
XP_004363891.1	Em0551g3a
XP_004363894.2	Em0019g181a
XP_004363895.2	Em0021g847a
XP_004363899.2	Em0019g312a
XP_004363900.1	Em0019g311a
XP_004363901.1	Em0004g795a
XP_004363903.2	Em0019g552a
XP_004363906.2	Em0021g824a
XP_004363908.1	Em0019g331a
XP_004363910.1	Em0019g284a
XP_004363911.1	Em0021g557a
XP_004363912.2	Em0020g757a
XP_004363913.2	Em0009g1177a
XP_004363915.1	Em0019g545a
XP_004363916.2	Em0009g655a
XP_004363919.1	Em0005g870a
XP_004363922.1	Em0019g154a
XP_004363923.2	Em0019g549a
XP_004363924.1	Em0015g561a
XP_004363925.1	Em0001g846a
XP_004363926.1	Em0015g1033a
XP_004363927.1	Em0019g166a
XP_004363931.1	Em0019g1097a
XP_004363934.1	Em0002g191a
XP_004363935.1	Em0005g1558a
XP_004363936.1	Em0016g349a
XP_004363939.1	Em0009g1061a
XP_004363941.1	Em0022g584a
XP_004363943.1	Em0009g1171a
XP_004363945.2	Em0018g1155a
XP_004363947.1	Em0004g11a
XP_004363948.1	Em0016g557a
XP_004363950.1	Em0021g670a
XP_004363952.1	Em0018g385a
XP_004363953.2	Em0016g363a
XP_004363956.2	Em0016g173a
XP_004363957.1	Em0019g1064a
XP_004363960.1	Em0017g88a
XP_004363965.1	Em0016g551a
XP_004363966.1	Em0008g576a
XP_004363968.1	Em0005g1068a
XP_004363972.1	Em0016g304a
XP_004363977.1	Em0016g1182a
XP_004363978.1	Em0014g53a
XP_004363980.2	Em0001g2662a
XP_004363981.1	Em0016g292a
XP_004363985.1	Em0001g1088a
XP_004363987.1	Em0023g484a
XP_004363993.1	Em0324g5a
XP_004363997.1	Em0098g10a
XP_004364008.1	Em0013g107a
XP_004364009.1	Em0019g334a
XP_004364011.1	Em0013g116a
XP_004364012.1	Em0020g978a
XP_004364013.1	Em0014g718a
XP_004364014.2	Em0013g113a
XP_004364017.2	Em0013g197a
XP_004364018.1	Em0018g982a
XP_004364020.2	Em0021g687a
XP_004364021.1	Em0011g66a
XP_004364022.1	Em0021g223a
XP_004364027.1	Em0022g379a
XP_004364028.2	Em0013g25a
XP_004364031.2	Em0013g379a
XP_004364033.1	Em0005g1292a
XP_004364035.1	Em0020g145a
XP_004364036.2	Em0015g2a
XP_004364039.1	Em0001g3766a
XP_004364043.2	Em0007g70a
XP_004364045.2	Em0020g1075a
XP_004364046.2	Em0008g286a
XP_004364047.1	Em0005g89a
XP_004364049.1	Em0009g664a
XP_004364051.1	Em0007g155a
XP_004364053.1	Em0011g29a
XP_004364057.2	Em0013g839a
XP_004364067.1	Em0007g331a
